"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.769684173E0,2.358834076E1,1.445686340E0,-1.841040421E1
2.819684173E0,2.282973099E1,2.057937622E0,-2.010247803E1
2.869684173E0,2.092587090E1,8.956832886E-1,-2.108513260E1
2.919684173E0,2.222620583E1,2.345062256E0,-2.025122070E1
2.969684173E0,2.189653397E1,1.534553528E0,-1.898630142E1
3.019684173E0,2.431767082E1,1.037429810E0,-2.049631882E1
3.069684173E0,2.098238945E1,1.646636963E0,-1.871635818E1
3.119684173E0,2.279172134E1,9.520797729E-1,-1.911106873E1
3.169684173E0,1.959871483E1,2.244216919E0,-2.139279556E1
3.219684173E0,1.538608456E1,1.310607910E0,-2.379761124E1
3.269684173E0,9.888044357E0,2.330909729E0,-2.497871017E1
3.319684173E0,8.612098694E0,1.509902954E0,-2.609942245E1
3.369684173E0,7.408874512E0,1.748725891E0,-2.457518005E1
3.419684173E0,8.761933327E0,1.356910706E0,-2.581659317E1
3.469684173E0,1.342175961E1,2.495353699E0,-2.564730453E1
3.519684173E0,1.525805950E1,2.260574341E0,-2.534802628E1
3.569684173E0,1.623442459E1,3.552619934E0,-2.549403381E1
3.619684173E0,1.273880959E1,4.659088135E0,-2.651791763E1
3.669684173E0,1.296599960E1,6.716056824E0,-2.807805634E1
3.719684173E0,1.059652328E1,5.868927002E0,-3.088642883E1
3.769684173E0,1.043081856E1,9.300872803E0,-3.162734032E1
3.819684173E0,8.744625092E0,9.877845764E0,-3.374700546E1
3.869684173E0,7.730939865E0,1.172801208E1,-3.559577179E1
3.919684173E0,5.293784142E0,1.224638367E1,-3.576406860E1
3.969684173E0,6.517123222E0,1.214605713E1,-3.589147949E1
4.019684173E0,4.261409760E0,1.412134552E1,-3.957087708E1
4.069684173E0,5.197183609E0,1.447612000E1,-3.970626831E1
4.119684173E0,2.820583344E0,1.281254578E1,-3.970859146E1
4.169684173E0,9.811210632E-2,1.002958679E1,-3.872217560E1
4.219684173E0,-5.664796829E0,1.147488403E1,-3.753363419E1
4.269684173E0,-8.176277161E0,1.044001770E1,-3.838353729E1
4.319684173E0,-8.176277161E0,1.044001770E1,-3.838353729E1
4.369684173E0,-8.932397842E0,1.071860504E1,-3.839375305E1
4.419684173E0,-9.875207901E0,9.712432861E0,-3.615338135E1
4.469684173E0,-1.174384880E1,1.242211151E1,-3.508371735E1
4.519684173E0,-1.287298775E1,1.079141998E1,-3.339704132E1
4.569684173E0,-1.443267441E1,1.009008789E1,-3.270401001E1
4.619684173E0,-1.305792236E1,1.325778961E1,-3.188957024E1
4.669684173E0,-1.579659271E1,1.016593933E1,-3.117933464E1
4.719684173E0,-1.441692352E1,9.573661804E0,-2.892247772E1
4.769684173E0,-1.557828522E1,7.655326843E0,-2.919030762E1
4.819684173E0,-1.602954483E1,4.363159180E0,-2.929566574E1
4.869684173E0,-1.770799637E1,4.434333801E0,-2.847296143E1
4.919684173E0,-1.669504929E1,6.668945312E0,-2.904917145E1
4.969684173E0,-1.601025391E1,8.421394348E0,-2.962273788E1
5.019684173E0,-1.625740814E1,9.483627319E0,-2.823920059E1
5.069684173E0,-1.751299667E1,1.222390747E1,-2.744391632E1
5.119684173E0,-1.728316879E1,1.720492554E1,-2.610195541E1
5.169684173E0,-2.064026260E1,1.701715851E1,-2.305440521E1
5.219684173E0,-2.063716507E1,2.076650238E1,-2.365766144E1
5.269684173E0,-2.309222031E1,2.031753540E1,-2.143771744E1
5.319684173E0,-2.400787735E1,2.010126495E1,-1.990550232E1
5.369684173E0,-2.729586029E1,1.871128845E1,-2.005923462E1
5.419684173E0,-2.723916626E1,1.979236603E1,-1.909260559E1
5.469684173E0,-3.081462479E1,1.902255249E1,-1.995539093E1
5.519684173E0,-2.953367233E1,1.624864960E1,-1.809333420E1
5.569684173E0,-3.040018845E1,1.794937134E1,-1.993899536E1
5.619684173E0,-3.095351028E1,1.965655518E1,-2.122254562E1
5.669684173E0,-2.904152298E1,1.804565430E1,-2.272418213E1
5.719684173E0,-3.017154312E1,1.724202728E1,-2.468271637E1
5.769684173E0,-2.882097244E1,1.718388367E1,-2.760599136E1
5.819684173E0,-2.766109848E1,1.584626770E1,-2.869826126E1
5.869684173E0,-2.621633148E1,1.405709839E1,-3.006227112E1
5.919684173E0,-2.794881439E1,1.304365540E1,-2.992647552E1
5.969684173E0,-2.768572998E1,1.179512024E1,-2.893062592E1
6.019684173E0,-2.807862473E1,1.317009735E1,-2.811140060E1
6.069684173E0,-2.871873093E1,1.251465607E1,-2.782994080E1
6.119684173E0,-2.864440536E1,1.406790161E1,-2.714834213E1
6.169684173E0,-2.894532394E1,1.454070282E1,-2.855492020E1
6.219684173E0,-2.922238922E1,1.465151978E1,-2.604188156E1
6.269684173E0,-2.956007004E1,1.385163116E1,-2.561611938E1
6.319684173E0,-2.853091812E1,1.639512634E1,-2.591615295E1
6.369684173E0,-2.748040771E1,1.891028595E1,-2.397842026E1
6.419684173E0,-2.748040771E1,1.891028595E1,-2.397842026E1
6.469684173E0,-2.811491013E1,1.874295044E1,-2.524073029E1
6.519684173E0,-3.053325653E1,1.647400665E1,-2.677443314E1
6.569684173E0,-3.053325653E1,1.647400665E1,-2.677443314E1
6.619684173E0,-2.943186188E1,1.323178864E1,-2.546784592E1
6.669684173E0,-3.146526337E1,1.269113922E1,-2.673862839E1
6.719684173E0,-3.152223587E1,1.111487579E1,-2.560205078E1
6.769684173E0,-3.008146667E1,9.331024170E0,-2.738563919E1
6.819684173E0,-2.988024521E1,7.338600159E0,-2.931800079E1
6.869684173E0,-2.929264832E1,7.237770081E0,-3.154864883E1
6.919684173E0,-3.089325333E1,2.011337280E0,-3.066309738E1
6.969684173E0,-3.002494812E1,1.134132385E0,-3.218292236E1
7.019684173E0,-3.180461121E1,-6.426696777E-1,-3.343688202E1
7.069684173E0,-3.028400040E1,-5.502471924E-1,-3.538156891E1
7.119684173E0,-2.895393372E1,1.520462036E0,-3.427502060E1
7.169684173E0,-3.121962357E1,2.352714539E0,-3.402594757E1
7.219684173E0,-3.040501785E1,3.978713989E0,-3.641458893E1
7.269684173E0,-2.862284088E1,2.494262695E0,-3.610115051E1
7.319684173E0,-2.860236359E1,3.293006897E0,-3.750859833E1
7.369684173E0,-2.782218552E1,5.496215820E-2,-3.760327911E1
7.419684173E0,-2.700818253E1,-2.402053833E0,-3.770681000E1
7.469684173E0,-2.646553802E1,-4.095077515E0,-3.754214096E1
7.519684173E0,-2.526949692E1,-8.242996216E0,-3.818163300E1
7.569684173E0,-2.169625854E1,-6.644332886E0,-4.110391998E1
7.619684173E0,-1.699899292E1,-1.141065979E1,-4.226330185E1
7.669684173E0,-1.828603745E1,-1.597041321E1,-4.361991882E1
7.719684173E0,-2.693101501E1,-2.089556885E1,-4.182382965E1
7.769684173E0,-3.518022919E1,-2.084889221E1,-3.742571259E1
7.819684173E0,-3.633755112E1,-1.675228882E1,-3.273027802E1
7.869684173E0,-3.426927567E1,-1.052229309E1,-3.725880432E1
7.919684173E0,-3.771688843E1,-1.257217407E1,-3.516903687E1
7.969684173E0,-4.050078583E1,-1.775138855E1,-2.996026993E1
8.019684173E0,-4.244753265E1,-2.459239197E1,-2.598276520E1
8.069684173E0,-4.227497101E1,-2.770307922E1,-2.594469452E1
8.119684173E0,-4.362384415E1,-2.698645020E1,-2.568584061E1
8.169684173E0,-4.975152588E1,-2.403826904E1,-2.144208527E1
8.219684173E0,-5.283294678E1,-1.847990417E1,-1.580268478E1
8.269684173E0,-5.637355042E1,-1.603800964E1,-1.180887222E1
8.319684173E0,-5.976430511E1,-1.374913025E1,-7.532241821E0
8.369684173E0,-5.800823975E1,-1.359283447E1,-1.645202637E0
8.419684173E0,-6.012385559E1,-9.490798950E0,-5.941390991E-1
8.469684173E0,-5.847296143E1,-2.679244995E0,-3.315574646E0
8.519684173E0,-5.847296143E1,-2.679244995E0,-3.315574646E0
8.569684173E0,-5.823618317E1,2.788093567E0,-3.377525330E0
8.619684173E0,-5.550704956E1,5.562210083E0,-3.664638519E0
8.669684173E0,-5.497911835E1,6.816253662E0,-2.416049957E0
8.719684173E0,-5.396756744E1,5.959976196E0,-5.053428650E0
8.769684173E0,-5.345271301E1,7.726905823E0,-7.306655884E0
8.819684173E0,-5.117984009E1,1.080376434E1,-8.440475464E0
8.869684173E0,-5.060446930E1,1.331633759E1,-7.905349731E0
8.919684173E0,-4.994237518E1,1.509888458E1,-1.085654068E1
8.969684173E0,-5.058114624E1,1.444167328E1,-1.043521881E1
9.019684173E0,-5.098380280E1,1.207614136E1,-9.712039948E0
9.069684173E0,-5.105085754E1,1.459705353E1,-1.197945404E1
9.119684173E0,-5.010404205E1,1.559791565E1,-1.380024719E1
9.169684173E0,-5.141084290E1,2.050774384E1,-1.219191360E1
9.219684173E0,-4.923252869E1,2.465538025E1,-1.208071899E1
9.269684173E0,-4.962390900E1,2.635871124E1,-1.252377701E1
9.319684173E0,-5.031237793E1,2.819939423E1,-1.255169296E1
9.369684173E0,-5.027127838E1,3.305461884E1,-1.414635468E1
9.419684173E0,-4.614714050E1,3.637240601E1,-1.554564285E1
9.469684173E0,-4.516778183E1,4.124873352E1,-1.559383774E1
9.519684173E0,-4.211172485E1,4.467185211E1,-1.672452545E1
9.569684173E0,-4.092579651E1,4.754868317E1,-1.814564133E1
9.619684173E0,-3.998993301E1,4.806851959E1,-1.898210144E1
9.669684173E0,-3.818567276E1,4.787622070E1,-2.203945923E1
9.719684173E0,-3.706721115E1,4.952107239E1,-2.484501648E1
9.769684173E0,-3.702252579E1,5.061808014E1,-2.513712311E1
9.819684173E0,-3.407607651E1,5.447119904E1,-2.375697327E1
9.869684173E0,-3.118914413E1,5.398904419E1,-2.484341049E1
9.919684173E0,-3.061116409E1,5.340542603E1,-2.594987106E1
9.969684173E0,-3.091065216E1,5.404151917E1,-2.791765976E1
1.001968417E1,-3.386529541E1,4.986891174E1,-2.873483276E1
1.006968417E1,-3.500894165E1,4.858780670E1,-2.998875427E1
1.011968417E1,-3.584614944E1,4.715694427E1,-3.067879868E1
1.016968417E1,-3.564362335E1,4.809034729E1,-2.984892654E1
1.021968417E1,-3.674142838E1,4.757435608E1,-2.985296249E1
1.026968417E1,-3.827556610E1,4.716950989E1,-2.790473175E1
1.031968417E1,-3.957189560E1,4.571481323E1,-2.831906128E1
1.036968417E1,-4.043189240E1,4.414897919E1,-3.068565369E1
1.041968417E1,-4.378886032E1,4.119867706E1,-3.096154785E1
1.046968417E1,-4.486922073E1,4.082474518E1,-2.984847641E1
1.051968417E1,-4.641252136E1,4.076240540E1,-3.028140259E1
1.056968417E1,-4.666617584E1,4.216360474E1,-3.099930573E1
1.061968417E1,-4.766365814E1,4.432266235E1,-3.257189178E1
1.066968417E1,-4.766365814E1,4.432266235E1,-3.257189178E1
1.071968417E1,-5.235045624E1,4.272444153E1,-3.343516922E1
1.076968417E1,-5.235045624E1,4.272444153E1,-3.343516922E1
1.081968417E1,-5.146880341E1,4.182953644E1,-3.355640411E1
1.086968417E1,-5.196399689E1,4.478108978E1,-3.443453217E1
1.091968417E1,-5.054338074E1,4.578631592E1,-3.499257660E1
1.096968417E1,-5.220637512E1,5.025114441E1,-3.631866455E1
1.101968417E1,-5.385354614E1,4.834437561E1,-3.910797501E1
1.106968417E1,-5.495802307E1,4.783724976E1,-3.981130981E1
1.111968417E1,-5.694799042E1,4.856043243E1,-4.221513367E1
1.116968417E1,-5.795624542E1,5.056860352E1,-4.420553207E1
1.121968417E1,-5.853637695E1,5.507371521E1,-4.496283722E1
1.126968417E1,-5.722776794E1,5.700765991E1,-4.539297485E1
1.131968417E1,-5.945544434E1,5.894576263E1,-4.613531113E1
1.136968417E1,-6.098210144E1,6.001760864E1,-4.979740906E1
1.141968417E1,-6.176492310E1,6.033160400E1,-5.260482788E1
1.146968417E1,-6.398049164E1,6.241883850E1,-5.278948975E1
1.151968417E1,-6.659594727E1,5.937446594E1,-5.529470062E1
1.156968417E1,-6.832208252E1,5.476434326E1,-5.427770233E1
1.161968417E1,-6.976391602E1,5.704515076E1,-5.473718262E1
1.166968417E1,-6.862854004E1,5.784169769E1,-5.221920776E1
1.171968417E1,-6.973988342E1,5.701329041E1,-5.221969986E1
1.176968417E1,-7.004088593E1,5.732102203E1,-5.292520905E1
1.181968417E1,-7.186107635E1,5.769963074E1,-5.224724197E1
1.186968417E1,-7.471445465E1,5.846764374E1,-4.906644440E1
1.191968417E1,-7.904799652E1,5.682276917E1,-4.517181396E1
1.196968417E1,-8.245362854E1,5.880101776E1,-4.103150177E1
1.201968417E1,-8.890858459E1,6.043996429E1,-3.313989639E1
1.206968417E1,-9.108144379E1,6.247056580E1,-2.884904099E1
1.211968417E1,-9.426090240E1,6.407512665E1,-3.113430405E1
1.216968417E1,-9.472518921E1,6.438848877E1,-3.282016754E1
1.221968417E1,-9.485989380E1,6.534730530E1,-3.506988525E1
1.226968417E1,-9.595742798E1,6.532649231E1,-3.717713165E1
1.231968417E1,-9.692927551E1,6.794709778E1,-3.819558716E1
1.236968417E1,-1.034905014E2,6.824034119E1,-3.504328918E1
1.241968417E1,-1.098812332E2,6.950946045E1,-3.441776276E1
1.246968417E1,-1.125653610E2,7.142018127E1,-3.460466003E1
1.251968417E1,-1.136970901E2,6.995809174E1,-3.389877701E1
1.256968417E1,-1.125830917E2,7.078295898E1,-3.361856079E1
1.261968417E1,-1.118161087E2,7.082032776E1,-3.389160538E1
1.266968417E1,-1.130732651E2,7.013958740E1,-3.375534439E1
1.271968417E1,-1.118430710E2,7.036054230E1,-3.458559418E1
1.276968417E1,-1.118430710E2,7.036054230E1,-3.458559418E1
1.281968417E1,-1.133123245E2,7.135626984E1,-3.223371887E1
1.286968417E1,-1.136783981E2,6.993331146E1,-3.194073486E1
1.291968417E1,-1.120902328E2,7.142277527E1,-3.320205688E1
1.296968417E1,-1.127990952E2,7.262979126E1,-3.252359009E1
1.301968417E1,-1.137590714E2,7.197674561E1,-3.350354004E1
1.306968417E1,-1.133638535E2,6.993798828E1,-3.123876381E1
1.311968417E1,-1.142818375E2,7.038549805E1,-3.279054642E1
1.316968417E1,-1.125626907E2,7.141664124E1,-3.432493973E1
1.321968417E1,-1.125790787E2,7.077764893E1,-3.319898224E1
1.326968417E1,-1.140819778E2,7.132244873E1,-3.224039459E1
1.331968417E1,-1.134309158E2,7.245890808E1,-3.350617981E1
1.336968417E1,-1.130597458E2,7.045201111E1,-3.375888443E1
1.341968417E1,-1.146707230E2,7.175516510E1,-3.155174255E1
1.346968417E1,-1.133730392E2,7.028050232E1,-3.361992645E1
1.351968417E1,-1.138498611E2,6.961943054E1,-3.235810852E1
1.356968417E1,-1.142480087E2,7.116654968E1,-3.279939270E1
1.361968417E1,-1.137550735E2,7.197143555E1,-3.308396149E1
1.366968417E1,-1.125722275E2,7.109892273E1,-3.390182114E1
1.371968417E1,-1.136657486E2,7.107279968E1,-3.558948517E1
1.376968417E1,-1.127003860E2,6.879116821E1,-3.667247009E1
1.381968417E1,-1.125742722E2,7.225788116E1,-3.908903122E1
1.386968417E1,-1.138340225E2,7.174574280E1,-3.993355942E1
1.391968417E1,-1.133981247E2,7.080931091E1,-3.838047791E1
1.396968417E1,-1.134522324E2,6.955963135E1,-3.836631775E1
1.401968417E1,-1.137358017E2,7.000942230E1,-3.795471573E1
1.406968417E1,-1.155829697E2,6.992823792E1,-3.797073746E1
1.411968417E1,-1.134564285E2,6.923482513E1,-3.738375854E1
1.416968417E1,-1.153846970E2,7.037178040E1,-3.545722961E1
1.421968417E1,-1.143745804E2,6.935221863E1,-3.753339386E1
1.426968417E1,-1.128661118E2,7.222311401E1,-3.741338348E1
1.431968417E1,-1.130550156E2,7.176718140E1,-3.894786835E1
1.436968417E1,-1.136924515E2,7.110820007E1,-3.838668823E1
1.441968417E1,-1.137304611E2,7.000234222E1,-3.739527893E1
1.446968417E1,-1.143638992E2,6.933805847E1,-3.641451263E1
1.451968417E1,-1.137532730E2,7.279496765E1,-3.644944763E1
1.456968417E1,-1.134874191E2,7.170794678E1,-3.587495422E1
1.461968417E1,-1.141475754E2,7.107905579E1,-3.769139099E1
1.466968417E1,-1.135710983E2,7.016708374E1,-3.753556824E1
1.471968417E1,-1.144419022E2,7.137794495E1,-3.769760132E1
1.476968417E1,-1.142960587E2,7.123027039E1,-3.783435440E1
1.481968417E1,-1.139036331E2,6.902999878E1,-3.514823151E1
1.486968417E1,-1.139036331E2,6.902999878E1,-3.514823151E1
1.491968417E1,-1.129134598E2,7.112963867E1,-3.740099335E1
1.496968417E1,-1.133617172E2,7.142176056E1,-3.740853882E1
1.501968417E1,-1.133617172E2,7.142176056E1,-3.740853882E1
1.506968417E1,-1.137844315E2,7.201037598E1,-3.616088104E1
1.511968417E1,-1.135508957E2,7.047065735E1,-3.683981323E1
1.516968417E1,-1.125448990E2,7.221894073E1,-3.601211166E1
1.521968417E1,-1.129067764E2,7.112078857E1,-3.670169067E1
1.526968417E1,-1.124259415E2,7.177654266E1,-3.754392624E1
1.531968417E1,-1.118387985E2,7.085041809E1,-3.626922607E1
1.536968417E1,-1.135306015E2,7.093928528E1,-3.684512329E1
1.541968417E1,-1.133712387E2,7.110403442E1,-3.698541260E1
1.546968417E1,-1.133238754E2,7.219750977E1,-3.699780273E1
1.551968417E1,-1.147430801E2,7.135556030E1,-3.700096893E1
1.556968417E1,-1.145540848E2,7.197654724E1,-3.616755676E1
1.561968417E1,-1.146419449E2,7.011088562E1,-3.684561539E1
1.566968417E1,-1.147430801E2,7.135556030E1,-3.700096893E1
1.571968417E1,-1.134763107E2,7.251908875E1,-3.826142120E1
1.576968417E1,-1.138384628E2,7.092575836E1,-3.684779358E1
1.581968417E1,-1.131256027E2,6.971343994E1,-3.710667419E1
1.586968417E1,-1.136452713E2,7.187155151E1,-3.699693298E1
1.591968417E1,-1.143298874E2,7.044921875E1,-3.782550430E1
1.596968417E1,-1.136290665E2,7.218043518E1,-3.672075653E1
1.601968417E1,-1.142488937E2,7.199362183E1,-3.644460297E1
1.606968417E1,-1.135306015E2,7.093928528E1,-3.684512329E1
1.611968417E1,-1.140260544E2,7.339566040E1,-3.562004089E1
1.616968417E1,-1.158150711E2,7.163125610E1,-3.785301590E1
1.621968417E1,-1.126082687E2,7.114671326E1,-3.767803955E1
1.626968417E1,-1.141610947E2,7.076663971E1,-3.768785095E1
1.631968417E1,-1.130984573E2,7.050334167E1,-3.781482697E1
1.636968417E1,-1.138494034E2,7.044473267E1,-3.586346436E1
1.641968417E1,-1.153237228E2,7.194272614E1,-3.617423248E1
1.646968417E1,-1.125138779E2,6.974581146E1,-3.752091599E1
1.651968417E1,-1.141275406E2,7.105250549E1,-3.559349060E1
1.656968417E1,-1.135172501E2,7.092158508E1,-3.544652176E1
1.661968417E1,-1.141273575E2,7.138262939E1,-3.699562836E1
1.666968417E1,-1.134117508E2,7.033183289E1,-3.767586517E1
1.671968417E1,-1.130754929E2,7.096842957E1,-3.754041672E1
1.676968417E1,-1.131526718E2,6.908860016E1,-3.709959412E1
1.681968417E1,-1.142463760E2,6.873236847E1,-3.738512039E1
1.686968417E1,-1.138317795E2,7.091690826E1,-3.614849091E1
1.691968417E1,-1.140935287E2,7.216368103E1,-3.700447845E1
1.696968417E1,-1.133781052E2,7.078276062E1,-3.628257751E1
1.701968417E1,-1.133781052E2,7.078276062E1,-3.628257751E1
1.706968417E1,-1.142800369E2,7.120903015E1,-3.615603638E1
1.711968417E1,-1.141408920E2,7.107020569E1,-3.699208832E1
1.716968417E1,-1.141408920E2,7.107020569E1,-3.699208832E1
1.721968417E1,-1.130824356E2,7.048210144E1,-3.613650513E1
1.726968417E1,-1.142960587E2,7.123027039E1,-3.783435440E1
1.731968417E1,-1.135602341E2,7.048304749E1,-3.781883240E1
1.736968417E1,-1.123814316E2,7.254343414E1,-3.643389511E1
1.741968417E1,-1.136966476E2,7.078339386E1,-3.740412903E1
1.746968417E1,-1.134454117E2,7.280850220E1,-3.644677734E1
1.751968417E1,-1.125542374E2,7.223133087E1,-3.699113083E1
1.756968417E1,-1.119871140E2,7.133174896E1,-3.781433105E1
1.761968417E1,-1.124017258E2,7.207479858E1,-3.642858505E1
1.766968417E1,-1.144285507E2,7.136024475E1,-3.629899979E1
1.771968417E1,-1.142867203E2,7.121788025E1,-3.685533524E1
1.776968417E1,-1.141517410E2,7.075424957E1,-3.670883179E1
1.781968417E1,-1.129274521E2,6.999191284E1,-3.389210129E1
1.786968417E1,-1.128219223E2,6.940216064E1,-3.612144470E1
1.791968417E1,-1.130986252E2,7.017321777E1,-3.641268539E1
1.796968417E1,-1.142690964E2,7.169004822E1,-3.714036560E1
1.801968417E1,-1.135468826E2,7.046534729E1,-3.642023087E1
1.806968417E1,-1.124397354E2,7.096894836E1,-3.543717575E1
1.811968417E1,-1.128729477E2,7.190184021E1,-3.671054077E1
1.816968417E1,-1.144420853E2,7.104782867E1,-3.629545975E1
1.821968417E1,-1.121439896E2,7.083334351E1,-3.599217606E1
1.826968417E1,-1.127449265E2,7.095187378E1,-3.516012573E1
1.831968417E1,-1.129163132E2,7.080305481E1,-3.627857208E1
1.836968417E1,-1.127812576E2,7.050448608E1,-3.683313751E1
1.841968417E1,-1.145812302E2,7.118665314E1,-3.545940399E1
1.846968417E1,-1.112107925E2,7.135671997E1,-3.710835266E1
1.851968417E1,-1.126355820E2,7.002668762E1,-3.556774902E1
1.856968417E1,-1.126124496E2,7.082189941E1,-3.669548035E1
1.861968417E1,-1.128932419E2,7.143320465E1,-3.670523071E1
1.866968417E1,-1.130579605E2,7.127554321E1,-3.712437439E1
1.871968417E1,-1.128756180E2,7.190538025E1,-3.699026108E1
1.876968417E1,-1.141560135E2,7.026437378E1,-3.502519989E1
1.881968417E1,-1.125853806E2,7.144673157E1,-3.670256042E1
1.886968417E1,-1.144218674E2,7.135139465E1,-3.559970093E1
1.891968417E1,-1.129163132E2,7.080305481E1,-3.627857208E1
1.896968417E1,-1.133714218E2,7.077391052E1,-3.558327484E1
1.901968417E1,-1.141586838E2,7.026791382E1,-3.530492401E1
1.906968417E1,-1.146243973E2,7.041799164E1,-3.642957306E1
1.911968417E1,-1.146243973E2,7.041799164E1,-3.642957306E1
1.916968417E1,-1.133145370E2,7.218511963E1,-3.601878357E1
1.921968417E1,-1.128484879E2,7.269528198E1,-3.769841003E1
1.926968417E1,-1.128756180E2,7.190538025E1,-3.699026108E1
1.931968417E1,-1.138494034E2,7.044473267E1,-3.586346436E1
1.936968417E1,-1.123814316E2,7.254343414E1,-3.643389511E1
1.941968417E1,-1.111677933E2,7.179525757E1,-3.473604584E1
1.946968417E1,-1.137194443E2,7.357601929E1,-3.645829773E1
1.951968417E1,-1.137062607E2,7.030059814E1,-3.627993774E1
1.956968417E1,-1.116605606E2,7.132049561E1,-3.585362244E1
1.961968417E1,-1.137333908E2,6.951069641E1,-3.557178497E1
1.966968417E1,-1.129809494E2,7.282525635E1,-3.616305542E1
1.971968417E1,-1.107519455E2,7.088537598E1,-3.528086090E1
1.976968417E1,-1.116562881E2,7.181036377E1,-3.753725052E1
1.981968417E1,-1.119194565E2,7.289384460E1,-3.783203125E1
1.986968417E1,-1.127812576E2,7.050448608E1,-3.683313751E1
1.991968417E1,-1.113294754E2,7.229429626E1,-3.767974854E1
1.996968417E1,-1.125787125E2,7.143788147E1,-3.600326157E1
2.001968417E1,-1.125207443E2,6.942454529E1,-3.681807709E1
2.006968417E1,-1.121262741E2,7.147056580E1,-3.697827530E1
2.011968417E1,-1.119710922E2,7.131050873E1,-3.613600922E1
2.016968417E1,-1.130688248E2,7.095957947E1,-3.684111786E1
2.021968417E1,-1.136292496E2,7.185031128E1,-3.531861877E1
2.026968417E1,-1.124192734E2,7.176769257E1,-3.684462738E1
2.031968417E1,-1.124800491E2,7.052686310E1,-3.752976608E1
2.036968417E1,-1.125922470E2,7.112547302E1,-3.599972153E1
2.041968417E1,-1.125744400E2,7.192775726E1,-3.768688965E1
2.046968417E1,-1.112176437E2,7.103545380E1,-3.640551758E1
2.051968417E1,-1.125882339E2,7.112016296E1,-3.558013916E1
2.056968417E1,-1.125949173E2,7.112901306E1,-3.627944183E1
