"Time (s)","Pressure (hPa)"
9.380779590E0,9.774199829E2
9.430779590E0,9.774209595E2
9.480779590E0,9.774218140E2
9.530779590E0,9.774227905E2
9.580779590E0,9.774240112E2
9.630779590E0,9.774249878E2
9.680779590E0,9.774259033E2
9.730779590E0,9.774268188E2
9.780779590E0,9.774279175E2
9.830779590E0,9.774285278E2
9.880779590E0,9.774292603E2
9.930779590E0,9.774302979E2
9.980779590E0,9.774312744E2
1.003077959E1,9.774321289E2
1.008077959E1,9.774329834E2
1.013077959E1,9.774338989E2
1.018077959E1,9.774346924E2
1.023077959E1,9.774355469E2
1.028077959E1,9.774363403E2
1.033077959E1,9.774370117E2
1.038077959E1,9.774377441E2
1.043077959E1,9.774381714E2
1.048077959E1,9.774387207E2
1.053077959E1,9.774393921E2
1.058077959E1,9.774404907E2
1.063077959E1,9.774415283E2
1.068077959E1,9.774425049E2
1.073077959E1,9.774432983E2
1.078077959E1,9.774439087E2
1.083077959E1,9.774445190E2
1.088077959E1,9.774453735E2
1.093077959E1,9.774462891E2
1.098077959E1,9.774472656E2
1.103077959E1,9.774483032E2
1.108077959E1,9.774491577E2
1.113077959E1,9.774500732E2
1.118077959E1,9.774510498E2
1.123077959E1,9.774520874E2
1.128077959E1,9.774531860E2
1.133077959E1,9.774544678E2
1.138077959E1,9.774558105E2
1.143077959E1,9.774569702E2
1.148077959E1,9.774580078E2
1.153077959E1,9.774590454E2
1.158077959E1,9.774603271E2
1.163077959E1,9.774616699E2
1.168077959E1,9.774628296E2
1.173077959E1,9.774640503E2
1.178077959E1,9.774653320E2
1.183077959E1,9.774667358E2
1.188077959E1,9.774682007E2
1.193077959E1,9.774694824E2
1.198077959E1,9.774710693E2
1.203077959E1,9.774725952E2
1.208077959E1,9.774740601E2
1.213077959E1,9.774756470E2
1.218077959E1,9.774771118E2
1.223077959E1,9.774783325E2
1.228077959E1,9.774796753E2
1.233077959E1,9.774809570E2
1.238077959E1,9.774821167E2
1.243077959E1,9.774833984E2
1.248077959E1,9.774847412E2
1.253077959E1,9.774860229E2
1.258077959E1,9.774872437E2
1.263077959E1,9.774886475E2
1.268077959E1,9.774899902E2
1.273077959E1,9.774913330E2
1.278077959E1,9.774924927E2
1.283077959E1,9.774936523E2
1.288077959E1,9.774948730E2
1.293077959E1,9.774950562E2
1.298077959E1,9.774953613E2
1.303077959E1,9.774956665E2
1.308077959E1,9.774965820E2
1.313077959E1,9.774978027E2
1.318077959E1,9.774989624E2
1.323077959E1,9.774996338E2
1.328077959E1,9.775009155E2
1.333077959E1,9.775023804E2
1.338077959E1,9.775034180E2
1.343077959E1,9.775043945E2
1.348077959E1,9.775045166E2
1.353077959E1,9.775050659E2
1.358077959E1,9.775057373E2
1.363077959E1,9.775068359E2
1.368077959E1,9.775078125E2
1.373077959E1,9.775087280E2
1.378077959E1,9.775097046E2
1.383077959E1,9.775106812E2
1.388077959E1,9.775117188E2
1.393077959E1,9.775130615E2
1.398077959E1,9.775139160E2
1.403077959E1,9.775145874E2
1.408077959E1,9.775153198E2
1.413077959E1,9.775162964E2
1.418077959E1,9.775170288E2
1.423077959E1,9.775177002E2
1.428077959E1,9.775184326E2
1.433077959E1,9.775191650E2
1.438077959E1,9.775199585E2
1.443077959E1,9.775206909E2
1.448077959E1,9.775214233E2
1.453077959E1,9.775220947E2
1.458077959E1,9.775228882E2
1.463077959E1,9.775236816E2
1.468077959E1,9.775241699E2
1.473077959E1,9.775247803E2
1.478077959E1,9.775253906E2
1.483077959E1,9.775260010E2
1.488077959E1,9.775264893E2
1.493077959E1,9.775269775E2
1.498077959E1,9.775277100E2
1.503077959E1,9.775281982E2
1.508077959E1,9.775285645E2
1.513077959E1,9.775290527E2
1.518077959E1,9.775292358E2
1.523077959E1,9.775292969E2
1.528077959E1,9.775295410E2
1.533077959E1,9.775299683E2
1.538077959E1,9.775303955E2
1.543077959E1,9.775309448E2
1.548077959E1,9.775314331E2
1.553077959E1,9.775319824E2
1.558077959E1,9.775322876E2
1.563077959E1,9.775325928E2
1.568077959E1,9.775327148E2
1.573077959E1,9.775330200E2
1.578077959E1,9.775334473E2
1.583077959E1,9.775337524E2
1.588077959E1,9.775339966E2
1.593077959E1,9.775343018E2
1.598077959E1,9.775347290E2
1.603077959E1,9.775350952E2
1.608077959E1,9.775353394E2
1.613077959E1,9.775355835E2
1.618077959E1,9.775358887E2
1.623077959E1,9.775361328E2
1.628077959E1,9.775363770E2
1.633077959E1,9.775367432E2
1.638077959E1,9.775371094E2
1.643077959E1,9.775372925E2
1.648077959E1,9.775376587E2
1.653077959E1,9.775379639E2
1.658077959E1,9.775383911E2
1.663077959E1,9.775388794E2
1.668077959E1,9.775391846E2
1.673077959E1,9.775395508E2
1.678077959E1,9.775399170E2
1.683077959E1,9.775402222E2
1.688077959E1,9.775405273E2
1.693077959E1,9.775408325E2
1.698077959E1,9.775411377E2
1.703077959E1,9.775413818E2
1.708077959E1,9.775416870E2
1.713077959E1,9.775419922E2
1.718077959E1,9.775423584E2
1.723077959E1,9.775427246E2
1.728077959E1,9.775429077E2
1.733077959E1,9.775430298E2
1.738077959E1,9.775432739E2
1.743077959E1,9.775435791E2
1.748077959E1,9.775438232E2
1.753077959E1,9.775440674E2
1.758077959E1,9.775442505E2
1.763077959E1,9.775443726E2
1.768077959E1,9.775445557E2
1.773077959E1,9.775447998E2
1.778077959E1,9.775449829E2
1.783077959E1,9.775451660E2
1.788077959E1,9.775453491E2
1.793077959E1,9.775455933E2
1.798077959E1,9.775458374E2
1.803077959E1,9.775461426E2
1.808077959E1,9.775464478E2
1.813077959E1,9.775465698E2
1.818077959E1,9.775466919E2
1.823077959E1,9.775469360E2
1.828077959E1,9.775471191E2
1.833077959E1,9.775472412E2
1.838077959E1,9.775473633E2
1.843077959E1,9.775474854E2
1.848077959E1,9.775477295E2
1.853077959E1,9.775477905E2
1.858077959E1,9.775479126E2
1.863077959E1,9.775479126E2
1.868077959E1,9.775479126E2
1.873077959E1,9.775479126E2
1.878077959E1,9.775479126E2
1.883077959E1,9.775479736E2
1.888077959E1,9.775479736E2
1.893077959E1,9.775480957E2
1.898077959E1,9.775482178E2
1.903077959E1,9.775483398E2
1.908077959E1,9.775484619E2
1.913077959E1,9.775485229E2
1.918077959E1,9.775487671E2
1.923077959E1,9.775488281E2
1.928077959E1,9.775490112E2
1.933077959E1,9.775490112E2
1.938077959E1,9.775490723E2
1.943077959E1,9.775491333E2
1.948077959E1,9.775491333E2
1.953077959E1,9.775491943E2
1.958077959E1,9.775495605E2
1.963077959E1,9.775496826E2
1.968077959E1,9.775496826E2
1.973077959E1,9.775498657E2
1.978077959E1,9.775501709E2
1.983077959E1,9.775502930E2
1.988077959E1,9.775504761E2
1.993077959E1,9.775507202E2
1.998077959E1,9.775507812E2
2.003077959E1,9.775509644E2
2.008077959E1,9.775512695E2
2.013077959E1,9.775513306E2
2.018077959E1,9.775515137E2
2.023077959E1,9.775516357E2
2.028077959E1,9.775518188E2
2.033077959E1,9.775518799E2
2.038077959E1,9.775520020E2
2.043077959E1,9.775521851E2
2.048077959E1,9.775524292E2
2.053077959E1,9.775524902E2
2.058077959E1,9.775526123E2
2.063077959E1,9.775527954E2
2.068077959E1,9.775529175E2
2.073077959E1,9.775529785E2
2.078077959E1,9.775532837E2
2.083077959E1,9.775535889E2
2.088077959E1,9.775537109E2
2.093077959E1,9.775539551E2
2.098077959E1,9.775540771E2
2.103077959E1,9.775541382E2
2.108077959E1,9.775542603E2
2.113077959E1,9.775545044E2
2.118077959E1,9.775549316E2
2.123077959E1,9.775552979E2
2.128077959E1,9.775555420E2
2.133077959E1,9.775557861E2
2.138077959E1,9.775559082E2
2.143077959E1,9.775561523E2
2.148077959E1,9.775561523E2
2.153077959E1,9.775563354E2
2.158077959E1,9.775563354E2
2.163077959E1,9.775563965E2
2.168077959E1,9.775565796E2
2.173077959E1,9.775567017E2
2.178077959E1,9.775570068E2
2.183077959E1,9.775573730E2
2.188077959E1,9.775574951E2
2.193077959E1,9.775576782E2
2.198077959E1,9.775578613E2
2.203077959E1,9.775580444E2
2.208077959E1,9.775581055E2
2.213077959E1,9.775581665E2
2.218077959E1,9.775582275E2
2.223077959E1,9.775582886E2
2.228077959E1,9.775585327E2
2.233077959E1,9.775587158E2
2.238077959E1,9.775589600E2
2.243077959E1,9.775592651E2
2.248077959E1,9.775593262E2
2.253077959E1,9.775593872E2
2.258077959E1,9.775595703E2
2.263077959E1,9.775596313E2
2.268077959E1,9.775596924E2
2.273077959E1,9.775596924E2
2.278077959E1,9.775597534E2
2.283077959E1,9.775597534E2
2.288077959E1,9.775598145E2
2.293077959E1,9.775600586E2
2.298077959E1,9.775601807E2
2.303077959E1,9.775602417E2
2.308077959E1,9.775603027E2
2.313077959E1,9.775603027E2
2.318077959E1,9.775603638E2
2.323077959E1,9.775604858E2
2.328077959E1,9.775605469E2
2.333077959E1,9.775606079E2
2.338077959E1,9.775606689E2
2.343077959E1,9.775607300E2
2.348077959E1,9.775607910E2
2.353077959E1,9.775608521E2
2.358077959E1,9.775609131E2
2.363077959E1,9.775610352E2
2.368077959E1,9.775613403E2
2.373077959E1,9.775615845E2
2.378077959E1,9.775615845E2
2.383077959E1,9.775616455E2
2.388077959E1,9.775616455E2
2.393077959E1,9.775618286E2
2.398077959E1,9.775619507E2
2.403077959E1,9.775620117E2
2.408077959E1,9.775621338E2
2.413077959E1,9.775621338E2
2.418077959E1,9.775621338E2
2.423077959E1,9.775621338E2
2.428077959E1,9.775621338E2
2.433077959E1,9.775621338E2
2.438077959E1,9.775621338E2
2.443077959E1,9.775621338E2
2.448077959E1,9.775621338E2
2.453077959E1,9.775621338E2
2.458077959E1,9.775621338E2
2.463077959E1,9.775621338E2
2.468077959E1,9.775621338E2
2.473077959E1,9.775621948E2
2.478077959E1,9.775621948E2
2.483077959E1,9.775621948E2
2.488077959E1,9.775621948E2
2.493077959E1,9.775621948E2
2.498077959E1,9.775621948E2
2.503077959E1,9.775621948E2
2.508077959E1,9.775621948E2
2.513077959E1,9.775621948E2
2.518077959E1,9.775621948E2
2.523077959E1,9.775621948E2
2.528077959E1,9.775621948E2
2.533077959E1,9.775621948E2
2.538077959E1,9.775621948E2
2.543077959E1,9.775621948E2
2.548077959E1,9.775621948E2
2.553077959E1,9.775621948E2
2.558077959E1,9.775621948E2
2.563077959E1,9.775621948E2
2.568077959E1,9.775621948E2
2.573077959E1,9.775621948E2
2.578077959E1,9.775621948E2
2.583077959E1,9.775621948E2
2.588077959E1,9.775621948E2
2.593077959E1,9.775621948E2
2.598077959E1,9.775621948E2
2.603077959E1,9.775621948E2
2.608077959E1,9.775621948E2
2.613077959E1,9.775621948E2
2.618077959E1,9.775621948E2
2.623077959E1,9.775621948E2
2.628077959E1,9.775621948E2
2.633077959E1,9.775621948E2
2.638077959E1,9.775621948E2
2.643077959E1,9.775621948E2
2.648077959E1,9.775621948E2
2.653077959E1,9.775621948E2
2.658077959E1,9.775621948E2
2.663077959E1,9.775621948E2
2.668077959E1,9.775621948E2
2.673077959E1,9.775621948E2
2.678077959E1,9.775621948E2
2.683077959E1,9.775621948E2
2.688077959E1,9.775621948E2
2.693077959E1,9.775621948E2
2.698077959E1,9.775621948E2
2.703077959E1,9.775621948E2
2.708077959E1,9.775621948E2
2.713077959E1,9.775621948E2
2.718077959E1,9.775621338E2
2.723077959E1,9.775621338E2
2.728077959E1,9.775621338E2
2.733077959E1,9.775621338E2
2.738077959E1,9.775621338E2
2.743077959E1,9.775621338E2
2.748077959E1,9.775621338E2
2.753077959E1,9.775621338E2
2.758077959E1,9.775621338E2
2.763077959E1,9.775621338E2
2.768077959E1,9.775621338E2
2.773077959E1,9.775621338E2
2.778077959E1,9.775621338E2
2.783077959E1,9.775621338E2
2.788077959E1,9.775620728E2
2.793077959E1,9.775620117E2
2.798077959E1,9.775620117E2
2.803077959E1,9.775618286E2
2.808077959E1,9.775618286E2
2.813077959E1,9.775617676E2
2.818077959E1,9.775617065E2
2.823077959E1,9.775615845E2
2.828077959E1,9.775614014E2
2.833077959E1,9.775612793E2
2.838077959E1,9.775610962E2
2.843077959E1,9.775609131E2
2.848077959E1,9.775608521E2
2.853077959E1,9.775608521E2
2.858077959E1,9.775606079E2
2.863077959E1,9.775605469E2
2.868077959E1,9.775605469E2
2.873077959E1,9.775603638E2
2.878077959E1,9.775602417E2
2.883077959E1,9.775602417E2
2.888077959E1,9.775601807E2
2.893077959E1,9.775601807E2
2.898077959E1,9.775601196E2
2.903077959E1,9.775601196E2
2.908077959E1,9.775599976E2
2.913077959E1,9.775599365E2
2.918077959E1,9.775598145E2
2.923077959E1,9.775597534E2
2.928077959E1,9.775596924E2
2.933077959E1,9.775595093E2
2.938077959E1,9.775593872E2
2.943077959E1,9.775593872E2
2.948077959E1,9.775593262E2
2.953077959E1,9.775592041E2
2.958077959E1,9.775591431E2
2.963077959E1,9.775589600E2
2.968077959E1,9.775589600E2
2.973077959E1,9.775589600E2
2.978077959E1,9.775589600E2
2.983077959E1,9.775589600E2
2.988077959E1,9.775589600E2
2.993077959E1,9.775588989E2
2.998077959E1,9.775588989E2
3.003077959E1,9.775588989E2
3.008077959E1,9.775588379E2
3.013077959E1,9.775588379E2
3.018077959E1,9.775588379E2
3.023077959E1,9.775588379E2
3.028077959E1,9.775588379E2
3.033077959E1,9.775588379E2
3.038077959E1,9.775587769E2
3.043077959E1,9.775587769E2
3.048077959E1,9.775587769E2
3.053077959E1,9.775587769E2
3.058077959E1,9.775587769E2
3.063077959E1,9.775587769E2
3.068077959E1,9.775587769E2
3.073077959E1,9.775587769E2
3.078077959E1,9.775587769E2
3.083077959E1,9.775587769E2
3.088077959E1,9.775587769E2
3.093077959E1,9.775587158E2
3.098077959E1,9.775587158E2
3.103077959E1,9.775586548E2
3.108077959E1,9.775586548E2
3.113077959E1,9.775586548E2
3.118077959E1,9.775585938E2
3.123077959E1,9.775585938E2
3.128077959E1,9.775585938E2
3.133077959E1,9.775585938E2
3.138077959E1,9.775585938E2
3.143077959E1,9.775585938E2
3.148077959E1,9.775585938E2
3.153077959E1,9.775585938E2
3.158077959E1,9.775585938E2
3.163077959E1,9.775585938E2
3.168077959E1,9.775585938E2
3.173077959E1,9.775585938E2
3.178077959E1,9.775585938E2
3.183077959E1,9.775585938E2
3.188077959E1,9.775585938E2
3.193077959E1,9.775585327E2
3.198077959E1,9.775585327E2
3.203077959E1,9.775585327E2
3.208077959E1,9.775585327E2
3.213077959E1,9.775585327E2
3.218077959E1,9.775585327E2
3.223077959E1,9.775585327E2
3.228077959E1,9.775585327E2
3.233077959E1,9.775584717E2
3.238077959E1,9.775584106E2
3.243077959E1,9.775584106E2
3.248077959E1,9.775584106E2
3.253077959E1,9.775584106E2
3.258077959E1,9.775584106E2
3.263077959E1,9.775584106E2
3.268077959E1,9.775584106E2
3.273077959E1,9.775584106E2
3.278077959E1,9.775584106E2
3.283077959E1,9.775583496E2
3.288077959E1,9.775583496E2
3.293077959E1,9.775583496E2
3.298077959E1,9.775583496E2
3.303077959E1,9.775583496E2
3.308077959E1,9.775583496E2
3.313077959E1,9.775583496E2
3.318077959E1,9.775583496E2
3.323077959E1,9.775583496E2
3.328077959E1,9.775583496E2
3.333077959E1,9.775583496E2
3.338077959E1,9.775583496E2
3.343077959E1,9.775583496E2
3.348077959E1,9.775583496E2
3.353077959E1,9.775583496E2
3.358077959E1,9.775583496E2
3.363077959E1,9.775583496E2
3.368077959E1,9.775583496E2
3.373077959E1,9.775583496E2
3.378077959E1,9.775584106E2
3.383077959E1,9.775584106E2
3.388077959E1,9.775584106E2
3.393077959E1,9.775584106E2
3.398077959E1,9.775584106E2
3.403077959E1,9.775584106E2
3.408077959E1,9.775584106E2
3.413077959E1,9.775584106E2
3.418077959E1,9.775584106E2
3.423077959E1,9.775584106E2
3.428077959E1,9.775584717E2
3.433077959E1,9.775585327E2
3.438077959E1,9.775585327E2
3.443077959E1,9.775585327E2
3.448077959E1,9.775585327E2
3.453077959E1,9.775585327E2
3.458077959E1,9.775585327E2
3.463077959E1,9.775585327E2
3.468077959E1,9.775585327E2
3.473077959E1,9.775585327E2
3.478077959E1,9.775585327E2
3.483077959E1,9.775585327E2
3.488077959E1,9.775585327E2
3.493077959E1,9.775585327E2
3.498077959E1,9.775585938E2
3.503077959E1,9.775585938E2
3.508077959E1,9.775585938E2
3.513077959E1,9.775586548E2
3.518077959E1,9.775586548E2
3.523077959E1,9.775588379E2
3.528077959E1,9.775590820E2
3.533077959E1,9.775592041E2
3.538077959E1,9.775593262E2
3.543077959E1,9.775593872E2
3.548077959E1,9.775594482E2
3.553077959E1,9.775597534E2
3.558077959E1,9.775598755E2
3.563077959E1,9.775598755E2
3.568077959E1,9.775598755E2
3.573077959E1,9.775599365E2
3.578077959E1,9.775599365E2
3.583077959E1,9.775600586E2
3.588077959E1,9.775601807E2
3.593077959E1,9.775604248E2
3.598077959E1,9.775607910E2
3.603077959E1,9.775609131E2
3.608077959E1,9.775610962E2
3.613077959E1,9.775610962E2
3.618077959E1,9.775610962E2
3.623077959E1,9.775610962E2
3.628077959E1,9.775611572E2
3.633077959E1,9.775611572E2
3.638077959E1,9.775611572E2
3.643077959E1,9.775611572E2
3.648077959E1,9.775611572E2
3.653077959E1,9.775611572E2
3.658077959E1,9.775611572E2
3.663077959E1,9.775611572E2
3.668077959E1,9.775611572E2
3.673077959E1,9.775611572E2
3.678077959E1,9.775611572E2
3.683077959E1,9.775611572E2
3.688077959E1,9.775611572E2
3.693077959E1,9.775611572E2
3.698077959E1,9.775611572E2
3.703077959E1,9.775611572E2
3.708077959E1,9.775611572E2
3.713077959E1,9.775611572E2
3.718077959E1,9.775611572E2
3.723077959E1,9.775611572E2
3.728077959E1,9.775611572E2
3.733077959E1,9.775611572E2
3.738077959E1,9.775611572E2
3.743077959E1,9.775611572E2
3.748077959E1,9.775611572E2
3.753077959E1,9.775611572E2
3.758077959E1,9.775611572E2
3.763077959E1,9.775611572E2
3.768077959E1,9.775611572E2
3.773077959E1,9.775611572E2
3.778077959E1,9.775611572E2
3.783077959E1,9.775610962E2
3.788077959E1,9.775609741E2
3.793077959E1,9.775601807E2
3.798077959E1,9.775594482E2
3.803077959E1,9.775584717E2
3.808077959E1,9.775572510E2
3.813077959E1,9.775560303E2
3.818077959E1,9.775548096E2
3.823077959E1,9.775535278E2
3.828077959E1,9.775520020E2
3.833077959E1,9.775504150E2
3.838077959E1,9.775487061E2
3.843077959E1,9.775471802E2
3.848077959E1,9.775455322E2
3.853077959E1,9.775436401E2
3.858077959E1,9.775418091E2
3.863077959E1,9.775398560E2
3.868077959E1,9.775375977E2
3.873077959E1,9.775354004E2
3.878077959E1,9.775334473E2
3.883077959E1,9.775313110E2
3.888077959E1,9.775292358E2
3.893077959E1,9.775269775E2
3.898077959E1,9.775247803E2
3.903077959E1,9.775227661E2
3.908077959E1,9.775205688E2
3.913077959E1,9.775183105E2
3.918077959E1,9.775160522E2
3.923077959E1,9.775138550E2
3.928077959E1,9.775119629E2
3.933077959E1,9.775098267E2
3.938077959E1,9.775078125E2
3.943077959E1,9.775057983E2
3.948077959E1,9.775036011E2
3.953077959E1,9.775017090E2
3.958077959E1,9.774997559E2
3.963077959E1,9.774980469E2
3.968077959E1,9.774963989E2
3.973077959E1,9.774946899E2
3.978077959E1,9.774929199E2
3.983077959E1,9.774911499E2
3.988077959E1,9.774897461E2
3.993077959E1,9.774880981E2
3.998077959E1,9.774865112E2
4.003077959E1,9.774849243E2
4.008077959E1,9.774834595E2
4.013077959E1,9.774819336E2
4.018077959E1,9.774802246E2
4.023077959E1,9.774788208E2
4.028077959E1,9.774776001E2
4.033077959E1,9.774765625E2
4.038077959E1,9.774754028E2
4.043077959E1,9.774744263E2
4.048077959E1,9.774732666E2
4.053077959E1,9.774720459E2
4.058077959E1,9.774709473E2
4.063077959E1,9.774700317E2
4.068077959E1,9.774691772E2
4.073077959E1,9.774681396E2
4.078077959E1,9.774671631E2
4.083077959E1,9.774661865E2
4.088077959E1,9.774654541E2
4.093077959E1,9.774648438E2
4.098077959E1,9.774641724E2
4.103077959E1,9.774636841E2
4.108077959E1,9.774631348E2
4.113077959E1,9.774626465E2
4.118077959E1,9.774620972E2
4.123077959E1,9.774617310E2
4.128077959E1,9.774611816E2
4.133077959E1,9.774607544E2
4.138077959E1,9.774603271E2
4.143077959E1,9.774598389E2
4.148077959E1,9.774577637E2
4.153077959E1,9.774569092E2
4.158077959E1,9.774567261E2
4.163077959E1,9.774559326E2
4.168077959E1,9.774552612E2
4.173077959E1,9.774550781E2
4.178077959E1,9.774548340E2
4.183077959E1,9.774547729E2
4.188077959E1,9.774544067E2
4.193077959E1,9.774541016E2
4.198077959E1,9.774540405E2
4.203077959E1,9.774540405E2
4.208077959E1,9.774540405E2
4.213077959E1,9.774540405E2
4.218077959E1,9.774540405E2
4.223077959E1,9.774540405E2
4.228077959E1,9.774540405E2
4.233077959E1,9.774540405E2
4.238077959E1,9.774540405E2
4.243077959E1,9.774540405E2
4.248077959E1,9.774540405E2
4.253077959E1,9.774540405E2
4.258077959E1,9.774540405E2
4.263077959E1,9.774540405E2
4.268077959E1,9.774540405E2
4.273077959E1,9.774540405E2
4.278077959E1,9.774540405E2
4.283077959E1,9.774540405E2
4.288077959E1,9.774540405E2
4.293077959E1,9.774540405E2
4.298077959E1,9.774540405E2
4.303077959E1,9.774540405E2
4.308077959E1,9.774540405E2
4.313077959E1,9.774540405E2
4.318077959E1,9.774540405E2
4.323077959E1,9.774540405E2
4.328077959E1,9.774540405E2
4.333077959E1,9.774540405E2
4.338077959E1,9.774540405E2
4.343077959E1,9.774540405E2
4.348077879E1,9.774541626E2
4.353077879E1,9.774541626E2
4.358077879E1,9.774544067E2
4.363077879E1,9.774547119E2
4.368077879E1,9.774548340E2
