"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.480849381E0,-1.255116891E-3,1.034356072E-3,8.290123660E-4
2.530849381E0,9.996641893E-4,4.669345217E-4,-4.462379962E-3
2.580849381E0,5.017970689E-4,2.066033776E-4,-4.911033320E-4
2.630849381E0,-1.605603378E-3,-2.682831255E-4,1.621509669E-3
2.680849381E0,-1.700357534E-4,4.786637146E-4,-3.793846350E-3
2.730849381E0,1.577587798E-3,6.034575636E-4,-7.252458483E-3
2.780849381E0,-5.868696608E-4,1.408944721E-3,4.642369458E-4
2.830849381E0,-7.340249140E-4,1.442425302E-3,-1.643851050E-3
2.880849381E0,7.048342377E-5,1.033923705E-3,-1.655062661E-3
2.930849381E0,-1.267512795E-3,-2.913268399E-4,-1.122521469E-3
2.980849381E0,8.286768571E-5,1.170458156E-3,-8.986533503E-4
3.030849381E0,1.836759038E-4,7.733980892E-4,-2.413989045E-3
3.080849381E0,-4.698506556E-3,-5.656502768E-2,1.367069781E-3
3.130849381E0,1.281431061E-3,-1.035347104E0,-4.173091799E-2
3.180849381E0,-2.058961615E-2,-2.190146923E0,4.591474310E-2
3.230849381E0,-1.744477637E-2,-2.509820938E0,1.219207942E-1
3.280849381E0,1.927815937E-2,-1.650659204E0,3.370608091E-1
3.330849381E0,4.071804136E-2,-1.264528036E-1,-1.624307334E-1
3.380849381E0,-1.230876967E-1,6.151567698E-1,-4.368082285E-1
3.430849381E0,-4.395380616E-2,1.248104453E0,-4.744067788E-1
3.480849381E0,-2.541637607E-2,6.325486898E-1,-6.552022099E-1
3.530849381E0,7.176098973E-2,-2.673886120E-1,-7.598937154E-1
3.580849381E0,-5.466021597E-3,-1.394947886E0,-1.731464624E0
3.630849381E0,-1.859951317E-1,-1.161652923E0,-1.058551669E0
3.680849381E0,-1.449024975E-1,-1.586907506E0,-7.156818509E-1
3.730849381E0,-6.838824749E-1,-1.097872853E0,-2.207160741E-1
3.780849381E0,-9.109863639E-1,-5.779396892E-1,-2.650206685E-1
3.830849381E0,-6.218495369E-1,-5.381850600E-1,-1.559796184E-1
3.880849381E0,-3.201548159E-1,-1.821510345E-1,1.227915194E-2
3.930849381E0,-1.986474916E-2,3.248797655E-1,-9.829864651E-2
3.980849381E0,1.263184994E-1,3.843076825E-1,-2.686915994E-1
4.030849381E0,3.997032344E-1,7.660737634E-1,-3.452863097E-1
4.080849381E0,5.507308841E-1,2.166394591E-1,-5.039429665E-1
4.130849381E0,5.691522360E-1,-7.783251405E-1,-9.770911336E-1
4.180849381E0,2.113313824E-1,-1.355837464E0,-7.622802258E-1
4.230849381E0,-2.085487545E-2,-9.396799207E-1,7.464966178E-2
4.280849381E0,-6.466624886E-2,-3.197088540E-1,3.415287137E-1
4.330849381E0,3.551782668E-2,-4.071604609E-1,2.963166535E-1
4.380849381E0,2.309723347E-1,-5.779365897E-1,3.748587966E-1
4.430849381E0,4.423372149E-1,-6.952070594E-1,4.240385294E-1
4.480849381E0,4.383647144E-1,-5.761396289E-1,5.689739585E-1
4.530849381E0,5.132489204E-1,-2.764556408E-1,7.937007546E-1
4.580849381E0,5.970566869E-1,-2.315879762E-1,6.477079988E-1
4.630849381E0,1.002462983E0,-2.706042118E-2,5.963827968E-1
4.680849381E0,1.927909374E0,7.283619046E-2,9.650911689E-1
4.730849381E0,1.877068281E0,4.929951951E-2,8.930385709E-1
4.780849381E0,1.474037647E0,2.734522708E-2,4.361985326E-1
4.830849381E0,5.795920491E-1,-7.015788928E-3,1.234778911E-1
4.880849381E0,-3.737732172E-1,3.722326458E-2,6.380772591E-2
4.930849381E0,-8.900300264E-1,8.310333639E-2,3.662073016E-1
4.980849381E0,-1.203543901E0,5.841496587E-2,6.129109859E-1
5.030849381E0,-1.503158450E0,-1.556591392E-1,8.390561342E-1
5.080849381E0,-1.524415731E0,-6.245958805E-1,8.568127751E-1
5.130849381E0,-1.183160067E0,-6.958354115E-1,5.030145049E-1
5.180849381E0,-6.781563759E-1,-9.233622551E-1,1.021595299E-1
5.230849381E0,-3.026341200E-1,-1.367919087E0,7.218417013E-4
5.280849381E0,5.897142738E-2,-1.485220790E0,-7.399731874E-2
5.330849381E0,3.508610725E-1,-8.024824262E-1,-1.056985781E-1
5.380849381E0,4.764586389E-1,-3.535657525E-1,1.443001479E-1
5.430849381E0,6.626447439E-1,-1.749844551E-1,2.697636485E-1
5.480849381E0,9.215974212E-1,-3.393732905E-1,2.286865115E-1
5.530849381E0,1.123347163E0,-3.697983623E-1,3.376696110E-1
5.580849381E0,1.209572196E0,6.189429760E-2,6.213251948E-1
5.630849381E0,1.381696939E0,5.547066331E-1,6.347145438E-1
5.680849381E0,1.589890480E0,7.672232985E-1,4.988335073E-1
5.730849381E0,1.680546045E0,8.206916451E-1,3.968330622E-1
5.780849381E0,1.547914028E0,6.613855958E-1,4.436395764E-1
5.830849381E0,1.235939503E0,1.681248993E-1,5.358569026E-1
5.880849381E0,9.097256660E-1,-7.176911086E-2,5.452889800E-1
5.930849381E0,6.300103068E-1,-3.235483170E-1,4.258037210E-1
5.980849381E0,3.565893471E-1,-3.748596311E-1,2.622640431E-1
6.030849381E0,-2.912004478E-2,-3.882592618E-1,2.665956020E-1
6.080849381E0,-3.994128406E-1,-2.079896033E-1,2.562012970E-1
6.130849381E0,-6.628291607E-1,-1.841484196E-2,1.056374758E-1
6.180849381E0,-8.153883219E-1,-2.274765521E-1,-2.290183753E-1
6.230849381E0,-1.025586486E0,1.280259527E-2,-4.351459146E-1
6.280849381E0,-1.365490675E0,3.879140913E-1,-3.524450660E-1
6.330849381E0,-1.687543869E0,4.667756557E-1,-1.864002645E-1
6.380849381E0,-1.819760799E0,4.651364088E-1,-2.315815687E-1
6.430849381E0,-1.526182890E0,2.093759924E-1,-8.371328115E-1
6.480849381E0,-1.199628115E0,3.628879786E-1,-1.269473076E0
6.530849381E0,-9.760707617E-1,2.420836985E-1,-1.447349072E0
6.580849381E0,-8.734687567E-1,-1.815981418E-1,-1.380345583E0
6.630849381E0,-6.347907186E-1,-4.575736523E-1,-1.149387836E0
6.680849381E0,-3.920932859E-2,-2.947686911E-1,-7.276056409E-1
6.730849381E0,1.675800383E-1,-2.414135449E-2,-5.324226618E-1
6.780849381E0,2.151414603E-1,1.364813745E-1,-4.492090940E-1
6.830849381E0,3.577608168E-1,-2.800203301E-2,-5.996881723E-1
6.880849381E0,4.271732867E-1,-4.018535018E-1,-6.082211137E-1
6.930849381E0,4.348393381E-1,-1.185061783E-1,-4.076389670E-1
6.980849381E0,3.059588373E-1,2.744813263E-1,4.744529352E-2
7.030849381E0,1.660440862E-1,1.744335294E-1,4.716303945E-1
7.080849381E0,-6.308458000E-2,-5.394935608E-1,9.983350039E-1
7.130849381E0,-2.184224725E-1,-4.642597437E-1,1.379657507E0
7.180849381E0,-1.906885207E-1,1.366276741E-1,1.349403858E0
7.230849381E0,3.728484735E-3,4.653587043E-1,8.995104432E-1
7.280849381E0,3.254086673E-1,3.488985300E-1,1.576087177E-1
7.330849381E0,6.045629382E-1,-8.342155488E-4,-4.933130145E-1
7.380849381E0,7.105950117E-1,-1.894684322E-2,-5.837540030E-1
7.430849381E0,7.874016762E-1,-1.017655805E-1,-5.059263706E-1
7.480849381E0,8.127778769E-1,3.664668277E-2,-4.807201922E-1
7.530849381E0,7.125858068E-1,6.432843208E-1,-1.080842167E-1
7.580849381E0,8.635362983E-1,1.565319180E0,1.069883704E-1
7.630849381E0,9.322341681E-1,4.623655379E-1,7.575554252E-1
7.680849381E0,8.508269787E-1,-8.462420106E-1,1.536317348E0
7.730849381E0,9.930285811E-1,-6.581581235E-1,1.664942980E0
7.780849381E0,7.641249895E-1,1.602981053E-2,2.300780535E0
7.830849381E0,3.290123045E-1,6.913343072E-1,3.108361244E0
7.880849381E0,6.019937992E-1,2.911334634E-1,2.508526325E0
7.930849381E0,1.509830713E0,-1.568241119E0,7.926973701E-1
7.980849381E0,2.293417931E0,-1.394530892E0,-6.038417220E-1
8.030849381E0,2.103593588E0,3.019043803E-1,-3.883211911E-1
8.080849381E0,1.178815246E0,1.304279208E0,1.150268197E0
8.130849381E0,5.535906553E-1,-2.461827844E-1,2.313468456E0
8.180849381E0,4.737365544E-1,-1.497352719E0,2.495002031E0
8.230849381E0,1.035805345E0,-8.937453628E-1,1.655695438E0
8.280849381E0,1.817592859E0,-9.974237531E-2,4.045966864E-1
8.330849381E0,1.997921348E0,-1.094541669E0,-3.348192573E-2
8.380849381E0,1.609678745E0,-7.142780423E-1,4.332095981E-1
8.430849381E0,1.180850744E0,4.815326929E-1,9.958032966E-1
8.480849381E0,1.025299788E0,4.064307809E-1,1.130009532E0
8.530849381E0,1.188625932E0,8.914399892E-2,7.635961175E-1
8.580849381E0,1.494395018E0,-2.372127473E-1,1.827041805E-1
8.630849381E0,1.632483006E0,-2.491147667E-1,-1.637578309E-1
8.680849381E0,1.380292535E0,1.868200004E-1,1.109218895E-1
8.730849381E0,9.292214513E-1,2.497431934E-1,7.266421318E-1
8.780849381E0,7.250418067E-1,3.092572093E-1,9.429816604E-1
8.830849381E0,7.995235324E-1,2.792564631E-1,7.292876244E-1
8.880849381E0,1.008514404E0,2.586103678E-1,3.105236888E-1
8.930849381E0,1.147586584E0,1.453373879E-1,1.173365582E-2
8.980849381E0,1.044066429E0,2.500103712E-1,1.278426647E-1
9.030849381E0,7.360281348E-1,4.603502750E-1,5.970579982E-1
9.080849381E0,4.676752985E-1,4.642410874E-1,9.877181649E-1
9.130849381E0,3.350363672E-1,2.027838975E-1,1.146499634E0
9.180849381E0,4.110078216E-1,-1.765039861E-1,9.589077830E-1
9.230849381E0,6.544395089E-1,-2.917305753E-2,5.055823922E-1
9.280849381E0,7.018454075E-1,9.649876505E-2,3.447257280E-1
9.330849381E0,4.951126277E-1,1.611039490E-1,6.011258960E-1
9.380849381E0,2.322628796E-1,1.933543235E-1,9.364688993E-1
9.430849381E0,1.260783970E-1,1.114198640E-1,1.011845946E0
9.480849381E0,2.136451602E-1,1.010339241E-2,8.051757216E-1
9.530849381E0,4.328801632E-1,-2.349250168E-1,3.975671530E-1
9.580849381E0,6.251467466E-1,-7.633779198E-2,5.033175647E-2
9.630849381E0,6.519976854E-1,4.160506725E-1,-1.610248908E-2
9.680849381E0,4.729397595E-1,9.804413468E-2,2.504205108E-1
9.730849381E0,2.378824353E-1,-3.996892869E-1,5.862966776E-1
9.780849381E0,-2.114368975E-2,-5.269450545E-1,9.817182422E-1
9.830849381E0,-7.131142914E-2,-1.479491293E-1,1.026403189E0
9.880849381E0,1.719553024E-1,-5.084723979E-2,5.435075164E-1
9.930849381E0,4.972701371E-1,-2.072744370E-1,-1.309590936E-1
9.980849381E0,6.826589704E-1,-2.871495783E-1,-5.761128068E-1
1.003084938E1,5.815619230E-1,-2.302993238E-1,-5.229431987E-1
1.008084938E1,2.259286344E-1,-2.001927420E-2,-3.963813558E-2
1.013084938E1,-8.129565418E-2,-3.718794882E-2,3.626660407E-1
1.018084938E1,-1.450051069E-1,-1.078327894E-1,3.396504819E-1
1.023084938E1,2.223603055E-2,1.149213966E-2,-6.886287034E-2
1.028084938E1,2.391974032E-1,2.109494805E-1,-5.450313091E-1
1.033084938E1,2.515036762E-1,3.033240438E-1,-6.543487906E-1
1.038084938E1,9.093431383E-2,7.252886891E-2,-4.689139724E-1
1.043084938E1,-1.281664073E-1,-2.707645297E-1,-1.751960218E-1
1.048084938E1,-3.612081409E-1,-3.230357766E-1,1.847732365E-1
1.053084938E1,-4.710321724E-1,2.459023446E-1,3.446527123E-1
1.058084938E1,-3.041837513E-1,4.683601260E-1,2.666953206E-2
1.063084938E1,-9.480430186E-2,1.334024668E-1,-3.973814845E-1
1.068084938E1,-7.786922157E-3,-3.078615069E-1,-5.994783044E-1
1.073084938E1,-1.163573340E-1,-1.735900342E-1,-4.541088045E-1
1.078084938E1,-3.339510858E-1,3.804728389E-1,-1.271444261E-1
1.083084938E1,-4.801970422E-1,2.636022568E-1,8.353368938E-2
1.088084938E1,-5.001072288E-1,-8.159479499E-2,9.179889411E-2
1.093084938E1,-3.803105652E-1,8.904938400E-2,-1.167548597E-1
1.098084938E1,-2.301370949E-1,1.702270508E-1,-3.826819062E-1
1.103084938E1,-1.862815917E-1,-9.093454480E-2,-4.691411257E-1
1.108084938E1,-2.891083658E-1,-1.144218445E-1,-2.887492776E-1
1.113084938E1,-4.672303498E-1,1.021612287E-1,2.715483308E-2
1.118084938E1,-5.601397753E-1,1.484010220E-1,2.032142431E-1
1.123084938E1,-4.872860610E-1,-9.190735221E-2,1.065128669E-1
1.128084938E1,-3.201467097E-1,-7.334663719E-2,-1.362892240E-1
1.133084938E1,-1.790033281E-1,1.073274612E-1,-3.300991356E-1
1.138084938E1,-1.198756769E-1,7.955111563E-2,-3.804602623E-1
1.143084938E1,-1.569111198E-1,1.265832502E-2,-2.679965794E-1
1.148084938E1,3.838842735E-3,1.178218499E-1,-5.741119981E-1
1.153084938E1,1.741225459E-2,-1.695018113E-1,-6.429912448E-1
1.158084938E1,-2.966092527E-1,-1.494270563E-1,4.004167393E-2
1.163084938E1,-2.857392728E-1,1.121715158E-1,1.008265242E-1
1.168084938E1,-8.184222877E-2,7.000324875E-2,-6.689987332E-2
1.173084938E1,2.663978040E-1,-2.782007456E-1,-3.424912989E-1
1.178084938E1,-6.718499213E-2,-6.129675508E-1,1.672880948E-1
1.183084938E1,6.845497526E-3,-8.645148873E-1,-2.281809598E-2
1.188084938E1,-5.216067657E-3,-1.132572293E0,-4.338150844E-3
1.193084938E1,-7.349542342E-3,-1.580804467E0,-4.706445150E-3
1.198084938E1,-9.516798891E-3,-2.201777697E0,-6.044595502E-3
1.203084938E1,5.490524769E-1,-2.139869452E0,7.459777594E-1
1.208084938E1,1.191487551E0,-1.369598269E0,3.197391033E-1
1.213084938E1,1.071257114E0,-1.872996688E-1,-4.610515833E-1
1.218084938E1,7.122956514E-1,-2.055017054E-1,5.868319869E-1
1.223084938E1,4.057707489E-1,-1.031059995E-1,-1.452493966E-1
1.228084938E1,5.402357578E-1,-4.781126678E-1,2.705661952E-1
1.233084938E1,4.320043623E-1,-1.046137452E0,-1.296798978E-2
1.238084938E1,6.919313073E-1,-1.398702025E0,1.229604930E-1
1.243084938E1,5.711246729E-1,-1.376807213E0,2.393541187E-1
1.248084938E1,4.618021846E-2,-1.323002279E-1,7.731460035E-2
1.253084938E1,-2.478898317E-2,2.588843703E-1,-2.010470927E-1
1.258084938E1,2.195824869E-2,-1.764614731E-1,1.612242162E-1
1.263084938E1,1.054925844E-3,8.930169046E-2,-6.674387306E-2
1.268084938E1,-2.339463681E-3,-2.839613520E-2,6.056943163E-2
1.273084938E1,2.119583311E-3,-1.032621711E-1,4.078688845E-2
1.278084938E1,3.358920570E-3,-3.472479433E-2,5.413005129E-3
1.283084938E1,-4.620580003E-4,3.409010358E-3,-1.051521394E-5
1.288084938E1,-2.585258335E-5,-1.124270377E-3,-2.187784994E-3
1.293084938E1,4.217354581E-5,1.006180188E-3,-1.179322135E-3
1.298084938E1,-4.620580003E-4,7.462716894E-4,-1.122521469E-3
1.303084938E1,-6.560073234E-5,7.740010042E-4,-6.047553034E-4
1.308084938E1,-4.620580003E-4,9.139521280E-4,-2.187784994E-3
1.313084938E1,-4.620580003E-4,1.051946310E-4,-1.263233251E-3
1.318084938E1,-4.620580003E-4,9.026321350E-4,-7.266543689E-4
1.323084938E1,-4.620580003E-4,6.296456559E-4,-1.122521469E-3
1.328084938E1,-4.620580003E-4,3.852307564E-4,-1.402557595E-3
1.333084938E1,-4.645739682E-5,6.378263934E-4,-1.257935073E-3
1.338084938E1,-6.545055658E-5,7.922671502E-4,-1.897319686E-3
1.343084938E1,-4.322470631E-4,2.411792520E-4,-1.092710532E-3
1.348084938E1,-9.585218504E-5,2.568573691E-3,-7.335010450E-4
1.353084938E1,-2.299784683E-5,8.249698440E-4,-1.323274104E-3
1.358084938E1,-4.620580003E-4,4.121469799E-3,-5.847626366E-3
1.363084938E1,-1.125784684E-2,1.571833640E-1,-2.121286690E-1
1.368084938E1,1.239701211E-1,2.093964666E-1,-1.207470894E-1
1.373084938E1,3.377445340E-1,-7.414055616E-2,-1.452574041E-2
1.378084938E1,1.866467148E-1,-2.245180681E-2,1.960859634E-2
1.383084938E1,6.999268197E-3,-6.044805981E-3,4.513243213E-2
1.388084938E1,1.988615375E-3,-4.094778746E-2,3.914670274E-2
1.393084938E1,4.735942930E-4,-6.421616301E-3,1.272128429E-4
1.398084938E1,2.186947735E-3,-6.071003620E-3,4.678310826E-2
1.403084938E1,1.044278592E-2,-1.189569831E-1,1.022189409E-1
1.408084938E1,3.748471383E-3,-3.626382351E-2,7.350566797E-3
1.413084938E1,2.068153117E-4,3.263664898E-3,-5.329173058E-3
1.418084938E1,6.032057572E-4,-1.677557710E-3,-6.634508027E-4
1.423084938E1,-4.490653519E-4,1.936687506E-3,-1.011982211E-3
1.428084938E1,-4.620580003E-4,-2.912982891E-4,-1.915022847E-3
1.433084938E1,6.988318637E-5,-1.222581603E-3,6.000639405E-4
1.438084938E1,3.410417121E-4,1.845879829E-3,-2.043499378E-3
1.443084938E1,6.022630259E-5,-1.443524961E-4,-1.518784789E-3
1.448084938E1,-6.551854312E-5,7.514032768E-4,-1.541576348E-3
1.453084938E1,4.814704880E-5,1.170458156E-3,-2.029513475E-3
1.458084938E1,-4.620580003E-4,3.438238055E-4,-1.949155820E-3
1.463084938E1,-6.574019790E-5,1.170458156E-3,-1.621818868E-3
1.468084938E1,-2.010073513E-5,1.170458156E-3,-1.122521469E-3
1.473084938E1,-4.620580003E-4,2.864216221E-4,-1.303748460E-3
1.478084938E1,-4.620580003E-4,7.175678620E-4,-1.338084578E-3
1.483084938E1,-4.620580003E-4,9.779174579E-4,-1.315062167E-3
1.488084938E1,-4.620580003E-4,9.666773258E-4,-1.326302299E-3
1.493084938E1,-4.620580003E-4,7.738593267E-4,-1.983160153E-3
1.498084938E1,1.469487324E-5,6.937053986E-4,-1.995881088E-3
1.503084938E1,3.871168010E-4,1.170458156E-3,-1.122521469E-3
1.508084938E1,-4.620580003E-4,2.857173095E-4,-1.610549050E-3
1.513084938E1,-2.064579166E-5,7.290460635E-4,-1.122521469E-3
1.518084938E1,-4.620580003E-4,6.704364205E-4,-1.122521469E-3
1.523084938E1,-2.218941227E-4,5.015406059E-4,-1.791439019E-3
1.528084938E1,-3.057015128E-4,1.014101785E-3,-1.791085000E-3
1.533084938E1,-4.620580003E-4,3.561604535E-4,-1.122521469E-3
1.538084938E1,6.181327626E-5,2.506144228E-4,-1.122521469E-3
1.543084938E1,-4.620580003E-4,5.102100549E-4,-1.791225281E-3
1.548084938E1,6.801681593E-5,1.037354930E-3,-1.255624695E-3
1.553084938E1,-4.620580003E-4,4.997387296E-4,-1.396717736E-3
1.558084938E1,-4.620580003E-4,1.048844657E-3,-1.244134968E-3
1.563084938E1,-4.620580003E-4,1.170458156E-3,-1.122521469E-3
1.568084938E1,-4.620580003E-4,7.476607570E-4,-1.655153232E-3
1.573084938E1,-4.620580003E-4,4.765482154E-4,-1.790779410E-3
1.578084938E1,-2.921791747E-5,1.034372835E-3,-1.691446989E-3
1.583084938E1,-4.620580003E-4,8.102055872E-4,-1.482774038E-3
1.588084938E1,-4.620580003E-4,2.412257018E-4,-1.607278362E-3
1.593084938E1,-4.620580003E-4,8.504177677E-4,-1.442561857E-3
1.598084938E1,-4.620580003E-4,6.378263934E-4,-1.671352889E-3
1.603084938E1,-4.620580003E-4,4.407769302E-4,-1.456045080E-3
1.608084938E1,-4.620580003E-4,1.504311687E-3,-1.655153232E-3
1.613084938E1,-1.180376858E-4,1.190335839E-3,-1.122521469E-3
1.618084938E1,-4.089488648E-4,3.240137594E-4,-1.684899209E-3
1.623084938E1,-4.620580003E-4,8.139696438E-4,-1.435353886E-3
1.628084938E1,-4.620580003E-4,2.412163303E-4,-1.558901044E-3
1.633084938E1,3.025489859E-4,1.103668124E-3,-1.122521469E-3
1.638084938E1,-5.596317351E-6,6.378263934E-4,-1.122521469E-3
1.643084938E1,-4.620580003E-4,3.956732107E-4,-1.897306531E-3
1.648084938E1,-4.620580003E-4,1.034228480E-3,-1.140376087E-3
1.653084938E1,-4.620580003E-4,8.923191344E-4,-1.519097597E-3
1.658084938E1,-4.620580003E-4,1.170458156E-3,-1.655153232E-3
1.663084938E1,-4.620580003E-4,7.680928102E-4,-1.791681629E-3
1.668084938E1,-3.198748454E-4,6.439205026E-4,-1.264704391E-3
1.673084938E1,-2.074786462E-4,3.597738687E-4,-1.773985685E-3
1.678084938E1,-4.620580003E-4,1.170458156E-3,-1.638266025E-3
1.683084938E1,-3.750994802E-5,7.459101034E-4,-1.122521469E-3
1.688084938E1,-4.620580003E-4,1.170458156E-3,-2.022988396E-3
1.693084938E1,-4.620580003E-4,7.333041867E-4,-1.122521469E-3
1.698084938E1,-4.620580003E-4,2.814050531E-4,-1.122521469E-3
1.703084938E1,-4.620580003E-4,1.170458156E-3,-1.967416611E-3
1.708084938E1,-4.620580003E-4,1.170458156E-3,-1.310734078E-3
1.713084938E1,-4.620580003E-4,1.170458156E-3,-1.727701630E-3
1.718084938E1,-6.552971900E-5,7.011187263E-4,-2.187784994E-3
1.723084938E1,-4.620580003E-4,7.743799360E-4,-1.318988623E-3
1.728084938E1,-4.620580003E-4,5.615263944E-4,-1.975555671E-3
1.733084938E1,-6.498768926E-5,5.887249717E-4,-1.519591780E-3
1.738084938E1,-6.528478116E-5,1.170458156E-3,-1.122521469E-3
1.743084938E1,-4.620580003E-4,6.759001408E-4,-1.617079484E-3
1.748084938E1,-6.545567885E-5,5.017969524E-4,-1.122521469E-3
1.753084938E1,-4.620580003E-4,1.007981366E-3,-1.518947189E-3
1.758084938E1,3.573130816E-4,7.476770552E-4,-1.368414145E-3
1.763084938E1,4.528453574E-4,1.170458156E-3,-1.791615738E-3
1.768084938E1,-2.038127277E-4,7.601120742E-4,-1.519193756E-3
1.773084938E1,-3.234767355E-4,6.406572647E-4,-1.122521469E-3
1.778084938E1,-4.620580003E-4,7.708661724E-4,-1.522113453E-3
1.783084938E1,-4.620580003E-4,7.644245634E-4,-1.538105193E-3
1.788084938E1,-1.807925291E-4,8.891926846E-4,-1.790927025E-3
1.793084938E1,1.661931165E-4,1.034760266E-3,-1.750772353E-3
1.798084938E1,-4.620580003E-4,3.984299256E-4,-1.122521469E-3
1.803084938E1,3.786012530E-5,1.137744519E-3,-1.551951282E-3
1.808084938E1,-4.620580003E-4,4.091913579E-4,-1.519571641E-3
1.813084938E1,2.766959369E-5,1.170458156E-3,-1.122521469E-3
1.818084938E1,-6.555207074E-5,8.552934742E-4,-1.122521469E-3
1.823084938E1,1.525413245E-5,1.605144935E-4,-1.122521469E-3
1.828084938E1,-6.591598503E-5,7.743161405E-4,-1.450937008E-3
1.833084938E1,-4.620580003E-4,1.170458156E-3,-1.655324246E-3
1.838084938E1,-4.620580003E-4,8.315220475E-4,-1.519630663E-3
1.843084938E1,-4.620580003E-4,6.378263934E-4,-1.122521469E-3
1.848084938E1,-6.610341370E-5,-2.799368522E-4,-3.750867327E-4
1.853084938E1,-4.620580003E-4,2.876978833E-4,-1.519121113E-3
1.858084938E1,-4.620580003E-4,2.122058999E-3,-2.244616393E-3
1.863084938E1,3.581540659E-5,9.336761432E-4,-8.614301914E-4
1.868084938E1,-4.620580003E-4,5.560140125E-4,-1.044873148E-3
1.873084938E1,-4.620580003E-4,1.286053448E-4,-1.099110814E-3
1.878084938E1,-4.620580003E-4,9.925024351E-4,-1.509297756E-3
1.883084938E1,6.091594696E-5,6.474844413E-4,-1.655153232E-3
1.888084938E1,-4.620580003E-4,8.995978860E-4,-1.122521469E-3
1.893084938E1,-4.620580003E-4,1.306421007E-3,-2.187784994E-3
1.898084938E1,-4.620580003E-4,1.022189506E-3,-1.382841729E-3
1.903084938E1,-6.554927677E-5,2.535228850E-4,-1.122521469E-3
1.908084938E1,-4.620580003E-4,1.170458156E-3,-1.542816870E-3
1.913084938E1,-6.528152153E-5,1.051946310E-4,-1.122521469E-3
1.918084938E1,-4.620580003E-4,9.335951181E-4,-1.555134309E-3
1.923084938E1,1.071505249E-4,9.975590510E-4,-1.618576702E-3
1.928084938E1,-2.383308019E-4,9.467309574E-4,-1.519415993E-3
