"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.439957127E2,7.105663300E0,9.918320924E-3,6.748552322E0
2.440457127E2,7.127629280E0,-4.345872998E-2,6.774353504E0
2.440957127E2,7.151751995E0,-8.438857645E-2,6.781994820E0
2.441457127E2,7.490434647E0,-2.385789305E-1,7.127951145E0
2.441957127E2,7.432972908E0,1.208513826E-1,7.008430004E0
2.442457127E2,6.883855820E0,-2.396071404E-1,6.462445736E0
2.442957127E2,6.519106865E0,-2.239474654E-2,6.442272663E0
2.443457127E2,7.266510963E0,1.078269631E-1,6.787600517E0
2.443957127E2,7.156064034E0,-3.275945783E-3,6.684638977E0
2.444457127E2,7.074853897E0,-2.616227865E-1,6.823647499E0
2.444957127E2,7.210875511E0,-7.290647924E-2,6.736509323E0
2.445457127E2,7.076927185E0,-7.191087119E-3,6.638718605E0
2.445957127E2,7.072691441E0,-6.218405068E-2,6.817179203E0
2.446457127E2,7.159757614E0,4.112654924E-2,6.812028885E0
2.446957127E2,7.076583862E0,1.540532429E-2,6.722167015E0
2.447457127E2,7.280447960E0,-1.327977628E-1,6.971167088E0
2.447957127E2,7.090083122E0,-1.318417788E-1,6.694116116E0
2.448457127E2,6.989067078E0,-5.305895209E-2,6.545867920E0
2.448957127E2,7.187575817E0,6.002852321E-2,6.746033669E0
2.449457127E2,7.182641029E0,-1.099096984E-1,6.779138565E0
2.449957127E2,6.957908630E0,-1.032107398E-1,6.857246876E0
2.450457127E2,7.151805878E0,-4.654509947E-2,6.831498146E0
2.450957127E2,7.220642090E0,2.131467126E-2,6.734485626E0
2.451457127E2,7.023836613E0,-1.123099253E-1,6.644245625E0
2.451957127E2,7.218577385E0,-7.669243962E-2,6.742337227E0
2.452457127E2,7.249157906E0,-6.068271399E-2,6.784719467E0
2.452957127E2,7.473623276E0,5.659942701E-2,7.054093361E0
2.453457127E2,7.155512333E0,-2.215683609E-1,6.987850189E0
2.453957127E2,6.713898659E0,1.331073940E-1,6.508104324E0
2.454457127E2,6.922439575E0,-6.245543063E-2,6.499372959E0
2.454957127E2,7.103879929E0,-2.268154025E-1,6.816578865E0
2.455457127E2,7.167243004E0,-1.043927297E-1,6.676613808E0
2.455957127E2,7.159494400E0,6.759733707E-2,6.610100746E0
2.456457127E2,7.178176880E0,1.052685454E-2,6.771794319E0
2.456957127E2,6.977415085E0,-1.925290227E-1,6.979672909E0
2.457457127E2,7.211244583E0,1.507456303E-1,6.684057236E0
2.457957127E2,7.092283249E0,-1.261379719E-1,6.835021496E0
2.458457127E2,6.980620861E0,-3.055709600E-1,6.888134003E0
2.458957127E2,7.237003326E0,1.265343577E-1,6.520028114E0
2.459457127E2,7.294807434E0,9.237296879E-2,6.607485771E0
2.459957127E2,6.930723190E0,-2.855803668E-1,6.928017616E0
2.460457127E2,7.159738541E0,3.995457292E-2,6.751337051E0
2.460957127E2,7.193622589E0,2.284714580E-2,6.764141083E0
2.461457127E2,6.935561180E0,-2.845239043E-1,6.995595932E0
2.461957127E2,7.088745117E0,-2.103427052E-2,6.720964432E0
2.462457127E2,7.314638615E0,1.467686296E-1,6.545578957E0
2.462957127E2,7.105544567E0,-1.600807607E-1,6.749042988E0
2.463457127E2,7.096426010E0,-9.438343346E-2,6.721507072E0
2.463957127E2,7.196901321E0,1.804321259E-2,6.735369205E0
2.464457127E2,7.023388863E0,-1.238275766E-1,6.906332970E0
2.464957127E2,7.017336845E0,-9.219387919E-2,6.885054588E0
2.465457127E2,7.178133488E0,6.743187457E-2,6.711494446E0
2.465957127E2,7.146389961E0,-8.258844912E-2,6.714756966E0
2.466457127E2,7.130327702E0,-1.391012073E-1,6.705538273E0
2.466957127E2,7.190999031E0,-3.005710989E-2,6.660463810E0
2.467457127E2,7.130681038E0,2.332814038E-3,6.752230644E0
2.467957127E2,7.053457260E0,-7.994428277E-2,6.852957726E0
2.468457127E2,7.101129055E0,-7.052388787E-2,6.820354462E0
2.468957127E2,7.111892700E0,-5.866521597E-2,6.771042824E0
2.469457127E2,7.120387554E0,-4.660382494E-2,6.758121967E0
2.469957127E2,7.128358841E0,-7.424092293E-2,6.738749981E0
2.470457127E2,7.187377930E0,-9.760890156E-3,6.717984200E0
2.470957127E2,7.096202850E0,-2.687521465E-2,6.721193790E0
2.471457127E2,7.048635483E0,-1.343109757E-1,6.822138786E0
2.471957127E2,7.271348000E0,-3.663812578E-2,6.859446526E0
2.472457127E2,7.110571384E0,9.394224733E-2,6.704887390E0
2.472957127E2,6.966732979E0,-2.588421106E-1,6.720343590E0
2.473457127E2,7.130249023E0,-1.025021970E-1,6.781387806E0
2.473957127E2,7.186817169E0,7.446523011E-2,6.706098557E0
2.474457127E2,7.035535812E0,-1.456337981E-3,6.732234955E0
2.474957127E2,7.208009243E0,-3.587644547E-2,6.752910614E0
2.475457127E2,7.173305988E0,-5.675733462E-2,6.694271564E0
2.475957127E2,7.037181854E0,-2.464807928E-1,6.852226257E0
2.476457127E2,7.096653461E0,-8.919625729E-2,6.842234135E0
2.476957127E2,7.148395538E0,7.301937044E-2,6.710843086E0
2.477457127E2,7.102377892E0,-2.131648362E-3,6.768773079E0
2.477957127E2,7.140295982E0,-8.564136922E-2,6.752151012E0
2.478457127E2,7.127103806E0,-9.078000486E-2,6.671730995E0
2.478957127E2,7.153302670E0,-1.227090061E-1,6.721139908E0
2.479457127E2,7.131141186E0,-6.938533485E-2,6.801947594E0
2.479957127E2,7.044308186E0,-3.117964603E-2,6.832156181E0
2.480457127E2,7.127349854E0,7.370986044E-2,6.765692711E0
2.480957127E2,7.117110252E0,-5.717366189E-2,6.787596703E0
2.481457127E2,7.150352001E0,-1.035017818E-1,6.692481041E0
2.481957127E2,7.273019314E0,-1.475433111E-1,6.754946709E0
2.482457127E2,7.055138588E0,9.174835868E-3,6.739731789E0
2.482957127E2,7.389674664E0,-9.148576856E-2,6.959684372E0
2.483457127E2,7.223700523E0,-4.261938483E-2,7.110871315E0
2.483957127E2,7.504938602E0,-2.895060927E-2,7.132860661E0
2.484457127E2,7.508074284E0,-8.450144529E-2,7.168828964E0
2.484957127E2,7.328992844E0,-7.895183563E-2,6.871298790E0
2.485457127E2,6.848626137E0,-1.002861559E-1,6.370344162E0
2.485957127E2,5.866949081E0,7.274305075E-2,5.716314316E0
2.486457127E2,7.209965706E0,1.935095526E-2,6.771828175E0
2.486957127E2,7.106799126E0,-1.159825921E-1,6.826240540E0
2.487457127E2,7.055949211E0,-5.595120043E-2,6.734106541E0
2.487957127E2,7.088286400E0,-6.317496300E-2,6.830363750E0
2.488457127E2,7.135447502E0,8.111448959E-3,6.813889503E0
2.488957127E2,7.146737576E0,7.876359671E-2,6.605375290E0
2.489457127E2,7.179639816E0,-7.010596991E-2,6.785990238E0
2.489957127E2,7.032702446E0,-2.058688402E-1,6.867568970E0
2.490457127E2,7.157734871E0,8.080929518E-2,6.690997601E0
2.490957127E2,7.096773624E0,1.632347144E-2,6.826830864E0
2.491457127E2,6.748728752E0,-4.890271649E-2,6.589803219E0
2.491957127E2,7.387365341E0,-4.566146806E-2,6.762551308E0
2.492457127E2,7.240051270E0,1.819970459E-2,6.797413826E0
2.492957127E2,7.064947605E0,-1.188009754E-1,6.833903313E0
2.493457127E2,7.078866005E0,-6.036273390E-2,6.810271740E0
2.493957127E2,7.110459328E0,-7.560898364E-2,6.843263149E0
2.494457127E2,7.021841049E0,-8.224496245E-2,6.805413246E0
2.494957127E2,7.169941902E0,1.313153803E-1,6.640386105E0
2.495457127E2,7.261873245E0,-4.628304392E-3,6.687492847E0
2.495957127E2,7.074898720E0,-2.248896360E-1,6.777398109E0
2.496457127E2,7.069567680E0,-9.226641804E-2,6.749577522E0
2.496957127E2,7.123712540E0,1.096932516E-1,6.828705311E0
2.497457127E2,7.026359558E0,-4.692762345E-2,6.851981163E0
2.497957127E2,7.146875381E0,-2.918737382E-2,6.761960030E0
2.498457127E2,7.175675392E0,-1.421749890E-1,6.664642334E0
2.498957127E2,7.122451782E0,-1.207084507E-1,6.768396854E0
2.499457127E2,7.139122963E0,5.598386750E-2,6.708963394E0
2.499957127E2,7.121067047E0,9.436692297E-2,6.802361488E0
2.500457127E2,7.016651154E0,-1.534090191E-1,6.858522415E0
2.500957127E2,7.145023346E0,-6.774510443E-2,6.767374992E0
2.501457127E2,7.140017986E0,-1.069482416E-1,6.738732338E0
2.501957127E2,7.098966122E0,-1.059504040E-2,6.775268078E0
2.502457127E2,7.163573265E0,6.745141000E-2,6.674298286E0
2.502957127E2,7.463301182E0,-1.077815145E-1,7.039134979E0
2.503457127E2,7.137063503E0,-1.234582514E-1,6.962793350E0
2.503957127E2,6.909658432E0,1.575379446E-2,6.589542389E0
2.504457127E2,6.947134018E0,-1.847530305E-1,6.766665936E0
2.504957127E2,7.065866470E0,1.389075816E-2,6.696861267E0
2.505457127E2,7.262675762E0,1.492611319E-1,6.562849998E0
2.505957127E2,7.300928593E0,-2.286121249E-1,7.006609917E0
2.506457127E2,7.244226456E0,-4.938686639E-2,7.026390553E0
2.506957127E2,7.042752743E0,8.717168123E-2,6.709749222E0
2.507457127E2,6.962834358E0,-2.476080060E-1,6.941845894E0
2.507957127E2,6.992668152E0,-2.910759300E-2,6.719514847E0
2.508457127E2,6.965431213E0,1.440631151E-1,6.360683918E0
2.508957127E2,7.154467583E0,-8.127858490E-2,6.710778236E0
2.509457127E2,7.097541809E0,-6.760335714E-2,6.723787308E0
2.509957127E2,7.059245110E0,-7.849240303E-2,6.887725830E0
2.510457127E2,6.988952160E0,-1.256931126E-1,6.972233772E0
2.510957127E2,7.012882233E0,-2.585623041E-2,6.914309502E0
2.511457127E2,7.174763680E0,7.030292600E-2,6.677101135E0
2.511957127E2,7.125931740E0,-1.198280603E-1,6.689405918E0
2.512457127E2,7.179945946E0,-6.673184037E-2,6.638471127E0
2.512957127E2,7.101365566E0,-9.592100978E-2,6.782813072E0
2.513457127E2,7.037085056E0,-3.702126816E-2,6.907290936E0
2.513957127E2,6.992941380E0,-3.115991130E-4,6.932856560E0
2.514457127E2,7.092855453E0,-6.046466902E-2,6.868776321E0
2.514957127E2,7.104432583E0,-1.068088412E-1,6.695143700E0
2.515457127E2,7.179501534E0,-4.983954132E-2,6.638830185E0
2.515957127E2,7.111841202E0,-6.239821762E-2,6.725418091E0
2.516457127E2,7.055718422E0,-1.614920050E-2,6.813451290E0
2.516957127E2,7.085207939E0,-2.849944308E-2,6.873075485E0
2.517457127E2,7.035605431E0,-7.511618733E-2,6.909098625E0
2.517957127E2,7.052707672E0,-9.793166071E-2,6.808829784E0
2.518457127E2,7.172476768E0,2.617416717E-2,6.690668106E0
2.518957127E2,7.123697281E0,-4.883605242E-2,6.686145782E0
2.519457127E2,7.090924263E0,-9.657117724E-2,6.757963657E0
2.519957127E2,7.116296768E0,-6.886827946E-2,6.773929119E0
2.520457127E2,7.040166855E0,-5.940768495E-2,6.873148441E0
2.520957127E2,6.974998474E0,-6.920202821E-2,6.837516785E0
2.521457127E2,7.210410118E0,1.465872824E-1,6.775005341E0
2.521957127E2,7.081413746E0,-1.253392547E-1,6.759607315E0
2.522457127E2,7.078088760E0,-1.806255281E-1,6.780113220E0
2.522957127E2,7.129947662E0,-7.471176982E-2,6.737094879E0
2.523457127E2,7.131343365E0,9.146739542E-2,6.763808250E0
2.523957127E2,7.040684700E0,8.609834127E-3,6.789757252E0
2.524457127E2,7.121295929E0,-2.750703692E-2,6.813196182E0
2.524957127E2,7.073336124E0,-1.314093620E-1,6.782624245E0
2.525457127E2,7.062468529E0,-9.830930829E-2,6.844347954E0
2.525957127E2,7.079618454E0,1.066324860E-2,6.754258633E0
2.526457127E2,7.169653893E0,7.812195271E-2,6.781953812E0
2.526957127E2,7.069163799E0,-7.061430812E-2,6.739480019E0
2.527457127E2,7.096066475E0,-8.088828623E-2,6.773152351E0
2.527957127E2,7.109699249E0,-7.352898270E-2,6.793146610E0
2.528457127E2,7.048757553E0,2.676383592E-3,6.855420113E0
2.528957127E2,7.082277298E0,-9.402573109E-3,6.791290283E0
2.529457127E2,7.166140556E0,2.787681296E-2,6.729198933E0
2.529957127E2,7.077825069E0,-1.271002591E-1,6.759096146E0
2.530457127E2,7.107218266E0,-6.983788311E-2,6.797918320E0
2.530957127E2,7.138707638E0,5.047041923E-2,6.718741417E0
2.531457127E2,7.084058285E0,-4.839919508E-3,6.823853493E0
2.531957127E2,7.037309647E0,-1.107968315E-1,6.863613129E0
2.532457127E2,7.141495228E0,3.958493471E-5,6.767799854E0
2.532957127E2,7.028021336E0,-1.236200631E-1,6.820000648E0
2.533457127E2,7.163333893E0,5.164077133E-2,6.742825031E0
2.533957127E2,7.180242538E0,8.698184788E-2,6.647973061E0
2.534457127E2,7.006342888E0,-1.873404235E-1,6.879224777E0
2.534957127E2,7.099144936E0,-9.636859596E-2,6.803008080E0
2.535457127E2,7.176899910E0,1.275476068E-1,6.704535484E0
2.535957127E2,6.940641403E0,-1.262438148E-1,6.940825462E0
2.536457127E2,7.188079357E0,6.835911423E-2,6.711867809E0
2.536957127E2,7.198112488E0,6.209850311E-3,6.642234325E0
2.537457127E2,6.934298038E0,-3.300621510E-1,6.971487522E0
2.537957127E2,7.215792656E0,1.257033050E-1,6.656535149E0
2.538457127E2,7.092284203E0,6.109893322E-2,6.815073490E0
2.538957127E2,6.973878860E0,-1.452176571E-1,6.942873955E0
2.539457127E2,7.203952789E0,7.223964483E-2,6.665527344E0
2.539957127E2,7.069234848E0,-1.025844887E-1,6.771621704E0
2.540457127E2,7.076246262E0,-1.183115989E-1,6.841016769E0
2.540957127E2,7.227973938E0,1.627147347E-1,6.610439301E0
2.541457127E2,7.035257339E0,-8.406493068E-2,6.853479385E0
2.541957127E2,7.037475109E0,-1.153319106E-1,6.884730339E0
2.542457127E2,7.139664650E0,1.385084447E-2,6.768494606E0
2.542957127E2,7.044764042E0,-9.488487989E-2,6.834204674E0
2.543457127E2,7.155565262E0,3.734689951E-2,6.721516609E0
2.543957127E2,7.143665314E0,3.030599281E-2,6.665963650E0
2.544457127E2,7.081025600E0,-1.254103333E-1,6.834355354E0
2.544957127E2,7.096841812E0,-5.425920337E-2,6.817930222E0
2.545457127E2,7.078284264E0,1.069689170E-4,6.822963715E0
2.545957127E2,7.028206825E0,-5.555219203E-2,6.850671768E0
2.546457127E2,7.144610405E0,2.998500690E-2,6.707099915E0
2.546957127E2,7.165862083E0,-2.474568784E-3,6.999948502E0
2.547457127E2,6.950901985E0,-1.952428967E-1,6.702848434E0
2.547957127E2,7.242155552E0,1.396601051E-1,6.620473385E0
2.548457127E2,7.024709225E0,-3.527238593E-2,6.964684486E0
2.548957127E2,6.953907967E0,-1.457580924E-1,6.809533119E0
2.549457127E2,7.242057800E0,1.139481962E-1,6.681745052E0
2.549957127E2,7.021166801E0,-1.126355156E-1,6.872448444E0
2.550457127E2,7.049302101E0,-1.058769897E-1,6.819827080E0
2.550957127E2,7.198131084E0,1.003840193E-1,6.575088978E0
2.551457127E2,7.047056198E0,3.072759323E-2,6.954269409E0
2.551957127E2,6.902288914E0,-1.416686624E-1,6.877357483E0
2.552457127E2,7.217361450E0,4.766793177E-2,6.780034542E0
2.552957127E2,7.013395309E0,-1.348831356E-1,6.747072697E0
2.553457127E2,7.172143936E0,-5.813097581E-3,6.765877247E0
2.553957127E2,7.179516315E0,1.030248106E-1,6.526991844E0
2.554457127E2,6.921101570E0,3.819249570E-2,6.894635201E0
2.554957127E2,7.048119545E0,-1.415712684E-1,7.286737442E0
2.555457127E2,7.060458660E0,-1.254980415E-1,6.735941887E0
2.555957127E2,7.262392998E0,8.072917163E-2,6.536369324E0
2.556457127E2,7.037773132E0,5.280564725E-2,6.817528725E0
2.556957127E2,7.035379410E0,4.974897951E-2,6.944423199E0
2.557457127E2,7.167536736E0,-8.914797008E-2,6.641757965E0
2.557957127E2,7.076024532E0,-1.190758273E-1,6.736452579E0
2.558457127E2,7.057332039E0,1.346513536E-2,6.899386406E0
2.558957127E2,7.058318138E0,8.698726445E-2,6.744800091E0
2.559457127E2,7.129170895E0,7.972203195E-3,6.809262276E0
2.559957127E2,7.059495926E0,-1.142253727E-1,6.802187443E0
2.560457127E2,7.110279083E0,-1.144003198E-1,6.726444244E0
2.560957127E2,7.110816002E0,1.838350669E-2,6.811348915E0
2.561457127E2,6.988248825E0,6.227029487E-2,6.815407753E0
2.561957127E2,7.104145050E0,7.296548784E-2,6.965908527E0
2.562457127E2,7.023805618E0,-1.218140647E-1,6.814918518E0
2.562957127E2,7.141570091E0,-6.292359531E-2,6.739781380E0
2.563457127E2,7.161610603E0,-4.165940732E-2,6.694339752E0
2.563957127E2,7.029973507E0,3.328789771E-2,6.687726974E0
2.564457127E2,7.136713028E0,3.678300977E-2,6.873725891E0
2.564957127E2,6.990280151E0,-1.001102477E-1,6.766059875E0
2.565457127E2,7.067327023E0,-1.542163640E-2,6.906857491E0
2.565957127E2,7.046368599E0,-1.230954304E-1,6.871287346E0
2.566457127E2,7.179853439E0,9.383749962E-2,6.633009434E0
2.566957127E2,7.069829941E0,1.009857655E-2,6.879731178E0
2.567457127E2,6.985857010E0,-1.150128245E-1,6.803888798E0
2.567957127E2,7.272636414E0,1.649321020E-1,6.672993660E0
2.568457127E2,6.941804409E0,-1.719431132E-1,6.871750355E0
2.568957127E2,7.031549931E0,-7.505044341E-2,6.960563183E0
2.569457127E2,7.188282490E0,1.557997763E-1,6.638763428E0
2.569957127E2,7.035748482E0,-1.351712644E-1,6.828802586E0
2.570457127E2,7.084507942E0,9.343426675E-3,6.795277596E0
2.570957127E2,7.160892487E0,4.692207277E-2,6.717123032E0
2.571457127E2,6.982716560E0,-1.489984989E-1,6.965142250E0
2.571957127E2,7.080830574E0,1.019798964E-2,6.740138054E0
2.572457127E2,7.156573296E0,4.482351616E-2,6.777887821E0
2.572957127E2,7.006775856E0,-1.347162426E-1,6.812581062E0
2.573457127E2,7.194280624E0,6.280684471E-2,6.751767159E0
2.573957127E2,7.029136658E0,-3.061290830E-3,6.822900772E0
2.574457127E2,6.967833519E0,-1.023304760E-1,6.943627357E0
2.574957127E2,7.160353661E0,1.304224879E-1,6.749650955E0
2.575457127E2,6.994281769E0,-1.408580989E-1,6.788127422E0
2.575957127E2,7.115293503E0,-9.380923212E-2,6.813796997E0
2.576457127E2,7.137955189E0,6.535797566E-2,6.615033150E0
2.576957127E2,7.001623154E0,-1.063043326E-1,6.928542137E0
2.577457127E2,7.056697369E0,1.043739691E-1,6.871110439E0
2.577957127E2,7.121277809E0,4.012320191E-2,6.817218781E0
2.578457127E2,6.941085815E0,-2.793868780E-1,6.835333824E0
2.578957127E2,7.223756313E0,8.414443582E-2,6.742047310E0
2.579457127E2,7.102014542E0,4.727665335E-2,6.639922142E0
2.579957127E2,6.998618126E0,-4.317324236E-2,6.908240318E0
2.580457127E2,7.107910156E0,2.067333274E-2,6.908169746E0
2.580957127E2,7.009877205E0,-1.614216119E-1,6.766361713E0
2.581457127E2,7.062105656E0,-5.997630954E-2,6.874338150E0
2.581957127E2,7.110088348E0,1.129897386E-1,6.829420090E0
2.582457127E2,7.086860657E0,-1.332563348E-2,6.716801167E0
2.582957127E2,7.158721924E0,-3.051735461E-2,6.719959259E0
2.583457127E2,7.093176842E0,-7.985644042E-2,6.735217094E0
2.583957127E2,7.014636993E0,-7.952399552E-2,6.942740440E0
2.584457127E2,7.042319298E0,4.139702301E-3,6.876723289E0
2.584957127E2,7.042934418E0,5.537961423E-2,6.812844276E0
2.585457127E2,7.107020855E0,1.938616857E-2,6.837642193E0
2.585957127E2,7.136612892E0,-5.405816436E-2,6.708404541E0
2.586457127E2,7.108881474E0,-1.164295524E-1,6.727284431E0
2.586957127E2,7.049667358E0,-7.497692853E-2,6.836962223E0
2.587457127E2,7.058323860E0,2.959697321E-2,6.829045296E0
2.587957127E2,7.089208126E0,6.382319331E-2,6.824287415E0
2.588457127E2,7.014916420E0,-7.754726708E-2,6.860636711E0
2.588957127E2,7.108671188E0,-6.780970842E-2,6.720389843E0
2.589457127E2,7.167016506E0,-4.699978232E-2,6.690480232E0
2.589957127E2,7.035694122E0,1.995758526E-2,6.827884674E0
2.590457127E2,7.061036587E0,5.345509388E-3,6.914734840E0
2.590957127E2,7.051269531E0,1.012101583E-2,6.801492691E0
2.591457127E2,7.072930813E0,-1.114522964E-1,6.919707775E0
2.591957127E2,7.120652199E0,-1.042568758E-1,6.563612938E0
2.592457127E2,7.153452873E0,1.489403993E-1,6.773598194E0
2.592957127E2,6.923596382E0,-9.426592290E-2,6.994130611E0
2.593457127E2,7.045347214E0,-7.471487671E-2,6.905102730E0
2.593957127E2,7.193355560E0,9.787876159E-3,6.587912560E0
2.594457127E2,7.261151314E0,-1.705031097E-1,6.515646935E0
2.594957127E2,7.270793915E0,3.595244139E-2,6.477359772E0
2.595457127E2,7.040917873E0,1.103858650E-1,6.902086258E0
2.595957127E2,6.827190876E0,-5.113837868E-2,7.320310593E0
2.596457127E2,6.916315556E0,-2.056481317E-2,7.100177288E0
2.596957127E2,7.145815849E0,-7.893598825E-2,6.786611557E0
2.597457127E2,7.268762589E0,-5.855980143E-2,6.453951836E0
2.597957127E2,7.379083633E0,5.899069458E-2,6.310778618E0
2.598457127E2,7.137845039E0,-9.436859190E-2,6.673277855E0
2.598957127E2,7.023970604E0,-4.295201227E-2,6.978841305E0
2.599457127E2,6.918529987E0,3.327842429E-2,7.070411682E0
2.599957127E2,6.976239681E0,-5.879534781E-2,7.107657433E0
2.600457127E2,7.185555458E0,1.193841919E-2,6.699794292E0
2.600957127E2,7.227614403E0,1.502168365E-2,6.421000004E0
2.601457127E2,7.190969467E0,-1.345301718E-1,6.543354988E0
2.601957127E2,7.235476971E0,1.853829063E-2,6.695688725E0
2.602457127E2,6.968107224E0,-1.101789810E-2,6.865278244E0
2.602957127E2,6.975138664E0,-7.245760411E-2,7.209408760E0
2.603457127E2,7.065997601E0,5.231523514E-2,6.841643333E0
2.603957127E2,7.114003181E0,-5.418537185E-2,6.690358639E0
2.604457127E2,7.205082893E0,-9.809324145E-2,6.580533981E0
2.604957127E2,7.274294376E0,4.218338430E-2,6.546624184E0
2.605457127E2,7.080329418E0,-8.668941446E-3,6.746341705E0
2.605957127E2,7.016879082E0,-1.890256442E-2,6.955969334E0
2.606457127E2,7.008673668E0,-3.109072708E-2,6.983424187E0
2.606957127E2,7.033669472E0,-7.577329874E-2,6.837776661E0
2.607457127E2,7.220510483E0,5.250592716E-3,6.615888596E0
2.607957127E2,7.157985687E0,1.905438490E-3,6.500025749E0
2.608457127E2,7.134352684E0,-8.827470243E-2,6.641004562E0
2.608957127E2,7.214266777E0,1.402519643E-2,6.967273712E0
2.609457127E2,6.990762234E0,-5.438833497E-3,6.948219776E0
2.609957127E2,7.083349705E0,-1.371957641E-2,6.894920826E0
2.610457127E2,7.136598110E0,-1.086478382E-1,6.778770447E0
2.610957127E2,7.125248909E0,-5.507012829E-2,6.635439396E0
2.611457127E2,7.190307617E0,1.768901013E-2,6.550747395E0
2.611957127E2,7.212347031E0,5.082867295E-2,6.747125149E0
2.612457127E2,6.980684757E0,-1.091421247E-1,6.857990742E0
2.612957127E2,7.018601418E0,2.063503489E-3,6.888223648E0
2.613457127E2,6.844761848E0,-1.009860411E-1,6.575922489E0
2.613957127E2,6.815591335E0,6.194829009E-3,6.437595844E0
2.614457127E2,7.327571392E0,-4.614619166E-2,6.658423901E0
2.614957127E2,7.200224876E0,-3.071473166E-2,6.681947231E0
2.615457127E2,7.318634987E0,-1.009164527E-1,7.032905102E0
2.615957127E2,7.106081486E0,4.178135097E-2,6.985082150E0
2.616457127E2,6.551294327E0,-1.053081155E-1,6.530561924E0
2.616957127E2,6.972826004E0,-1.410867870E-1,6.700114727E0
2.617457127E2,7.275872231E0,-5.817114934E-2,6.771471500E0
2.617957127E2,7.480035782E0,3.362726048E-2,6.735339165E0
2.618457127E2,6.930738449E0,-6.069373339E-2,6.559562683E0
2.618957127E2,6.296742439E0,-1.607483178E-1,6.272199631E0
2.619457127E2,6.454370499E0,6.507812440E-2,6.254961967E0
2.619957127E2,6.909116745E0,-5.801898614E-2,6.772875309E0
2.620457127E2,6.632213116E0,-1.135439873E-1,6.413736343E0
2.620957127E2,6.608604908E0,-4.095071182E-2,6.142924786E0
2.621457127E2,6.811712265E0,-1.429803222E-1,6.450413704E0
2.621957127E2,6.759428024E0,-2.036196589E-1,6.344258308E0
2.622457127E2,6.890856743E0,1.098660827E-1,6.580259323E0
2.622957127E2,6.983904362E0,2.263825759E-2,6.794587135E0
2.623457127E2,7.426427364E0,5.412627012E-2,7.037840366E0
2.623957127E2,7.012393951E0,-6.965383887E-3,6.850386620E0
2.624457127E2,6.919608116E0,-2.240934074E-1,6.719972610E0
2.624957127E2,6.958970070E0,-1.411322206E-1,6.646022797E0
2.625457127E2,7.114562988E0,-7.402289659E-2,6.793635368E0
2.625957127E2,7.599290848E0,2.802189067E-2,6.938160419E0
2.626457127E2,6.785046577E0,5.200696364E-2,6.639885426E0
2.626957127E2,7.174009323E0,-7.059281226E-3,6.811858654E0
2.627457127E2,6.884905815E0,-1.088152379E-1,6.581905365E0
2.627957127E2,6.339651108E0,-2.621710300E-2,6.543212891E0
2.628457127E2,7.600245476E0,-1.694111079E-1,7.029596329E0
2.628957127E2,7.455648422E0,-9.487040341E-2,7.196579933E0
2.629457127E2,7.152020454E0,9.335534275E-2,6.656014442E0
2.629957127E2,7.416603088E0,-4.492341727E-2,6.750416756E0
2.630457127E2,7.262443542E0,1.612882502E-2,6.935763359E0
2.630957127E2,7.424901962E0,-1.211829260E-1,7.044878960E0
2.631457127E2,7.194921970E0,-2.508389950E-1,7.120779037E0
2.631957127E2,6.875415802E0,1.660216972E-2,6.782262802E0
2.632457127E2,6.686528206E0,2.424184233E-3,6.534449100E0
2.632957127E2,6.754053116E0,-2.722705714E-2,6.513973236E0
2.633457127E2,6.590394497E0,4.134305194E-2,6.291927338E0
2.633957127E2,6.863731861E0,-3.163481876E-2,6.550623417E0
2.634457127E2,7.781333923E0,-2.178298309E-2,6.968989849E0
2.634957127E2,7.333592415E0,-3.505616635E-2,6.988182545E0
2.635457127E2,7.440699577E0,-2.064823508E-1,7.070481300E0
2.635957127E2,6.777705193E0,-2.072085738E-1,6.658761978E0
2.636457127E2,6.817970753E0,-5.934756249E-2,6.643574238E0
2.636957127E2,7.813741684E0,9.605129808E-2,7.391757965E0
2.637457127E2,7.635423660E0,1.373960227E-1,7.249332428E0
2.637957127E2,7.050916672E0,-1.850071549E-2,6.844283104E0
2.638457127E2,6.552085400E0,-1.738126427E-1,6.345894337E0
2.638957127E2,5.405978203E0,-1.634076238E-1,5.669543266E0
2.639457127E2,6.788851738E0,-6.629455835E-2,6.315778732E0
2.639957127E2,7.415178299E0,-2.220080420E-2,6.858068943E0
2.640457127E2,7.674333096E0,3.716683388E-2,6.910699844E0
2.640957127E2,6.820918083E0,-3.202385455E-2,6.552366734E0
2.641457127E2,6.490667343E0,-9.390131384E-2,6.108824730E0
2.641957127E2,6.317329884E0,-1.267925799E-1,6.390885353E0
2.642457127E2,7.235407352E0,-1.062367484E-1,6.965524673E0
2.642957127E2,7.129415512E0,-6.742043048E-2,7.097967148E0
2.643457127E2,7.483549118E0,5.252287537E-2,6.989069462E0
2.643957127E2,6.684346676E0,8.822656423E-2,6.541513443E0
2.644457127E2,7.095898151E0,8.302443475E-2,6.512112617E0
2.644957127E2,6.928196907E0,-1.238306612E-1,6.956127167E0
2.645457127E2,8.063524246E0,-1.976633966E-1,7.642583847E0
2.645957127E2,7.522522926E0,-1.561086029E-1,7.386810303E0
2.646457127E2,7.907367229E0,5.650592968E-2,7.138185501E0
