"Time (s)","Pressure (hPa)"
1.532858976E2,9.774356689E2
1.533358976E2,9.774356689E2
1.533858976E2,9.774356689E2
1.534358976E2,9.774356689E2
1.534858976E2,9.774356689E2
1.535358976E2,9.774356689E2
1.535858976E2,9.774356689E2
1.536358976E2,9.774356689E2
1.536858976E2,9.774356689E2
1.537358976E2,9.774356689E2
1.537858976E2,9.774356689E2
1.538358976E2,9.774356689E2
1.538858976E2,9.774357300E2
1.539358976E2,9.774358521E2
1.539858976E2,9.774358521E2
1.540358976E2,9.774359131E2
1.540858976E2,9.774359131E2
1.541358976E2,9.774359131E2
1.541858976E2,9.774359131E2
1.542358976E2,9.774359131E2
1.542858976E2,9.774359131E2
1.543358976E2,9.774359741E2
1.543858976E2,9.774359741E2
1.544358976E2,9.774360352E2
1.544858976E2,9.774360352E2
1.545358976E2,9.774360352E2
1.545858976E2,9.774362793E2
1.546358976E2,9.774362793E2
1.546858976E2,9.774362793E2
1.547358976E2,9.774363403E2
1.547858976E2,9.774364014E2
1.548358976E2,9.774365234E2
1.548858976E2,9.774365234E2
1.549358976E2,9.774367065E2
1.549858976E2,9.774370117E2
1.550358976E2,9.774371338E2
1.550858976E2,9.774374390E2
1.551358976E2,9.774376221E2
1.551858976E2,9.774378662E2
1.552358976E2,9.774382324E2
1.552858976E2,9.774384766E2
1.553358976E2,9.774385986E2
1.553858976E2,9.774388428E2
1.554358976E2,9.774389648E2
1.554858976E2,9.774392700E2
1.555358976E2,9.774395752E2
1.555858976E2,9.774396362E2
1.556358976E2,9.774398804E2
1.556858976E2,9.774402466E2
1.557358976E2,9.774406128E2
1.557858976E2,9.774408569E2
1.558358976E2,9.774412231E2
1.558858976E2,9.774416504E2
1.559358976E2,9.774420166E2
1.559858976E2,9.774421997E2
1.560358976E2,9.774423828E2
1.560858976E2,9.774424438E2
1.561358976E2,9.774426880E2
1.561858976E2,9.774429321E2
1.562358976E2,9.774431152E2
1.562858976E2,9.774437256E2
1.563358976E2,9.774438477E2
1.563858976E2,9.774439697E2
1.564358976E2,9.774443970E2
1.564858976E2,9.774448242E2
1.565358976E2,9.774452515E2
1.565858976E2,9.774457397E2
1.566358976E2,9.774461670E2
1.566858976E2,9.774468384E2
1.567358976E2,9.774472656E2
1.567858976E2,9.774475098E2
1.568358976E2,9.774478760E2
1.568858976E2,9.774483032E2
1.569358976E2,9.774488525E2
1.569858976E2,9.774492188E2
1.570358976E2,9.774495850E2
1.570858976E2,9.774500122E2
1.571358976E2,9.774505615E2
1.571858976E2,9.774511108E2
1.572358976E2,9.774514160E2
1.572858976E2,9.774518433E2
1.573358976E2,9.774523315E2
1.573858976E2,9.774526978E2
1.574358976E2,9.774530640E2
1.574858976E2,9.774536743E2
1.575358976E2,9.774542847E2
1.575858976E2,9.774545898E2
1.576358976E2,9.774547729E2
1.576858976E2,9.774551392E2
1.577358976E2,9.774558105E2
1.577858976E2,9.774564209E2
1.578358976E2,9.774570312E2
1.578858976E2,9.774577637E2
1.579358976E2,9.774583740E2
1.579858976E2,9.774590454E2
1.580358976E2,9.774594727E2
1.580858976E2,9.774598999E2
1.581358976E2,9.774603882E2
1.581858976E2,9.774608765E2
1.582358976E2,9.774612427E2
1.582858976E2,9.774617310E2
1.583358976E2,9.774622192E2
1.583858976E2,9.774625854E2
1.584358976E2,9.774630127E2
1.584858976E2,9.774633789E2
1.585358976E2,9.774638672E2
1.585858976E2,9.774643555E2
1.586358976E2,9.774648438E2
1.586858976E2,9.774652100E2
1.587358976E2,9.774655762E2
1.587858976E2,9.774659424E2
1.588358976E2,9.774661865E2
1.588858976E2,9.774664307E2
1.589358976E2,9.774666748E2
1.589858976E2,9.774670410E2
1.590358976E2,9.774672241E2
1.590858976E2,9.774676514E2
1.591358976E2,9.774679565E2
1.591858976E2,9.774682007E2
1.592358976E2,9.774683838E2
1.592858976E2,9.774685059E2
1.593358976E2,9.774686890E2
1.593858976E2,9.774689331E2
1.594358976E2,9.774689941E2
1.594858976E2,9.774691162E2
1.595358976E2,9.774696655E2
1.595858976E2,9.774699707E2
1.596358976E2,9.774699707E2
1.596858976E2,9.774700317E2
1.597358976E2,9.774700928E2
1.597858976E2,9.774703369E2
1.598358976E2,9.774706421E2
1.598858976E2,9.774707031E2
1.599358976E2,9.774710083E2
1.599858976E2,9.774714355E2
1.600358976E2,9.774716797E2
1.600858976E2,9.774719849E2
1.601358976E2,9.774722900E2
1.601858976E2,9.774723511E2
1.602358976E2,9.774724121E2
1.602858976E2,9.774725342E2
1.603358976E2,9.774727783E2
1.603858976E2,9.774730225E2
1.604358976E2,9.774733276E2
1.604858976E2,9.774736938E2
1.605358976E2,9.774739990E2
1.605858976E2,9.774742432E2
1.606358976E2,9.774744873E2
1.606858976E2,9.774746094E2
1.607358976E2,9.774747925E2
1.607858976E2,9.774749146E2
1.608358976E2,9.774749756E2
1.608858976E2,9.774750977E2
1.609358976E2,9.774751587E2
1.609858976E2,9.774754028E2
1.610358976E2,9.774756470E2
1.610858976E2,9.774757080E2
1.611358976E2,9.774760132E2
1.611858976E2,9.774761963E2
1.612358976E2,9.774762573E2
1.612858976E2,9.774765015E2
1.613358976E2,9.774766846E2
1.613858976E2,9.774766846E2
1.614358976E2,9.774766846E2
1.614858976E2,9.774766846E2
1.615358976E2,9.774766846E2
1.615858976E2,9.774766846E2
1.616358976E2,9.774766846E2
1.616858976E2,9.774766846E2
1.617358976E2,9.774766846E2
1.617858976E2,9.774766846E2
1.618358976E2,9.774766846E2
1.618858976E2,9.774766846E2
1.619358976E2,9.774766846E2
1.619858976E2,9.774766846E2
1.620358976E2,9.774766846E2
1.620858976E2,9.774766846E2
1.621358976E2,9.774766846E2
1.621858976E2,9.774766846E2
1.622358976E2,9.774766846E2
1.622858976E2,9.774766846E2
1.623358976E2,9.774766846E2
1.623858976E2,9.774766846E2
1.624358976E2,9.774766846E2
1.624858976E2,9.774766846E2
1.625358976E2,9.774766846E2
1.625858976E2,9.774766846E2
1.626358976E2,9.774766846E2
1.626858976E2,9.774766846E2
1.627358976E2,9.774766846E2
1.627858976E2,9.774766846E2
1.628358976E2,9.774766846E2
1.628858976E2,9.774766846E2
1.629358976E2,9.774763184E2
1.629858976E2,9.774760132E2
1.630358976E2,9.774757080E2
1.630858976E2,9.774753418E2
1.631358976E2,9.774751587E2
1.631858976E2,9.774749756E2
1.632358976E2,9.774745483E2
1.632858976E2,9.774742432E2
1.633358976E2,9.774738159E2
1.633858976E2,9.774733887E2
1.634358976E2,9.774730835E2
1.634858976E2,9.774729004E2
1.635358976E2,9.774725952E2
1.635858976E2,9.774720459E2
1.636358976E2,9.774715576E2
1.636858976E2,9.774713135E2
1.637358976E2,9.774710083E2
1.637858976E2,9.774707642E2
1.638358976E2,9.774705200E2
1.638858976E2,9.774702759E2
1.639358976E2,9.774699097E2
1.639858976E2,9.774696045E2
1.640358976E2,9.774692383E2
1.640858976E2,9.774688721E2
1.641358976E2,9.774684448E2
1.641858976E2,9.774681396E2
1.642358976E2,9.774677734E2
1.642858976E2,9.774672852E2
1.643358976E2,9.774669800E2
1.643858976E2,9.774664917E2
1.644358976E2,9.774660034E2
1.644858976E2,9.774656372E2
1.645358976E2,9.774653931E2
1.645858976E2,9.774651489E2
1.646358976E2,9.774647217E2
1.646858976E2,9.774643555E2
1.647358976E2,9.774638672E2
1.647858976E2,9.774636230E2
1.648358976E2,9.774632568E2
1.648858976E2,9.774627686E2
1.649358976E2,9.774625854E2
1.649858976E2,9.774624634E2
1.650358976E2,9.774620361E2
1.650858976E2,9.774617310E2
1.651358976E2,9.774612427E2
1.651858976E2,9.774607544E2
1.652358976E2,9.774602051E2
1.652858976E2,9.774597778E2
1.653358976E2,9.774594727E2
1.653858976E2,9.774592896E2
1.654358976E2,9.774590454E2
1.654858976E2,9.774588013E2
1.655358976E2,9.774584961E2
1.655858976E2,9.774583740E2
1.656358976E2,9.774581909E2
1.656858976E2,9.774579468E2
1.657358976E2,9.774576416E2
1.657858976E2,9.774570923E2
1.658358976E2,9.774567871E2
1.658858976E2,9.774565430E2
1.659358976E2,9.774562378E2
1.659858976E2,9.774558716E2
1.660358976E2,9.774554443E2
1.660858976E2,9.774549561E2
1.661358976E2,9.774544678E2
1.661858976E2,9.774541626E2
1.662358976E2,9.774539185E2
1.662858976E2,9.774536133E2
1.663358976E2,9.774533691E2
1.663858976E2,9.774531250E2
1.664358976E2,9.774528198E2
1.664858976E2,9.774526978E2
1.665358976E2,9.774525146E2
1.665858976E2,9.774521484E2
1.666358976E2,9.774519043E2
1.666858976E2,9.774516602E2
1.667358976E2,9.774515381E2
1.667858976E2,9.774514771E2
1.668358976E2,9.774512939E2
1.668858976E2,9.774512329E2
1.669358976E2,9.774509888E2
1.669858976E2,9.774506226E2
1.670358976E2,9.774504395E2
1.670858976E2,9.774503784E2
1.671358976E2,9.774502563E2
1.671858976E2,9.774500122E2
1.672358976E2,9.774500122E2
1.672858976E2,9.774499512E2
1.673358976E2,9.774499512E2
1.673858976E2,9.774499512E2
1.674358976E2,9.774499512E2
1.674858976E2,9.774498901E2
1.675358976E2,9.774498291E2
1.675858976E2,9.774498291E2
1.676358976E2,9.774497681E2
1.676858976E2,9.774497681E2
1.677358976E2,9.774497681E2
1.677858976E2,9.774497070E2
1.678358976E2,9.774495239E2
1.678858976E2,9.774494629E2
1.679358976E2,9.774494629E2
1.679858976E2,9.774494019E2
1.680358976E2,9.774491577E2
1.680858976E2,9.774491577E2
1.681358976E2,9.774489746E2
1.681858976E2,9.774489136E2
1.682358976E2,9.774488525E2
1.682858976E2,9.774488525E2
1.683358976E2,9.774486694E2
1.683858976E2,9.774484253E2
1.684358976E2,9.774482422E2
1.684858976E2,9.774479370E2
1.685358976E2,9.774477539E2
1.685858976E2,9.774475708E2
1.686358976E2,9.774473267E2
1.686858976E2,9.774472046E2
1.687358976E2,9.774470215E2
1.687858976E2,9.774468994E2
1.688358976E2,9.774468384E2
1.688858976E2,9.774464111E2
1.689358976E2,9.774461060E2
1.689858976E2,9.774457397E2
1.690358976E2,9.774453125E2
1.690858976E2,9.774449463E2
1.691358976E2,9.774444580E2
1.691858976E2,9.774440308E2
1.692358976E2,9.774436035E2
1.692858976E2,9.774431152E2
1.693358976E2,9.774428711E2
1.693858976E2,9.774425659E2
1.694358976E2,9.774421997E2
1.694858976E2,9.774417725E2
1.695358976E2,9.774416504E2
1.695858976E2,9.774412842E2
1.696358976E2,9.774409790E2
1.696858976E2,9.774406128E2
1.697358976E2,9.774401245E2
1.697858976E2,9.774396973E2
1.698358976E2,9.774392700E2
1.698858976E2,9.774387817E2
1.699358976E2,9.774385376E2
1.699858976E2,9.774383545E2
1.700358976E2,9.774379883E2
1.700858976E2,9.774376831E2
1.701358976E2,9.774372559E2
1.701858976E2,9.774369507E2
1.702358976E2,9.774365234E2
1.702858976E2,9.774362793E2
1.703358976E2,9.774359131E2
1.703858976E2,9.774357300E2
1.704358976E2,9.774354248E2
1.704858976E2,9.774350586E2
1.705358976E2,9.774346924E2
1.705858976E2,9.774344482E2
1.706358976E2,9.774340820E2
1.706858976E2,9.774336548E2
1.707358976E2,9.774332886E2
1.707858976E2,9.774329834E2
1.708358976E2,9.774326172E2
1.708858976E2,9.774322510E2
1.709358976E2,9.774319458E2
1.709858976E2,9.774314575E2
1.710358976E2,9.774309082E2
1.710858976E2,9.774304199E2
1.711358976E2,9.774299316E2
1.711858976E2,9.774294434E2
1.712358976E2,9.774289551E2
1.712858976E2,9.774285278E2
1.713358976E2,9.774279785E2
1.713858976E2,9.774276123E2
1.714358976E2,9.774271851E2
1.714858976E2,9.774268188E2
1.715358976E2,9.774263916E2
1.715858976E2,9.774257812E2
1.716358976E2,9.774252319E2
1.716858976E2,9.774249268E2
1.717358976E2,9.774244385E2
1.717858976E2,9.774238892E2
1.718358976E2,9.774237671E2
1.718858976E2,9.774236450E2
1.719358976E2,9.774235229E2
1.719858976E2,9.774232788E2
1.720358976E2,9.774230957E2
1.720858976E2,9.774230957E2
1.721358976E2,9.774230957E2
1.721858976E2,9.774230957E2
1.722358976E2,9.774230957E2
1.722858976E2,9.774230957E2
1.723358976E2,9.774230957E2
1.723858976E2,9.774230957E2
1.724358976E2,9.774230957E2
1.724858976E2,9.774230957E2
1.725358976E2,9.774230957E2
1.725858976E2,9.774230957E2
1.726358976E2,9.774230957E2
1.726858976E2,9.774230957E2
1.727358976E2,9.774230957E2
1.727858976E2,9.774230957E2
1.728358976E2,9.774230957E2
1.728858976E2,9.774230957E2
1.729358976E2,9.774230957E2
1.729858976E2,9.774230957E2
1.730358976E2,9.774230957E2
1.730858976E2,9.774230957E2
1.731358976E2,9.774230957E2
1.731858976E2,9.774230957E2
1.732358976E2,9.774230957E2
1.732858976E2,9.774230957E2
1.733358976E2,9.774230957E2
1.733858976E2,9.774230957E2
1.734358976E2,9.774230957E2
1.734858976E2,9.774230957E2
1.735358976E2,9.774233398E2
1.735858976E2,9.774234619E2
1.736358976E2,9.774236450E2
1.736858976E2,9.774238281E2
1.737358976E2,9.774240112E2
1.737858976E2,9.774241333E2
1.738358976E2,9.774243164E2
1.738858976E2,9.774244385E2
1.739358976E2,9.774245605E2
1.739858976E2,9.774246216E2
1.740358976E2,9.774248047E2
1.740858976E2,9.774249268E2
1.741358976E2,9.774249878E2
1.741858976E2,9.774249878E2
1.742358976E2,9.774251709E2
1.742858976E2,9.774253540E2
1.743358976E2,9.774255981E2
1.743858976E2,9.774259033E2
1.744358976E2,9.774262085E2
1.744858976E2,9.774265747E2
1.745358976E2,9.774268188E2
1.745858976E2,9.774270630E2
1.746358976E2,9.774274902E2
1.746858976E2,9.774280396E2
1.747358976E2,9.774284668E2
1.747858976E2,9.774287109E2
1.748358976E2,9.774291992E2
1.748858976E2,9.774298096E2
1.749358976E2,9.774302979E2
1.749858976E2,9.774306030E2
1.750358976E2,9.774308472E2
1.750858976E2,9.774309692E2
1.751358976E2,9.774313354E2
1.751858976E2,9.774317627E2
1.752358976E2,9.774321899E2
1.752858976E2,9.774325562E2
1.753358976E2,9.774331055E2
1.753858976E2,9.774337769E2
1.754358976E2,9.774343872E2
1.754858976E2,9.774350586E2
1.755358976E2,9.774357300E2
1.755858976E2,9.774364014E2
1.756358976E2,9.774369507E2
1.756858976E2,9.774374390E2
1.757358976E2,9.774379883E2
1.757858976E2,9.774384766E2
1.758358976E2,9.774390259E2
1.758858976E2,9.774395752E2
1.759358976E2,9.774400635E2
1.759858976E2,9.774404907E2
1.760358976E2,9.774409790E2
1.760858976E2,9.774417114E2
1.761358976E2,9.774423828E2
1.761858976E2,9.774429321E2
1.762358976E2,9.774436035E2
1.762858976E2,9.774441528E2
1.763358976E2,9.774446411E2
1.763858976E2,9.774451904E2
1.764358976E2,9.774455566E2
1.764858976E2,9.774460449E2
1.765358976E2,9.774465942E2
1.765858976E2,9.774471436E2
1.766358976E2,9.774476929E2
1.766858976E2,9.774481201E2
1.767358976E2,9.774486694E2
1.767858976E2,9.774490967E2
1.768358976E2,9.774495850E2
1.768858976E2,9.774502563E2
1.769358976E2,9.774507446E2
1.769858976E2,9.774511719E2
1.770358976E2,9.774519043E2
1.770858976E2,9.774526978E2
1.771358976E2,9.774534302E2
1.771858976E2,9.774541626E2
1.772358976E2,9.774548340E2
1.772858976E2,9.774552612E2
1.773358976E2,9.774557495E2
1.773858976E2,9.774564819E2
1.774358976E2,9.774571533E2
1.774858976E2,9.774576416E2
1.775358976E2,9.774581909E2
1.775858976E2,9.774588013E2
1.776358976E2,9.774592896E2
1.776858976E2,9.774598999E2
1.777358976E2,9.774605713E2
1.777858976E2,9.774611206E2
1.778358976E2,9.774616089E2
1.778858976E2,9.774620972E2
1.779358976E2,9.774625854E2
1.779858976E2,9.774628906E2
1.780358976E2,9.774633789E2
1.780858976E2,9.774639893E2
1.781358976E2,9.774645996E2
1.781858976E2,9.774650879E2
1.782358976E2,9.774653931E2
1.782858976E2,9.774657593E2
1.783358976E2,9.774662476E2
1.783858976E2,9.774667358E2
1.784358976E2,9.774672241E2
1.784858976E2,9.774674072E2
1.785358976E2,9.774677124E2
1.785858976E2,9.774680176E2
1.786358976E2,9.774684448E2
1.786858976E2,9.774687500E2
1.787358976E2,9.774689331E2
1.787858976E2,9.774693604E2
1.788358976E2,9.774695435E2
1.788858976E2,9.774697266E2
1.789358976E2,9.774699097E2
1.789858976E2,9.774702148E2
1.790358976E2,9.774707642E2
1.790858976E2,9.774713135E2
1.791358976E2,9.774718628E2
1.791858976E2,9.774722900E2
1.792358976E2,9.774727173E2
1.792858976E2,9.774730225E2
1.793358976E2,9.774734497E2
1.793858976E2,9.774738159E2
1.794358976E2,9.774742432E2
1.794858976E2,9.774746704E2
1.795358976E2,9.774752197E2
1.795858976E2,9.774757690E2
1.796358976E2,9.774761963E2
1.796858976E2,9.774765015E2
1.797358976E2,9.774768677E2
1.797858976E2,9.774772339E2
1.798358976E2,9.774777832E2
1.798858976E2,9.774784546E2
1.799358976E2,9.774788818E2
1.799858976E2,9.774792480E2
1.800358976E2,9.774795532E2
1.800858976E2,9.774799805E2
1.801358976E2,9.774804077E2
1.801858976E2,9.774807739E2
1.802358976E2,9.774810181E2
1.802858976E2,9.774813232E2
1.803358976E2,9.774816895E2
1.803858976E2,9.774820557E2
1.804358976E2,9.774824829E2
1.804858976E2,9.774832153E2
1.805358976E2,9.774836426E2
1.805858976E2,9.774840698E2
1.806358976E2,9.774843140E2
1.806858976E2,9.774847412E2
1.807358976E2,9.774849854E2
1.807858976E2,9.774853516E2
1.808358976E2,9.774856567E2
