"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.814084021E0,9.444893837E0,1.642264724E0,-2.310602903E0
5.864084021E0,9.219717979E0,1.357202768E0,-2.602851152E0
5.914084021E0,8.891537666E0,1.527281761E0,-2.732207060E0
5.964084021E0,9.212532043E0,5.331581235E-1,-2.598060369E0
6.014084021E0,9.332305908E0,9.068527818E-1,-3.719144344E0
6.064084021E0,9.047244072E0,1.208683133E0,-3.767053843E0
6.114084021E0,9.765887260E0,2.080637217E0,-2.844794512E0
6.164084021E0,9.583830833E0,1.220660448E0,-2.799280405E0
6.214084021E0,8.886746407E0,-7.768892497E-2,-3.994624138E0
6.264084021E0,8.424419403E0,3.079831302E-1,-4.617448807E0
6.314084021E0,8.340578079E0,4.038022459E-1,-4.107211590E0
6.364084021E0,8.505866051E0,1.522770226E-1,-3.757471800E0
6.414084021E0,9.741932869E0,4.253615737E-1,-4.059302330E0
6.464084021E0,1.030966091E1,4.085932076E-1,-3.764658451E0
6.514084021E0,9.368238449E0,7.463557124E-1,-4.181471825E0
6.564084021E0,9.538316727E0,-5.639710426E-1,-4.605471134E0
6.614084021E0,8.968193054E0,-1.261055350E0,-5.757696629E0
6.664084021E0,8.505866051E0,-1.371247292E0,-3.781426668E0
6.714084021E0,7.964487553E0,-7.675867081E-1,-1.879416823E0
6.764084021E0,7.588397503E0,7.152144909E-1,-2.298625469E0
6.814084021E0,9.092758179E0,5.885335803E-2,-2.392049074E0
6.864084021E0,9.258046150E0,-3.603554070E-1,-4.413833141E0
6.914084021E0,9.349074364E0,-7.843550444E-1,-6.651209831E0
6.964084021E0,9.976689339E0,-5.831348896E-1,-2.344139576E0
7.014084021E0,8.675944328E0,9.718101472E-2,-2.875935793E0
7.064084021E0,8.874769211E0,-2.214176208E-1,-3.311913013E0
7.114084021E0,7.928555489E0,-6.933268905E-1,-4.828250885E0
7.164084021E0,8.635221481E0,-1.744941950E0,-3.644884348E0
7.214084021E0,8.053120613E0,-1.375758797E-1,-3.874850273E0
7.264084021E0,8.568148613E0,-8.247987926E-2,-3.999415398E0
7.314084021E0,9.190972328E0,-7.316545248E-1,-4.801900387E0
7.364084021E0,9.164622307E0,2.504916191E-1,-5.024680138E0
7.414084021E0,8.814882278E0,8.876889348E-1,-3.563438177E0
7.464084021E0,8.596894264E0,4.421299100E-1,-5.280996323E0
7.514084021E0,9.262837410E0,-4.681519270E-1,-5.994848728E0
7.564084021E0,8.793323517E0,-4.322197437E-1,-4.370714188E0
7.614084021E0,8.668758392E0,1.474860758E-1,-2.952591181E0
7.664084021E0,9.090362549E0,-1.615306586E-1,-4.167098522E0
7.714084021E0,8.865187645E0,-2.717227042E-1,-5.206736565E0
7.764084021E0,8.611267090E0,-1.061552204E-2,-4.157516956E0
7.814084021E0,8.302249908E0,-1.974628419E-1,-1.424275875E0
7.864084021E0,9.346678734E0,-3.411915600E-1,-3.113088131E0
7.914084021E0,8.723854065E0,-8.487536013E-2,-2.717834234E0
7.964084021E0,8.575334549E0,4.927144200E-2,-2.375280857E0
8.014084021E0,8.896328926E0,-1.687171012E-1,-4.960001945E0
8.064084021E0,9.440102577E0,-1.711125821E-1,-4.215008259E0
8.114084021E0,8.546588898E0,1.105677485E0,-2.054286718E0
8.164084021E0,9.123899460E0,8.206155300E-1,-2.358512402E0
8.214084021E0,9.761096954E0,7.774969339E-1,-5.228295803E0
8.264084021E0,8.853210449E0,6.265817881E-1,-2.820839882E0
8.314084021E0,7.607561111E0,2.576780617E-1,-1.591959476E0
8.364084021E0,7.875854969E0,3.511017263E-1,-4.246149540E0
8.414084021E0,8.800509453E0,8.900844455E-1,-5.259437084E0
8.464084021E0,9.049639702E0,1.637473702E0,-2.885517836E0
8.514084021E0,7.765662670E0,3.568229437E0,-4.076070786E0
8.564084021E0,9.679650307E0,2.068659782E0,-4.248545170E0
8.614084021E0,1.074324226E1,1.141609669E0,-6.584136486E0
8.664084021E0,8.752599716E0,1.615914464E0,-4.200635433E0
8.714084021E0,8.714272499E0,1.924931169E0,1.555699348E0
8.764084021E0,8.045933723E0,2.681902409E0,-5.872679234E0
8.814084021E0,9.579040527E0,1.709338069E0,-5.046239376E0
8.864084021E0,9.171809196E0,2.195620298E0,-5.012702465E0
8.914084021E0,8.390882492E0,2.840003967E0,-3.647279978E0
8.964084021E0,8.386092186E0,2.554942131E0,-1.704546928E0
9.014084021E0,8.635221481E0,2.286648512E0,-3.522715092E0
9.064084021E0,8.774159431E0,2.092614651E0,-4.016183376E0
9.114084021E0,8.484306335E0,1.079327226E0,-2.547755241E0
9.164084021E0,8.953820229E0,8.278020024E-1,-2.763348341E0
9.214084021E0,9.349074364E0,7.463557124E-1,-2.648365259E0
9.264084021E0,9.305955887E0,4.612937570E-1,-3.177766085E0
9.314084021E0,9.253254890E0,2.984012067E-1,-3.982646942E0
9.364084021E0,8.925074577E0,-3.316096663E-1,-2.705856800E0
9.414084021E0,8.443583488E0,-4.945021868E-1,-3.103506327E0
9.464084021E0,1.052046299E1,-1.510185122E0,-3.929946423E0
9.514084021E0,9.353865623E0,-5.160614848E-1,-4.816273212E0
9.564084021E0,8.623244286E0,-5.424117446E-1,-2.243529558E0
9.614084021E0,9.131085396E0,-1.759035289E-1,-3.460432529E0
9.664084021E0,9.442498207E0,3.798474669E-1,-3.958692074E0
9.714084021E0,8.604080200E0,-7.529344410E-2,-2.066264153E0
9.764084021E0,9.183786392E0,-1.423668414E-1,-4.571934700E0
9.814084021E0,8.685526848E0,-4.777338505E-1,-4.916883469E0
9.864084021E0,8.206431389E0,-8.993380666E-1,-4.334782124E0
9.914084021E0,8.774159431E0,-8.921515942E-1,-5.257041454E0
9.964084021E0,8.479515076E0,-6.166715622E-1,-4.859392166E0
1.001408402E1,8.383696556E0,-8.322646618E-1,-4.332386971E0
1.006408402E1,8.364532471E0,-9.927617311E-1,-4.691708565E0
1.011408402E1,8.484306335E0,-8.825696707E-1,-4.969583988E0
1.016408402E1,8.345368385E0,-1.038275838E0,-4.586307526E0
1.021408402E1,8.568148613E0,-1.076603413E0,-5.204340935E0
1.026408402E1,8.299854279E0,-1.019111991E0,-5.185177326E0
1.031408402E1,8.230385780E0,-1.165236115E0,-4.555166245E0
1.036408402E1,8.242362976E0,-1.045462251E0,-5.319324017E0
1.041408402E1,8.299854279E0,-1.196377397E0,-4.895324230E0
1.046408402E1,8.115403175E0,-1.239495993E0,-4.842623711E0
1.051408402E1,8.235177040E0,-1.397597551E0,-6.064317703E0
1.056408402E1,8.139357567E0,-1.476648331E0,-5.338487625E0
1.061408402E1,8.266318321E0,-1.565281034E0,-5.731346130E0
1.066408402E1,8.065097809E0,-1.373642802E0,-5.520544052E0
1.071408402E1,8.021979332E0,-1.294592023E0,-5.144454002E0
1.076408402E1,8.122589111E0,-1.191586375E0,-5.012702465E0
1.081408402E1,7.988442421E0,-1.004739165E0,-5.769673824E0
1.086408402E1,7.978860378E0,-1.215541244E0,-5.453470707E0
1.091408402E1,8.048329353E0,-1.555699110E0,-5.007911682E0
1.096408402E1,7.981256008E0,-1.335315108E0,-5.074985027E0
1.101408402E1,8.117797852E0,-1.208354831E0,-5.218713760E0
1.106408402E1,7.801595211E0,-9.304792881E-1,-5.237877846E0
1.111408402E1,7.873459339E0,-9.137108922E-1,-5.685832024E0
1.116408402E1,8.007605553E0,-1.076603413E0,-6.356565952E0
1.121408402E1,7.696194172E0,-1.205959320E0,-5.695414066E0
1.126408402E1,7.832736492E0,-1.112535596E0,-5.860702038E0
1.131408402E1,7.770453930E0,-1.364060879E0,-5.424725056E0
1.136408402E1,7.667448521E0,-1.452693582E0,-4.528816223E0
1.141408402E1,7.851900101E0,-1.184399962E0,-5.899029732E0
1.146408402E1,7.729730606E0,-1.004739165E0,-5.954125881E0
1.151408402E1,7.600374699E0,-8.945471048E-1,-5.733741760E0
1.156408402E1,7.775244713E0,-8.322646618E-1,-6.299074650E0
1.161408402E1,7.526114941E0,-9.208973646E-1,-5.738532543E0
1.166408402E1,7.770453930E0,-1.217936635E0,-6.069108486E0
1.171408402E1,7.516532898E0,-1.193981886E0,-5.563662529E0
1.176408402E1,7.660261631E0,-1.246682405E0,-5.700204849E0
1.181408402E1,7.641098022E0,-1.186795473E0,-5.609176636E0
1.186408402E1,7.614747524E0,-1.023902893E0,-5.592408657E0
1.191408402E1,7.631515980E0,-7.076997757E-1,-5.949334621E0
1.196408402E1,7.806385994E0,-9.352701902E-1,-6.208046436E0
1.201408402E1,7.648284435E0,-1.090976357E0,-5.752905369E0
1.206408402E1,7.710566998E0,-8.729877472E-1,-6.140973091E0
1.211408402E1,7.609956741E0,-8.178917766E-1,-5.796024323E0
1.216408402E1,7.516532898E0,-1.033484817E0,-6.131391048E0
1.221408402E1,7.619538784E0,-1.172422647E0,-5.776860237E0
1.226408402E1,7.648284435E0,-1.177213550E0,-5.781651497E0
1.231408402E1,7.736917019E0,-9.759933352E-1,-6.335006714E0
1.236408402E1,7.638702393E0,-9.208973646E-1,-5.858306408E0
1.241408402E1,7.739312649E0,-9.089199305E-1,-5.851119995E0
1.246408402E1,7.583606720E0,-7.963324785E-1,-5.831956387E0
1.251408402E1,7.715357780E0,-6.430218220E-1,-6.045154095E0
1.256408402E1,7.586001873E0,-8.226827383E-1,-5.743323803E0
1.261408402E1,7.674634933E0,-5.735529661E-1,-6.131391048E0
1.266408402E1,7.518928528E0,-4.801293314E-1,-5.314532757E0
1.271408402E1,7.499764919E0,-3.891011477E-1,-5.501380444E0
1.276408402E1,7.650680065E0,8.759909868E-2,-6.078690529E0
1.281408402E1,7.595583916E0,8.280814439E-2,-6.495503902E0
1.286408402E1,7.396759033E0,-2.453724146E-1,-6.390102863E0
1.291408402E1,6.972759724E0,-2.977934852E-2,-6.088272572E0
1.296408402E1,7.432691574E0,-1.854854524E-1,-7.868113041E0
1.301408402E1,7.099720001E0,-4.585700035E-1,-6.744633675E0
1.306408402E1,6.944013596E0,-7.076997757E-1,-6.289492607E0
1.311408402E1,7.027855396E0,-4.894318059E-2,-7.369853497E0
1.316408402E1,7.382386208E0,3.079831302E-1,-5.549289703E0
1.321408402E1,7.782431126E0,-1.998583227E-1,-5.288182735E0
1.326408402E1,7.715357780E0,7.391692996E-1,-5.666668415E0
1.331408402E1,7.811176777E0,1.007462859E0,-6.176905155E0
1.336408402E1,7.212307453E0,1.232637882E0,-6.770983696E0
1.341408402E1,7.334476948E0,1.189519286E0,-8.093288422E0
1.346408402E1,7.923764706E0,7.703105211E-1,-6.634441853E0
1.351408402E1,7.887832165E0,2.075846195E0,-2.459122658E0
1.356408402E1,8.012396812E0,2.329766989E0,-3.115483761E0
1.361408402E1,8.723854065E0,2.030332327E0,-4.646194458E0
1.366408402E1,8.359741211E0,2.198015690E0,-7.832180500E0
1.371408402E1,8.347764015E0,1.927326679E0,-5.400770187E0
1.376408402E1,7.655470848E0,2.301021338E0,-3.848500252E0
1.381408402E1,7.770453930E0,1.774016023E0,-4.722849846E0
1.386408402E1,7.365617752E0,1.191914678E0,-5.230691433E0
1.391408402E1,6.723629951E0,2.027936697E0,-5.216318130E0
1.396408402E1,6.330771446E0,1.872230649E0,-4.231776714E0
1.401408402E1,5.858861923E0,2.059077978E0,-6.330215931E0
1.406408402E1,5.763042927E0,2.061473370E0,-6.909921646E0
1.411408402E1,6.472104549E0,1.687778831E0,-6.502690315E0
1.416408402E1,6.766748428E0,1.790784359E0,-7.386621952E0
1.421408402E1,7.087742329E0,1.809948206E0,-6.648814678E0
1.426408402E1,7.899809837E0,9.499713778E-1,-7.269243240E0
1.431408402E1,7.669843674E0,7.295873761E-1,-6.557786465E0
1.436408402E1,8.357346535E0,8.254064918E-1,-5.237877846E0
1.441408402E1,6.625415325E0,1.898580909E0,-8.263367653E0
1.446408402E1,7.382386208E0,1.026626706E0,-7.877694607E0
1.451408402E1,7.478205681E0,1.144005179E0,-8.134011269E0
1.456408402E1,7.770453930E0,1.361993670E0,-6.974599361E0
1.461408402E1,7.861482143E0,1.230242372E0,-6.497899532E0
1.466408402E1,7.308126450E0,1.050581455E0,-6.138577461E0
1.471408402E1,6.967968464E0,4.325479865E-1,-5.470239162E0
1.476408402E1,6.845798969E0,-5.232478976E-1,-6.064317703E0
1.481408402E1,7.121279240E0,-1.586840391E0,-5.994848728E0
1.486408402E1,6.939222813E0,-9.352701902E-1,-6.476340294E0
1.491408402E1,7.068578720E0,-1.634750009E0,-6.267933369E0
1.496408402E1,6.915267944E0,-1.625168085E0,-6.826079845E0
1.501408402E1,6.927245617E0,-1.263450742E0,-6.093063354E0
1.506408402E1,7.135652065E0,-1.433529735E0,-6.191277981E0
1.511408402E1,7.269798756E0,-9.759933352E-1,-6.270328999E0
1.516408402E1,7.521324158E0,-6.621856689E-1,-5.345674038E0
1.521408402E1,7.643493652E0,-7.220726013E-1,-6.282306194E0
1.526408402E1,7.217098236E0,-5.136659741E-1,-6.404475689E0
1.531408402E1,7.320104122E0,-6.981178522E-1,-5.870284081E0
1.536408402E1,7.300940037E0,-6.406263709E-1,-6.102645397E0
1.541408402E1,7.164397717E0,-4.154514074E-1,-6.375730038E0
1.546408402E1,7.257821560E0,-7.939369678E-1,-6.028385639E0
1.551408402E1,7.269798756E0,-1.229914069E0,-6.744633675E0
1.556408402E1,6.975154877E0,-8.586149216E-1,-7.868113041E0
1.561408402E1,6.984736919E0,-7.076997757E-1,-6.373334408E0
1.566408402E1,6.848194599E0,-6.166715622E-1,-6.416452885E0
1.571408402E1,6.881731510E0,-7.340500355E-1,-7.374644279E0
1.576408402E1,6.618228912E0,-8.538239598E-1,-6.236792088E0
1.581408402E1,6.783516884E0,-7.364454865E-1,-6.797334194E0
1.586408402E1,6.579901218E0,-6.118806005E-1,-6.998554230E0
1.591408402E1,6.330771446E0,-7.651912570E-1,-6.071504116E0
1.596408402E1,6.596669197E0,-8.442420363E-1,-6.917108059E0
1.601408402E1,6.630206108E0,-5.280388594E-1,-7.163842201E0
1.606408402E1,5.911562443E0,-2.884910405E-1,-6.591322899E0
1.611408402E1,6.112782478E0,-5.807393789E-1,-6.059526920E0
1.616408402E1,5.969054222E0,1.738363355E-1,-7.702825069E0
1.621408402E1,6.194229126E0,1.151191592E0,-7.537537098E0
1.626408402E1,6.014567852E0,9.811125994E-1,-6.081086159E0
1.631408402E1,6.390658379E0,1.417089701E0,-9.487457275E0
1.636408402E1,6.654160976E0,1.596750617E0,-8.363977432E0
1.641408402E1,6.052895546E0,1.881812572E0,-8.241807938E0
1.646408402E1,5.755856514E0,1.826716542E0,-7.209356308E0
1.651408402E1,6.218183994E0,1.316479564E0,-7.726779938E0
1.656408402E1,5.739088058E0,1.366784692E0,-8.141198158E0
1.661408402E1,5.595359325E0,1.235033393E0,-7.204565525E0
1.666408402E1,5.267179012E0,1.378762007E0,-7.115932941E0
1.671408402E1,6.110387325E0,1.335643411E0,-8.845468521E0
1.676408402E1,6.675720215E0,1.809948206E0,-9.810846329E0
1.681408402E1,6.714047909E0,1.867439628E0,-7.583051205E0
1.686408402E1,6.599064827E0,1.924931169E0,-7.163842201E0
1.691408402E1,6.939222813E0,2.078241825E0,-1.039534378E1
1.696408402E1,7.003900528E0,2.154897213E0,-5.908611774E0
1.701408402E1,7.118883610E0,2.198015690E0,-5.551685333E0
1.706408402E1,6.757166386E0,2.655552149E0,-3.472409964E0
1.711408402E1,6.778725624E0,3.505947113E0,-1.627891660E0
1.716408402E1,7.727335453E0,3.086738348E0,-3.592183828E0
1.721408402E1,8.129776001E0,3.666444063E0,-3.268794298E0
1.726408402E1,8.192057610E0,4.155121803E0,-3.247235060E0
1.731408402E1,1.558450508E1,1.268062973E1,9.376659989E-1
1.736408402E1,6.831426144E0,6.634441853E0,-5.379487872E-1
1.741408402E1,8.096239090E0,6.797334671E0,4.513838291E-1
1.746408402E1,8.951424599E0,5.616363525E0,-5.499262214E-1
1.751408402E1,8.853210449E0,4.198240280E0,-2.205201864E0
1.756408402E1,8.515447617E0,5.254646301E0,-7.008413672E-1
1.761408402E1,8.438792229E0,4.588703156E0,-1.829111695E0
1.766408402E1,8.829255104E0,7.319548607E0,-2.145592123E-1
1.771408402E1,7.547674179E0,5.355256557E0,1.191586614E0
1.776408402E1,7.892623425E0,5.384002209E0,9.017338157E-1
1.781408402E1,8.537007332E0,5.132476807E0,-2.073727697E-1
1.786408402E1,7.971673965E0,5.036657810E0,-1.043672115E-1
1.791408402E1,7.959696770E0,5.022284985E0,-1.572795630E0
1.796408402E1,7.835131645E0,5.721764565E0,-8.805022836E-1
1.801408402E1,7.739312649E0,6.045154095E0,-2.588478327E0
1.806408402E1,8.194453239E0,4.155121803E0,-4.418623924E0
1.811408402E1,7.748894691E0,4.049720764E0,-7.400994778E0
1.816408402E1,7.681821346E0,2.463913918E0,-6.862011909E0
1.821408402E1,7.686612129E0,1.956072330E0,-8.016633034E0
1.826408402E1,6.963177681E0,1.797970772E0,-6.718283176E0
1.831408402E1,6.376285553E0,7.295873761E-1,-6.380520821E0
1.836408402E1,6.472104549E0,-3.429085948E-3,-6.890758038E0
1.841408402E1,6.452940464E0,-3.675418198E-1,-6.560181618E0
1.846408402E1,5.937912941E0,-9.448521137E-1,-6.445199013E0
1.851408402E1,6.254116058E0,-1.541326284E0,-7.420158386E0
1.856408402E1,6.290048122E0,-1.792851567E0,-7.738757133E0
1.861408402E1,6.076850414E0,-1.812015414E0,-7.233311176E0
1.866408402E1,6.402635574E0,-1.857529402E0,-7.568678379E0
1.871408402E1,6.402635574E0,-1.653913736E0,-7.123119354E0
1.876408402E1,6.357121468E0,-1.316151261E0,-7.226124763E0
1.881408402E1,6.462522507E0,-1.464671016E0,-6.701515198E0
1.886408402E1,6.606251240E0,-1.459879994E0,-6.438012600E0
1.891408402E1,6.534387112E0,-1.165236115E0,-6.232001305E0
1.896408402E1,6.462522507E0,-1.778478622E0,-6.327820301E0
1.901408402E1,6.867358685E0,-2.022817373E0,-7.676474571E0
1.906408402E1,6.488873005E0,-1.924602866E0,-7.218938351E0
1.911408402E1,6.191833496E0,-1.843156576E0,-6.830871105E0
1.916408402E1,6.263697624E0,-2.015630960E0,-7.211751938E0
1.921408402E1,6.577505589E0,-2.233619690E0,-6.835661888E0
1.926408402E1,6.155901432E0,-1.876693249E0,-7.065627575E0
1.931408402E1,6.323585033E0,-1.946162105E0,-6.502690315E0
1.936408402E1,6.611042023E0,-1.979698896E0,-7.206961155E0
1.941408402E1,6.486477375E0,-1.646727324E0,-7.216542721E0
1.946408402E1,6.428986073E0,-1.613190651E0,-6.756610870E0
1.951408402E1,6.421799660E0,-1.941371202E0,-7.082396030E0
1.956408402E1,6.500850201E0,-2.039585829E0,-7.218938351E0
1.961408402E1,6.342748642E0,-2.204873800E0,-7.183006287E0
1.966408402E1,6.316398621E0,-2.216851234E0,-7.056046009E0
1.971408402E1,6.210997105E0,-2.252783298E0,-6.538622379E0
1.976408402E1,6.072059631E0,-2.377348185E0,-6.986577034E0
1.981408402E1,6.220579147E0,-2.523472548E0,-7.353085041E0
1.986408402E1,6.263697624E0,-2.195291996E0,-6.909921646E0
1.991408402E1,6.242138386E0,-1.960535049E0,-6.751820087E0
1.996408402E1,6.450545311E0,-1.955744028E0,-6.926690102E0
2.001408402E1,6.376285553E0,-1.855134010E0,-7.034486771E0
2.006408402E1,6.340353012E0,-1.706614256E0,-6.749424458E0
2.011408402E1,6.498454571E0,-1.701823354E0,-7.396203995E0
2.016408402E1,6.615833282E0,-1.742546439E0,-7.549514294E0
2.021408402E1,6.175065041E0,-1.570072055E0,-6.684746742E0
2.026408402E1,5.777415752E0,-2.188105583E0,-7.671683788E0
2.031408402E1,6.333166599E0,-2.336625099E0,-7.463277340E0
2.036408402E1,6.527200699E0,-2.003653765E0,-8.613107681E0
2.041408402E1,8.412442207E0,-1.143676877E0,-7.599819660E0
2.046408402E1,7.679425716E0,-1.038275838E0,-8.373559952E0
