"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.561160376E0,4.268936515E-1,-3.943965733E-1,-2.547857463E-1
3.610941001E0,5.862571001E-1,-4.700728655E-1,-3.729020655E-1
3.660720063E0,4.825857282E-1,-3.271144331E-1,-3.239426911E-1
3.710499386E0,4.546758235E-1,-1.267171055E-1,-2.587485313E-1
3.760270584E0,4.003473222E-1,3.218867183E-1,-2.334804535E-1
3.810036574E0,8.489086032E-1,6.913627982E-1,-2.378267348E-1
3.859821886E0,4.748731554E-1,7.860006690E-1,-1.584006995E-1
3.909612876E0,-6.133786589E-2,2.242233306E-1,1.964599341E-1
3.959377563E0,2.445632070E-1,-7.230091095E-1,2.880299687E-1
4.009150219E0,1.517574489E-1,-6.414951086E-1,1.512501240E-1
4.058936678E0,1.004266620E0,-3.081101477E-1,7.416763902E-2
4.108703969E0,1.411197424E0,-6.970419735E-2,1.788617671E-1
4.158490480E0,8.436674476E-1,1.791413575E-1,9.317195415E-2
4.208258292E0,4.280868173E-1,1.274973899E-1,-5.486280918E-1
4.258041990E0,4.014552832E-1,-1.963680424E-2,-1.759988666E-1
4.307823292E0,8.462666869E-1,3.839875385E-2,3.202582151E-2
4.357599646E0,7.758740187E-1,4.442215264E-1,-6.580799818E-2
4.407369126E0,7.508191466E-1,7.238320112E-1,-2.231261134E-1
4.457103344E0,6.914625764E-1,2.740350664E-1,5.487211943E-1
4.506916261E0,8.117295802E-3,2.483409196E-1,4.536145627E-1
4.556697407E0,4.173702747E-2,-4.920851439E-2,-2.603677511E-1
4.606470011E0,6.956172734E-2,1.885156929E-1,-3.099237978E-1
4.656248449E0,2.700016797E-1,6.842892766E-1,-9.806416929E-2
4.706025480E0,4.247206151E-1,4.223197997E-1,2.438428700E-1
4.755805532E0,1.009294510E0,1.078539267E-1,2.458029240E-1
4.805563344E0,8.234273791E-1,-9.633578360E-2,-3.072393239E-1
4.855358136E0,-2.678072453E-2,-2.994855307E-2,-1.844783425E-1
4.905137980E0,2.622892559E-1,-1.983454674E-1,-7.620497048E-2
4.954916001E0,2.180168331E-1,1.109645143E-1,-3.764814734E-1
5.004692719E0,-8.677638322E-2,9.025581181E-2,-4.498567581E-1
5.054465949E0,7.794959545E-1,-5.798802972E-1,-2.702533305E-1
5.104236417E0,1.000261068E0,-8.634108305E-1,-1.068419293E-1
5.154015167E0,4.196926057E-1,-5.863145590E-1,6.654035300E-2
5.203793969E0,1.418718100E-1,-6.020377874E-1,8.102793247E-2
5.253570844E0,8.017173409E-2,-5.066326857E-1,8.845682256E-3
5.303339334E0,9.947431833E-2,-3.650377989E-1,8.724907786E-2
5.353137459E0,3.764428794E-1,-4.275049269E-1,1.742597967E-1
5.402887251E0,7.738289833E-1,-5.951348543E-1,1.037819609E-1
5.452676001E0,5.457345843E-1,2.868354134E-2,-2.227851897E-1
5.502451626E0,2.736235857E-1,3.701644540E-1,-3.216416240E-1
5.552218344E0,6.341088414E-1,-7.425246239E-1,2.861697413E-2
5.602009855E0,1.177222729E0,-5.822238326E-1,2.453341931E-1
5.651783032E0,6.104173660E-1,-1.933853701E-2,-1.273376197E-1
5.701561313E0,2.575593889E-1,6.910219193E-1,-3.369388580E-1
5.751333917E0,5.394282341E-1,6.166410446E-2,-4.083966911E-1
5.801100167E0,6.437814236E-1,-8.585358411E-2,-1.766806096E-1
5.850886886E0,7.125549316E-1,-1.764010340E-1,-1.020123065E-2
5.900657459E0,7.946652174E-1,-1.285067350E-1,-5.343628116E-3
5.950403240E0,6.675581336E-1,-2.360983491E-1,1.171616912E-1
6.000211053E0,7.008795738E-1,-4.140399396E-1,-8.715587854E-2
6.049995949E0,7.608325481E-1,-1.331086904E-1,-2.356962264E-1
6.099767667E0,6.882667542E-1,-4.179428518E-2,2.794982400E-3
6.149544542E0,6.709243059E-1,-3.924364448E-1,3.896135390E-1
6.199330949E0,3.723522723E-1,-6.883667707E-1,1.369755864E-1
6.249097042E0,2.857035957E-2,-1.484058648E-1,-2.635208964E-1
6.298875219E0,1.838005632E-1,7.858049870E-2,-3.839809597E-1
6.348662303E0,6.421623230E-1,-1.421421170E-1,-2.119621336E-1
6.398425271E0,5.852345228E-1,-2.533556223E-1,-2.562624402E-2
6.448208605E0,3.346845806E-1,-1.652370542E-1,1.423871219E-1
6.497959126E0,4.115539193E-1,-2.444074601E-1,2.662985921E-1
6.547731574E0,6.473607421E-1,-2.331582606E-1,5.916726589E-1
6.597536053E0,5.801638365E-1,7.990142703E-2,3.985190988E-1
6.647297928E0,3.906321526E-1,7.814840078E-1,-1.853731573E-1
6.697092146E0,3.468284607E-1,7.721523643E-1,-6.995547414E-1
6.746862251E0,1.734036058E-1,-7.055639476E-2,-4.088228345E-1
6.796649074E0,-4.199268669E-2,-5.688866973E-1,3.335806727E-1
6.846420636E0,1.147288904E-1,-5.662449002E-1,1.907927096E-1
6.896168657E0,1.834385283E-2,-3.459310159E-2,-3.538552523E-1
6.945973292E0,-2.743053734E-1,1.002121329E0,-3.887107670E-1
6.995738396E0,2.028474957E-1,9.630647302E-2,-1.049244851E-1
7.045522459E0,3.048145473E-1,-7.031951547E-1,3.612348735E-1
7.095293605E0,7.220356911E-2,-4.328737557E-1,1.847846210E-1
7.145060740E0,7.399321347E-2,3.771952093E-1,-2.281967551E-1
7.194861990E0,9.693898261E-3,-1.107381359E-1,-4.355822802E-1
7.244622928E0,2.696608305E-1,-4.016829133E-1,3.590337560E-2
7.294408709E0,5.971227884E-1,-2.221221179E-1,-1.510290653E-1
7.344191574E0,1.813291907E-1,1.716845483E-1,-3.625904620E-1
7.393939855E0,3.186203539E-1,1.178248227E-1,-2.156692594E-1
7.443733396E0,6.337251663E-1,-6.647604704E-1,2.040445805E-1
7.493511053E0,6.570332646E-1,-7.251647860E-2,1.892587394E-1
7.543290376E0,3.913778812E-2,7.000126243E-1,-3.827878237E-1
7.593067771E0,-1.987568736E-1,6.456842422E-1,-3.726464808E-1
7.642821782E0,1.732757837E-1,2.280330285E-2,-2.072603628E-2
7.692614542E0,1.579359621E-1,-2.751974948E-2,1.553553063E-2
7.742374021E0,-3.223486990E-2,6.095504165E-1,-2.155414671E-1
7.792186834E0,1.421700716E-1,5.171281695E-1,-2.040366083E-1
7.841949646E0,1.938566864E-1,1.531063169E-1,-3.755719960E-2
7.891721001E0,-1.909165084E-1,-2.598577552E-2,-1.591676772E-1
7.941504438E0,-1.139192805E-1,-8.819716424E-2,-1.206477582E-1
7.991283449E0,1.263615787E-1,-1.269301772E-1,-1.463845223E-1
8.041057459E0,-3.247136474E-1,3.106801510E-1,-3.687263429E-1
8.090810167E0,-2.564941645E-1,4.085565507E-1,-6.560066342E-1
8.140596938E0,5.180377960E-1,-1.654500812E-1,-1.263575703E-1
8.190382719E0,5.037631392E-1,-5.921094418E-1,8.068705350E-2
8.240162146E0,-5.731117446E-3,7.052710652E-2,-6.512622535E-2
8.289933657E0,2.288399488E-1,-1.157661825E-1,-1.424217522E-1
8.339706365E0,3.030248880E-1,-7.501093745E-1,-2.626540139E-2
8.389492407E0,-1.673955172E-1,5.071322247E-2,-8.119039983E-2
8.439265740E0,-2.022509128E-1,9.334331751E-1,-4.620860815E-1
8.489028709E0,-8.319708705E-2,-3.173819929E-2,-4.728238881E-1
8.538821626E0,3.659606576E-1,-3.326112330E-1,2.377921641E-1
8.588583292E0,5.236622095E-1,-1.704781651E-1,-1.283176541E-1
8.638371365E0,-1.550746799E0,4.788639545E-1,-6.782493591E-1
8.688145949E0,-1.432587862E0,1.080141187E0,-5.289846063E-1
8.737923605E0,5.239180326E-1,-8.325181603E-1,-3.241983056E-1
8.787705063E0,-2.388107926E-1,-6.707259417E-1,4.074246585E-1
8.837474074E0,-7.135132700E-2,3.142168224E-1,-7.978425175E-2
8.887276782E0,2.303099446E-2,5.315732360E-1,-3.089863360E-1
8.937000636E0,5.532978475E-2,3.460894823E-1,2.438428402E-1
8.986808501E0,6.814917326E-1,-4.158722162E-1,3.001313806E-1
9.036583969E0,3.090329766E-1,-4.459979236E-1,2.980008423E-1
9.086361782E0,-1.030536070E-1,7.061232626E-2,3.366059959E-1
9.136144438E0,9.176179767E-2,1.091748700E-1,2.200661600E-1
9.185920167E0,9.821729735E-3,-3.152514622E-2,3.548432887E-1
9.235681990E0,3.372624889E-2,-2.479015440E-1,4.940519631E-1
9.285478032E0,2.085146457E-1,-2.269370705E-1,3.656663001E-1
9.335223292E0,2.404299974E-1,6.017274410E-2,3.515622914E-1
9.385021938E0,4.291947186E-1,-2.192246020E-1,4.470098913E-1
9.434794646E0,6.284842491E-1,-2.463249117E-1,4.931997359E-1
9.484561574E0,1.656058878E-1,-1.318303645E-1,-8.374702185E-2
9.534348501E0,-1.495843083E-1,3.802205622E-1,-5.928857252E-2
9.584121313E0,1.613022089E-1,-4.699277133E-2,1.442766562E-2
9.633887771E0,-1.507347971E-1,-1.741000116E-1,4.327500239E-2
9.683680636E0,-3.433344066E-1,2.126932330E-2,1.015662178E-1
9.733450532E0,1.795395017E-1,-6.987211704E-1,2.653611600E-1
9.783234178E0,5.034436285E-2,-5.645830631E-1,3.834775984E-1
9.833003344E0,-1.378664225E-1,-2.214403600E-1,2.663838267E-1
9.882784386E0,5.486107245E-2,-3.749234378E-1,1.322884262E-1
9.932566053E0,-1.263402402E-2,-1.900363863E-1,1.497587264E-1
9.982340949E0,-5.085568130E-2,-1.656884328E-2,1.374443173E-1
1.003210933E1,2.630561292E-1,-2.132165283E-1,9.709210694E-2
1.008188236E1,1.486468911E-1,-2.306868285E-1,1.112814322E-1
1.013167183E1,-1.073146611E-1,-3.915243223E-2,8.166709542E-2
1.018143444E1,1.319861561E-1,-2.420638800E-1,4.898481444E-2
1.023121522E1,1.106808931E-1,-1.243309230E-1,5.908351019E-2
1.028100506E1,6.278663129E-2,-8.046733215E-3,5.367197096E-2
1.033077126E1,2.140540779E-1,-1.937861145E-1,4.195407405E-2
1.038055673E1,1.384842792E-3,-8.116643876E-2,5.891306326E-2
1.043031230E1,-1.855688728E-2,-6.101163849E-2,5.286237597E-2
1.048010756E1,2.038275450E-1,-2.661387920E-1,7.199449837E-2
1.052987543E1,8.202528581E-3,-4.126568325E-3,4.762127250E-2
1.057965986E1,-5.177182611E-3,7.335670758E-3,-6.068007089E-3
1.062943636E1,4.774511606E-2,-8.662056923E-2,-3.517101333E-2
1.067919918E1,-3.730553761E-2,1.455415972E-3,-5.984251946E-2
1.072896850E1,-1.928127185E-2,-3.241996840E-2,-8.758196980E-2
1.077876308E1,1.060363352E-1,-1.140191555E-1,-3.223088384E-2
1.082854819E1,3.568632901E-2,-3.629752621E-2,2.661428042E-2
1.087832350E1,-1.229314506E-2,4.726175591E-2,1.434244122E-2
1.092809595E1,4.953476414E-2,-5.824195221E-2,-2.724545076E-2
1.097786683E1,1.237836294E-2,-1.247996166E-1,-5.907552689E-2
1.102764996E1,-6.900777668E-2,-1.362192780E-1,-6.619148701E-2
1.107742449E1,-2.477802895E-2,-2.387402505E-1,-6.069472060E-2
1.112720095E1,7.094654255E-3,-2.650309205E-1,-2.025731839E-2
1.117696814E1,-1.100417227E-1,-2.677808050E-3,6.138448045E-2
1.122675199E1,5.554284155E-2,3.588473797E-2,4.800476506E-2
1.127652939E1,1.008378491E-1,4.709131271E-2,4.357327148E-2
1.132631361E1,-8.613721281E-2,1.083652750E-1,5.692501552E-3
1.137604220E1,2.528935485E-2,-2.124921083E-1,-7.070821524E-2
1.142585475E1,-5.025913194E-2,-2.333286703E-1,-7.748328894E-2
1.147564168E1,-1.376107782E-1,-9.757147729E-2,-6.887595356E-2
1.152540110E1,-1.012000814E-2,-1.346426606E-1,-8.528100699E-2
1.157517647E1,-2.128396742E-2,-2.901112102E-2,-8.326364681E-3
1.162497027E1,7.275750488E-2,-6.079857796E-2,8.803071454E-3
1.167474590E1,1.097434536E-1,-3.706451133E-2,-1.593902591E-3
1.172451027E1,4.135353118E-2,2.028927766E-2,-2.579668723E-2
1.177428736E1,3.849862516E-2,1.351419650E-2,-9.282308072E-2
1.182407032E1,5.068523809E-2,6.739123259E-3,-7.560842484E-2
1.187385136E1,4.808600247E-2,-6.569879502E-2,-5.745631084E-2
1.192362449E1,5.688505247E-3,-7.758713514E-2,-7.471360266E-2
1.197340704E1,-3.952128440E-2,2.518948726E-2,-6.866289675E-2
1.202316730E1,4.143875837E-2,-1.431048475E-2,-3.657715395E-2
1.207295038E1,3.070089780E-2,2.293112874E-2,-2.481664717E-2
1.212273496E1,4.876776785E-2,2.084321156E-2,1.728257164E-2
1.217249173E1,2.784598805E-2,-1.908286847E-2,-5.471459590E-3
1.222227772E1,-1.597895753E-3,-2.739192173E-2,-5.434574932E-2
1.227204673E1,4.793685861E-3,-5.231909826E-2,-1.121256426E-1
1.232183064E1,-4.838427156E-2,4.244675860E-2,-1.261871159E-1
1.237161069E1,3.606982157E-2,-8.174566552E-3,-1.371806413E-1
1.242138808E1,8.247271180E-2,-1.546096988E-2,-1.241844371E-1
1.247116371E1,6.679203361E-2,-6.706233323E-2,-1.610851735E-1
1.252094746E1,-2.839993127E-2,5.077311303E-3,-1.279767752E-1
1.257072329E1,1.229314134E-2,-6.757366657E-2,-1.524778157E-1
1.262047918E1,-8.681897819E-2,-1.637835521E-4,-1.491542459E-1
1.267027762E1,-1.071868166E-1,-8.005855232E-2,-1.438705027E-1
1.272004762E1,-1.663728803E-1,-2.433847636E-1,-1.571223736E-1
1.276978834E1,-3.060928285E-1,-2.563810050E-1,-8.770981431E-2
1.281960392E1,-2.592212558E-1,-2.372915149E-1,4.157057405E-2
1.286938136E1,-8.673375100E-2,-2.397628725E-1,5.814607441E-2
1.291916183E1,3.994737938E-2,-4.800863564E-1,3.036400490E-2
1.296893350E1,-2.185707986E-1,-1.359636039E-1,3.079010919E-2
1.301871423E1,-1.862719804E-1,1.087061614E-1,-5.812346935E-3
1.306848788E1,1.019883230E-1,-2.764758468E-2,-1.464271098E-1
1.311825569E1,-2.555567026E-1,1.435615867E-1,-3.037025928E-1
1.316801642E1,-7.001978159E-1,4.144794643E-1,-3.700046837E-1
1.321781095E1,-3.604638577E-1,3.178386688E-1,-4.698837399E-1
1.326757741E1,-5.933518708E-2,-1.393724382E-1,-2.607938349E-1
1.331736762E1,9.244357795E-2,-8.674839884E-2,-1.420808733E-1
1.336714043E1,2.328879237E-1,1.466468535E-2,-3.650618494E-1
1.341692762E1,-5.786298513E-1,5.959151387E-1,-5.029495358E-1
1.346670704E1,-1.265298843E0,1.654361010E0,-8.038654327E-1
1.351645626E1,-6.939339638E-1,9.094861150E-1,-6.415616870E-1
1.356624538E1,-3.219439387E-1,-2.709111273E-1,1.763051003E-1
1.361602116E1,8.605200052E-2,-4.678997397E-1,1.395322233E-1
1.366580204E1,1.360767782E-1,6.281460822E-2,-8.476968110E-2
1.371557850E1,8.089610934E-2,6.431701779E-1,-1.233322248E-1
1.376536314E1,7.827343941E-1,6.822613627E-2,-5.681715906E-2
1.381512673E1,8.154591918E-1,-2.643491030E-1,2.005930990E-1
1.386491631E1,7.455781102E-1,-8.159253001E-2,-1.109751761E-1
1.391468689E1,7.731896043E-1,-1.178541109E-1,-1.156623214E-1
1.396446350E1,1.085737824E0,-5.732330084E-1,-1.039018109E-1
1.401423694E1,8.446899652E-1,-7.649804354E-1,-1.583154947E-1
1.406401569E1,6.049632430E-1,-3.417299092E-1,-2.778806686E-1
1.411377642E1,5.869389772E-1,-3.562600613E-1,-5.076367259E-1
1.416357855E1,1.891694963E-1,-2.604289651E-1,-2.075732797E-1
1.421333407E1,4.823726714E-1,-5.227647349E-2,-1.184320226E-1
1.426309881E1,3.626369834E-1,-2.434273660E-1,-3.793363571E-1
1.431288767E1,-2.911365330E-1,4.087269902E-1,-3.959970474E-1
1.436268996E1,1.526948810E-1,-2.827995121E-1,-3.070688546E-1
1.441245173E1,5.563444495E-1,-5.538878441E-1,7.331543416E-2
1.446223522E1,6.955106258E-1,-4.652404413E-2,7.183868904E-3
1.451200668E1,8.025482893E-1,2.039833367E-1,-1.140857264E-1
1.456177918E1,6.502156258E-1,3.772804737E-1,1.979512721E-1
1.461153699E1,6.291659474E-1,2.974708378E-1,3.886334300E-1
1.466133965E1,2.794612646E-1,2.989196181E-1,5.107978582E-1
1.471110564E1,-1.280446723E-2,2.816196978E-1,6.168128252E-1
1.476089319E1,7.147918642E-2,1.050416678E-1,4.917935431E-1
1.481065366E1,-3.102260232E-1,3.984751925E-2,5.492751002E-1
1.486043829E1,-3.629352450E-1,5.915009975E-2,4.282187223E-1
1.491022626E1,-9.325318038E-2,3.737610579E-2,2.288865447E-1
1.495999459E1,-2.281581610E-1,1.617136449E-1,1.536363214E-1
1.500977480E1,-3.692203015E-2,1.358916759E-1,3.615903482E-2
1.505955126E1,1.108939275E-1,2.996187471E-2,-5.045354366E-3
1.510932892E1,-1.651371419E-1,9.455946088E-2,-8.920117468E-2
1.515910246E1,-8.502934128E-2,8.186150342E-2,-1.833704859E-1
1.520887980E1,1.253815293E-1,-1.163201183E-1,-6.474273652E-2
1.525866105E1,6.044306234E-2,-1.633621752E-1,4.544813931E-2
1.530843116E1,-6.455499213E-3,-1.099711657E-1,4.779171944E-2
1.535820840E1,-9.636374563E-2,-2.109155506E-1,6.218475755E-4
1.540799433E1,-2.051484883E-1,-2.780271173E-1,1.188660860E-1
1.545776621E1,-1.216744259E-1,-3.767130971E-1,2.244976312E-1
1.550753256E1,-5.192094669E-2,-3.509763777E-1,1.445602775E-1
1.555730829E1,-2.335697263E-1,-5.679320171E-2,-5.051080883E-2
1.560709626E1,-2.521052659E-1,9.835178405E-2,-1.257184297E-1
1.565686918E1,-4.007521272E-2,-2.699737549E-1,7.544595003E-2
1.570662376E1,1.221005023E-1,-2.993323803E-1,1.039097831E-1
1.575641220E1,5.221920833E-2,-3.953592107E-2,-3.223088384E-2
1.580619465E1,-8.511455357E-2,2.676607668E-2,-9.849028289E-2
1.585598621E1,-2.144375890E-1,1.082800478E-1,-1.448079348E-1
1.590575314E1,-1.061215624E-1,5.561340973E-2,-1.409729868E-1
1.595554392E1,3.632548824E-2,-2.796462774E-1,-1.387146115E-1
1.600529428E1,-2.781403065E-1,-2.071658075E-1,-3.495089710E-1
1.605508486E1,-3.701790869E-1,-1.524791680E-2,-4.123595953E-1
1.610485762E1,1.125131324E-1,-4.295928180E-1,-3.494237065E-1
1.615464371E1,-1.081668586E-1,-6.315668225E-1,-4.499420226E-1
1.620442689E1,-4.788785875E-1,-1.889711022E-1,-4.928082824E-1
1.625418944E1,4.452801310E-3,-4.011715949E-1,-3.631016910E-1
1.630397163E1,-4.480498284E-2,-7.076691985E-1,-1.588694006E-1
1.635375793E1,-4.367793500E-1,3.405248001E-2,-2.543596029E-1
1.640352121E1,-2.609682083E-1,2.664929926E-1,-3.317403793E-1
1.645330131E1,-2.022935748E-1,4.693809897E-3,-4.684630036E-2
1.650307647E1,-4.075697437E-2,-1.965983808E-1,1.777112782E-1
1.655285631E1,-1.140471175E-1,7.252980024E-2,5.286237225E-2
1.660263355E1,-2.083442807E-1,2.908236682E-1,-1.731095836E-5
1.665240782E1,-1.598960906E-1,-1.124252751E-2,-4.377834499E-2
1.670218277E1,-3.634466529E-1,1.056381986E-1,-1.389276683E-1
1.675195725E1,-1.165185347E-1,2.785517871E-1,1.817739755E-2
1.680168959E1,-3.301677704E-1,4.756681919E-1,9.385370463E-2
1.685150782E1,-3.381785750E-1,6.998848319E-1,7.652588189E-3
1.690128064E1,-4.808812737E-1,9.778333902E-1,-1.393111646E-1
1.695106746E1,-7.597247362E-1,1.642557979E0,-1.157901585E-1
1.700083064E1,-8.718755841E-1,1.750533104E0,-3.527899981E-1
1.705062251E1,-1.324996352E0,1.984081149E0,-5.290699005E-1
1.710039058E1,-6.707965136E-1,1.386937022E0,-5.163292885E-1
1.715017324E1,-4.624735713E-1,4.393640161E-1,-4.143196642E-1
1.719994730E1,-7.595968843E-1,7.707034945E-1,-6.864732504E-1
1.724972636E1,-7.936853170E-1,1.264261365E0,-9.183170795E-1
1.729949683E1,-5.110495687E-1,1.025003195E0,-2.481384873E-1
1.734928454E1,-3.127401173E-1,2.452729493E-1,-3.116708100E-1
1.739903876E1,-2.981246412E-1,3.885722160E-1,-1.637270153E-1
1.744883569E1,-2.874081396E-2,-7.620629389E-3,4.024965316E-2
1.749861053E1,6.455498748E-3,-6.640585605E-3,1.617469639E-2
1.754838543E1,-1.336053610E-1,2.200900912E-1,-6.120604649E-2
1.759816636E1,-8.490149677E-2,6.568481326E-1,-1.727458090E-2
1.764792704E1,-1.968393922E-1,8.284835219E-1,-1.414842904E-1
1.769770980E1,2.822948433E-2,4.506984055E-1,-1.589546055E-1
1.774749475E1,1.562741548E-1,-4.033447504E-1,8.903872222E-2
1.779726689E1,2.905826271E-1,-7.210488915E-1,1.914318353E-1
1.784704423E1,3.854762614E-1,-8.388670087E-1,1.618601531E-1
1.789681824E1,4.311122298E-1,-7.686448693E-1,1.787765026E-1
1.794658163E1,5.939270854E-1,-8.671178818E-1,1.699987501E-1
1.799636730E1,1.175262570E0,-1.662188053E0,3.696718216E-1
1.804616022E1,1.205856919E0,-2.147223711E0,7.383806705E-1
1.809592621E1,1.332708478E0,-1.945292473E0,7.881498933E-1
1.814570241E1,1.390999794E0,-1.497285247E0,1.029581308E0
1.819548157E1,1.288308382E0,-1.081449151E0,9.960041046E-1
1.824525564E1,1.165036082E0,-3.761166632E-1,6.511569023E-1
1.829503616E1,1.272244215E0,-3.179105818E-1,6.427201033E-1
1.834481053E1,1.088592887E0,-4.354730546E-1,7.054002285E-1
1.839458814E1,6.938061714E-1,-1.442300379E-1,5.830227137E-1
1.844436027E1,5.583045483E-1,-1.663875133E-1,4.745789766E-1
1.849413449E1,5.194011927E-1,-4.151478410E-1,4.399791658E-1
1.854390376E1,3.771246374E-1,-1.312764287E-1,2.716675103E-1
1.859369110E1,1.878911853E-1,7.990143448E-2,1.045063362E-1
1.864345751E1,3.059223890E-1,2.051963937E-3,3.117361106E-2
1.869323142E1,3.833458126E-1,5.037232116E-2,-5.720065534E-2
1.874301334E1,1.823091805E-1,1.581343710E-1,-9.589102864E-2
1.879278855E1,2.168237567E-1,1.431780756E-1,-1.110177711E-1
1.884258392E1,1.137062386E-1,1.317584664E-1,-1.855289936E-2
1.889235371E1,-1.009230614E-1,7.649259269E-2,4.463853687E-2
1.894213053E1,1.134505868E-1,-1.252257377E-1,1.509092301E-1
1.899189116E1,7.420626283E-2,-2.439813167E-1,1.977808326E-1
1.904167850E1,-7.271490246E-2,7.010100037E-2,7.020485401E-2
1.909144965E1,-4.331360385E-2,6.440848578E-3,1.077447534E-1
