"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.526674542E0,-4.767972565E1,2.184410095E0,-5.091201782E0
3.576674542E0,-4.920568085E1,2.099060059E0,-3.705951691E0
3.626674542E0,-4.851471710E1,-7.528686523E-2,-1.996177673E0
3.676674542E0,-4.788003540E1,4.221801758E-1,-2.136009216E0
3.726674542E0,-4.595620728E1,-1.534774780E0,-9.767570496E-1
3.776674542E0,-4.907940674E1,-2.602020264E0,-1.412422180E0
3.826674542E0,-4.821495819E1,-2.162017822E-1,-2.131595612E0
3.876674542E0,-4.765735626E1,-1.433502197E0,-2.531673431E0
3.926674542E0,-4.816775513E1,-2.380432129E0,-3.364219666E0
3.976674542E0,-4.803553772E1,-3.005584717E0,-2.796363831E0
4.026674542E0,-4.727659607E1,-3.001403809E-2,-1.286197662E0
4.076674542E0,-4.711902618E1,-6.887969971E-1,1.939002991E0
4.126674542E0,-4.637625122E1,-9.496917725E-1,5.506172180E-1
4.176674542E0,-4.713923645E1,-9.923706055E-1,1.243240356E0
4.226674542E0,-4.713923645E1,-9.923706055E-1,1.243240356E0
4.276674542E0,-4.672603607E1,-1.898712158E0,4.187088013E-1
4.326674542E0,-4.723403168E1,-3.344375610E0,1.969093323E0
4.376674542E0,-4.735956573E1,-2.728057861E0,2.100532532E0
4.426674542E0,-4.779688263E1,-1.954910278E0,1.108665466E0
4.476674542E0,-4.817220306E1,-3.200424194E0,-2.784461975E-1
4.526674542E0,-4.825972748E1,-1.478256226E0,-1.138416290E0
4.576674542E0,-4.719307709E1,-1.746871948E0,-8.458061218E-1
4.626674542E0,-4.614939117E1,-2.480560303E0,-8.276100159E-1
4.676674542E0,-4.695135498E1,-2.967086792E0,-2.087722778E0
4.726674542E0,-4.834072876E1,-3.022659302E0,-2.519313812E0
4.776674542E0,-4.775215912E1,-3.785507202E0,-1.805824280E0
4.826674542E0,-4.863906860E1,-2.718460083E0,-2.945106506E0
4.876674542E0,-4.862037659E1,-2.743240356E0,-9.870643616E-1
4.926674542E0,-4.947796631E1,-4.807800293E0,-9.707298279E-1
4.976674542E0,-4.966714478E1,-5.758895874E0,-4.020042419E-1
5.026674542E0,-4.740956116E1,-6.745590210E0,-7.891654968E-1
5.076674542E0,-5.016391754E1,-6.228347778E0,-1.939159393E0
5.126674542E0,-4.782417297E1,-6.002532959E0,5.965766907E-1
5.176674542E0,-4.825784302E1,-5.894927979E0,2.828559875E0
5.226674542E0,-4.864557648E1,-4.857162476E0,5.609359741E0
5.276674542E0,-4.825980377E1,-7.048583984E0,7.596191406E0
5.326674542E0,-4.679325104E1,-5.113174438E0,7.586967468E0
5.376674542E0,-4.741592407E1,-5.626571655E0,8.985534668E0
5.426674542E0,-4.736608124E1,-4.866760254E0,1.065500641E1
5.476674542E0,-4.776021576E1,-3.324951172E0,1.063330078E1
5.526674542E0,-4.616721344E1,-5.760528564E0,1.151546478E1
5.576674542E0,-4.793319702E1,-3.967193604E0,1.147820282E1
5.626674542E0,-4.677486420E1,-2.705551147E0,1.427059174E1
5.676674542E0,-4.770120239E1,-2.907653809E0,1.468392944E1
5.726674542E0,-4.720807648E1,-1.772659302E0,1.299723053E1
5.776674542E0,-4.688935852E1,-1.443161011E0,1.271663666E1
5.826674542E0,-4.704889679E1,-1.938034058E0,1.425907135E1
5.876674542E0,-4.700839996E1,-1.165832520E0,1.494952393E1
5.926674542E0,-4.648448944E1,9.352111816E-2,1.577852631E1
5.976674542E0,-4.657352448E1,1.487327576E0,1.618083954E1
6.026674542E0,-4.660720062E1,3.964004517E0,1.740991974E1
6.076674542E0,-4.636031342E1,2.406578064E0,1.812959290E1
6.126674542E0,-4.493034744E1,3.399421692E0,1.855057526E1
6.176674542E0,-4.497755051E1,5.563659668E0,1.978319550E1
6.226674542E0,-4.489636993E1,7.438179016E0,1.976195526E1
6.276674542E0,-4.360947418E1,8.740203857E0,1.989833832E1
6.326674542E0,-4.294815445E1,6.109619141E0,2.063439941E1
6.376674542E0,-4.337068939E1,7.028358459E0,2.047991180E1
6.426674542E0,-4.138822937E1,1.023373413E1,2.046053314E1
6.476674542E0,-4.138822937E1,1.023373413E1,2.046053314E1
6.526674542E0,-4.256563950E1,1.126424408E1,2.113676453E1
6.576674542E0,-4.195953751E1,1.080850220E1,2.226628876E1
6.626674542E0,-4.043076706E1,1.414803314E1,2.238099670E1
6.676674542E0,-4.037495041E1,1.605617523E1,1.970242310E1
6.726674542E0,-4.344936752E1,1.624568176E1,1.869316101E1
6.776674542E0,-4.418774033E1,1.423391724E1,1.507447052E1
6.826674542E0,-4.243905640E1,1.555624390E1,1.521485138E1
6.876674542E0,-4.301694489E1,1.630491638E1,1.562024689E1
6.926674542E0,-4.157905960E1,1.712207031E1,1.758145142E1
6.976674542E0,-4.189626694E1,1.712093353E1,1.659975433E1
7.026674542E0,-4.435671616E1,1.358638000E1,1.633895874E1
7.076674542E0,-4.331002808E1,1.643697357E1,1.645497131E1
7.126674542E0,-4.166658401E1,1.884423828E1,1.672148132E1
7.176674542E0,-4.278059006E1,1.801937866E1,1.644127655E1
7.226674542E0,-4.369598007E1,1.829828644E1,1.587027740E1
7.276674542E0,-4.268879318E1,1.678707886E1,1.561760712E1
7.326674542E0,-4.144891739E1,2.058347321E1,1.558447266E1
7.376674542E0,-4.183128738E1,1.868657684E1,1.630234528E1
7.426674542E0,-4.105478287E1,1.904167175E1,1.560617828E1
7.476674542E0,-4.146645355E1,2.027635956E1,1.516842651E1
7.526674542E0,-4.113295746E1,2.075144958E1,1.572523499E1
7.576674542E0,-4.051029587E1,2.126483154E1,1.432666016E1
7.626674542E0,-4.232911682E1,1.871407318E1,1.252211761E1
7.676674542E0,-4.188335419E1,1.875560760E1,1.084780121E1
7.726674542E0,-4.018620682E1,1.865964508E1,1.198313904E1
7.776674542E0,-4.200888443E1,1.937190247E1,1.097924042E1
7.826674542E0,-4.137007904E1,1.710152435E1,7.935554504E0
7.876674542E0,-4.081918716E1,1.882066345E1,9.458549500E0
7.926674542E0,-4.348584747E1,1.794584656E1,7.766380310E0
7.976674542E0,-4.244634247E1,1.688734436E1,8.767135620E0
8.026674542E0,-4.265314865E1,1.546406555E1,9.620887756E0
8.076674542E0,-4.116102600E1,1.476836395E1,8.244483948E0
8.126674542E0,-4.191705704E1,1.521202087E1,7.533203125E0
8.176674542E0,-4.328789139E1,1.187395477E1,7.839416504E0
8.226674542E0,-4.209270859E1,1.457334137E1,8.098396301E0
8.276674542E0,-4.139337921E1,1.304859924E1,7.843048096E0
8.326674542E0,-4.179151917E1,1.459571838E1,7.401763916E0
8.376674542E0,-4.010132217E1,1.401342773E1,9.941001892E0
8.426674542E0,-4.209021759E1,1.423967743E1,9.780250549E0
8.476674542E0,-4.203900528E1,1.207012177E1,8.967201233E0
8.526674542E0,-4.218083191E1,1.221249390E1,9.523544312E0
8.576674542E0,-4.062524033E1,1.275407410E1,9.111999512E0
8.626674542E0,-4.138821411E1,1.271139526E1,9.804626465E0
8.676674542E0,-4.138821411E1,1.271139526E1,9.804626465E0
8.726674542E0,-4.222818756E1,1.111901855E1,9.535934448E0
8.776674542E0,-4.253619385E1,7.847770691E0,8.313018799E0
8.826674542E0,-4.308996964E1,8.729644775E0,1.053482056E1
8.876674542E0,-4.107410049E1,8.963180542E0,1.138957214E1
8.926674542E0,-4.292793655E1,8.890853882E0,1.067424774E1
8.976674542E0,-4.281165314E1,8.452003479E0,8.862716675E0
9.026674542E0,-4.367577362E1,9.654006958E0,9.399986267E0
9.076674542E0,-4.373366165E1,1.183242035E1,9.513732910E0
9.126674542E0,-4.402131653E1,1.212245941E1,1.020682526E1
9.176674542E0,-4.472064972E1,1.364719391E1,1.046216583E1
9.226674542E0,-4.516214752E1,1.409552765E1,1.045285034E1
9.276674542E0,-4.585328674E1,1.593975830E1,1.014521790E1
9.326674542E0,-4.424633408E1,1.756951141E1,1.014086914E1
9.376674542E0,-4.416942596E1,1.895416260E1,1.180325317E1
9.426674542E0,-4.396947479E1,2.005615997E1,1.165233612E1
9.476674542E0,-4.384494781E1,2.302946472E1,1.119912720E1
9.526674542E0,-4.273904037E1,2.369989014E1,1.134125519E1
9.576674542E0,-4.331568527E1,2.428173828E1,1.258757782E1
9.626674542E0,-4.506179047E1,2.279081726E1,1.342797852E1
9.676674542E0,-4.566780853E1,2.341159821E1,1.159737396E1
9.726674542E0,-4.480377579E1,2.204454041E1,1.176117706E1
9.776674542E0,-4.513596725E1,2.449528503E1,1.396661377E1
9.826674542E0,-4.403557968E1,2.484266663E1,1.495144653E1
9.876674542E0,-4.325257874E1,2.485878754E1,1.635671997E1
9.926674542E0,-4.244242859E1,2.566481781E1,1.705384064E1
9.976674542E0,-4.243976212E1,2.566127777E1,1.733355713E1
1.002667454E1,-4.163228226E1,2.647083282E1,1.775096893E1
1.007667454E1,-4.328358841E1,2.733190918E1,1.786551666E1
1.012667454E1,-4.108806610E1,2.819882202E1,1.857466125E1
1.017667454E1,-4.154861069E1,2.801169586E1,1.941158295E1
1.022667454E1,-3.937311935E1,2.890515900E1,1.802282715E1
1.027667454E1,-4.049798203E1,2.776433563E1,1.802587128E1
1.032667454E1,-4.060998917E1,2.869306183E1,1.815377808E1
1.037667454E1,-3.951226807E1,2.904398346E1,1.885887909E1
1.042667454E1,-4.131866455E1,3.023018646E1,1.743009949E1
1.047667454E1,-4.025494766E1,2.946994781E1,1.954619598E1
1.052667454E1,-4.045481110E1,2.853299713E1,1.899604034E1
1.057667454E1,-3.949197388E1,2.951261902E1,1.885356903E1
1.062667454E1,-3.920441055E1,2.905751801E1,1.886154938E1
1.067667454E1,-3.962266922E1,3.046611023E1,1.702343750E1
1.072667454E1,-3.912741470E1,3.060722351E1,1.982287598E1
1.077667454E1,-3.948796844E1,2.950730896E1,1.927314758E1
1.082667454E1,-3.931926727E1,2.965966797E1,2.011187744E1
1.087667454E1,-3.931926727E1,2.965966797E1,2.011187744E1
1.092667454E1,-4.031174088E1,2.822380066E1,1.928063202E1
1.097667454E1,-4.020777512E1,3.023329926E1,2.093594360E1
1.102667454E1,-4.129596710E1,3.020009613E1,1.980772400E1
1.107667454E1,-3.808782578E1,2.971378326E1,2.012255096E1
1.112667454E1,-3.910987854E1,3.091434479E1,2.023890686E1
1.117667454E1,-3.977313995E1,2.946369934E1,2.164810181E1
1.122667454E1,-3.983544922E1,2.789451599E1,2.222524261E1
1.127667454E1,-3.836889648E1,2.982991791E1,2.221601105E1
1.132667454E1,-3.975266266E1,3.026244354E1,2.024065399E1
1.137667454E1,-3.801750565E1,3.127233887E1,2.038457489E1
1.142667454E1,-3.970931244E1,3.136121368E1,1.980868530E1
1.147667454E1,-3.793932343E1,2.956257629E1,2.026551819E1
1.152667454E1,-3.856056976E1,2.921247101E1,2.110288239E1
1.157667454E1,-3.808248520E1,2.970670319E1,2.068199158E1
1.162667454E1,-3.965579224E1,2.852788544E1,2.207963562E1
1.167667454E1,-3.875374985E1,2.826667786E1,2.125202942E1
1.172667454E1,-3.865245438E1,3.027970886E1,2.262761688E1
1.177667454E1,-3.668376923E1,2.974989319E1,2.209260559E1
1.182667454E1,-3.764926910E1,2.877381897E1,2.195536041E1
1.187667454E1,-3.914807129E1,2.947837067E1,2.263246155E1
1.192667454E1,-3.744923401E1,3.004087830E1,2.110337830E1
1.197667454E1,-3.885908127E1,2.918655396E1,2.207922363E1
1.202667454E1,-3.948262787E1,2.950022888E1,1.983259583E1
1.207667454E1,-3.811915970E1,2.859907532E1,2.181326294E1
1.212667454E1,-3.841624832E1,2.873645020E1,2.222840118E1
1.217667454E1,-3.934107971E1,2.886268616E1,2.137946320E1
1.222667454E1,-3.775442123E1,3.002381134E1,2.138042450E1
1.227667454E1,-4.011740112E1,2.883770752E1,2.067348480E1
1.232667454E1,-3.760191727E1,2.986728668E1,2.194297028E1
1.237667454E1,-3.751439285E1,2.814511108E1,2.280293274E1
1.242667454E1,-3.938442612E1,2.776390839E1,2.181143951E1
1.247667454E1,-3.841224289E1,2.873114014E1,2.264798737E1
1.252667454E1,-3.952758408E1,2.790804291E1,2.222790527E1
1.257667454E1,-3.871358109E1,2.545104218E1,2.212437439E1
1.262667454E1,-3.878757477E1,2.748562622E1,2.126087952E1
1.267667454E1,-3.945608139E1,2.620712280E1,2.140955353E1
1.272667454E1,-3.766304398E1,2.503861237E1,2.143973541E1
1.277667454E1,-3.882843399E1,2.605319214E1,2.337471008E1
1.282667454E1,-3.732723618E1,2.484992218E1,2.508053589E1
1.287667454E1,-3.892041779E1,2.695536041E1,2.560050964E1
1.292667454E1,-3.683037567E1,2.548443604E1,2.591661835E1
1.297667454E1,-3.703557587E1,2.455456543E1,2.480702972E1
1.302667454E1,-3.607434845E1,2.504077148E1,2.662790680E1
1.307667454E1,-3.809439468E1,2.448242950E1,2.675572205E1
1.312667454E1,-3.809439468E1,2.448242950E1,2.675572205E1
1.317667454E1,-3.695590973E1,2.610073853E1,2.604806519E1
1.322667454E1,-3.824322510E1,2.104580688E1,2.679466248E1
1.327667454E1,-3.950430679E1,2.053545380E1,2.581027222E1
1.332667454E1,-3.847690964E1,1.932780457E1,2.625335693E1
1.337667454E1,-3.953385544E1,2.024427032E1,2.413549042E1
1.342667454E1,-3.924237823E1,1.961879730E1,2.526412201E1
1.347667454E1,-3.935738373E1,1.696322632E1,2.529421234E1
1.352667454E1,-4.353918839E1,1.322637177E1,2.278273010E1
1.357667454E1,-4.349037552E1,1.155552673E1,1.958675385E1
1.362667454E1,-4.361632919E1,8.418945312E0,2.060117340E1
1.367667454E1,-4.207970047E1,8.490135193E0,2.033480072E1
1.372667454E1,-4.258317184E1,1.095713043E1,2.072072601E1
1.377667454E1,-4.283982468E1,8.774032593E0,1.990501404E1
1.382667454E1,-4.096818542E1,9.648651123E0,1.893315887E1
1.387667454E1,-4.099106216E1,9.348617554E0,1.795767975E1
1.392667454E1,-4.117071533E1,8.715248108E0,1.810327911E1
1.397667454E1,-4.041827393E1,1.202980042E1,1.751201630E1
1.402667454E1,-3.933408737E1,1.206830597E1,1.822065735E1
1.407667454E1,-3.833475494E1,1.382543945E1,1.834906006E1
1.412667454E1,-3.752478409E1,1.430134583E1,2.044832611E1
1.417667454E1,-3.879129410E1,1.363299561E1,1.960556030E1
1.422667454E1,-3.715093613E1,1.229091644E1,2.047534180E1
1.427667454E1,-3.703593445E1,1.494647980E1,2.044525146E1
1.432667454E1,-3.581259537E1,1.484616089E1,2.031784058E1
1.437667454E1,-3.729492569E1,1.635475922E1,1.916791534E1
1.442667454E1,-3.678177643E1,1.746321869E1,1.957910156E1
1.447667454E1,-3.729510498E1,1.602465057E1,2.057005310E1
1.452667454E1,-3.625509644E1,1.888409424E1,1.998676300E1
1.457667454E1,-3.646029663E1,1.795422363E1,1.887716675E1
1.462667454E1,-3.762533188E1,1.962903595E1,1.800785065E1
1.467667454E1,-3.499899673E1,2.006177521E1,1.760742950E1
1.472667454E1,-3.737517548E1,2.215109253E1,1.672212982E1
1.477667454E1,-3.652734375E1,2.047514343E1,1.660974884E1
1.482667454E1,-3.645283890E1,2.235852051E1,1.588920593E1
1.487667454E1,-3.809746933E1,2.321073914E1,1.670306396E1
1.492667454E1,-3.707398987E1,2.217347717E1,1.602549744E1
1.497667454E1,-3.670666885E1,2.342959595E1,1.657344818E1
1.502667454E1,-3.661872101E1,2.546033478E1,1.655043793E1
1.507667454E1,-3.825264359E1,2.337079620E1,1.586079407E1
1.512667454E1,-3.798279190E1,2.227848053E1,1.685488129E1
1.517667454E1,-3.786412048E1,2.134089661E1,1.742627716E1
1.522667454E1,-3.644616318E1,2.234967041E1,1.658850861E1
1.527667454E1,-3.672286606E1,2.312072754E1,1.629727173E1
1.532667454E1,-3.641919708E1,2.280944824E1,1.728250122E1
1.537667454E1,-3.641919708E1,2.280944824E1,1.728250122E1
1.542667454E1,-3.801261520E1,2.149211884E1,1.728330994E1
1.547667454E1,-3.581318283E1,2.218865204E1,1.911309814E1
1.552667454E1,-3.532566452E1,2.283556366E1,1.897016907E1
1.557667454E1,-3.407402039E1,2.319325256E1,1.967660522E1
1.562667454E1,-3.502599716E1,2.252959442E1,1.953581238E1
1.567667454E1,-3.710141373E1,2.088839722E1,1.883686066E1
1.572667454E1,-3.573885727E1,2.374189758E1,1.979470062E1
1.577667454E1,-3.579297638E1,2.249222565E1,1.980886078E1
1.582667454E1,-3.465199661E1,2.377687073E1,2.078306580E1
1.587667454E1,-3.465733719E1,2.378395081E1,2.022362518E1
1.592667454E1,-3.369850922E1,2.476888275E1,1.966157532E1
1.597667454E1,-3.543408585E1,2.000608826E1,2.040062714E1
1.602667454E1,-3.474279404E1,2.141956329E1,2.192849731E1
1.607667454E1,-3.509801102E1,2.031256104E1,2.193821716E1
1.612667454E1,-3.396646881E1,2.144454193E1,2.263446808E1
1.617667454E1,-3.387627411E1,1.971883392E1,2.377415466E1
1.622667454E1,-3.334992218E1,1.755187225E1,2.436371613E1
1.627667454E1,-3.393724823E1,1.814788818E1,2.449115753E1
1.632667454E1,-3.144864273E1,1.888273621E1,2.436557007E1
1.637667454E1,-3.024043655E1,1.797658539E1,2.620505524E1
1.642667454E1,-3.165295792E1,1.712580109E1,2.690119171E1
1.647667454E1,-3.246578217E1,1.632331848E1,2.592434692E1
1.652667454E1,-3.249693680E1,1.553873444E1,2.621291351E1
1.657667454E1,-3.076863480E1,1.622735596E1,2.705968475E1
1.662667454E1,-3.226057816E1,1.725317383E1,2.703394318E1
1.667667454E1,-3.257511520E1,1.724849701E1,2.633197021E1
1.672667454E1,-3.168945312E1,1.634828949E1,2.663031769E1
1.677667454E1,-3.311808395E1,1.535369110E1,2.634920502E1
1.682667454E1,-3.328688049E1,1.503627014E1,2.621155548E1
1.687667454E1,-3.486507416E1,1.468983459E1,2.354440308E1
1.692667454E1,-3.522429276E1,1.358814240E1,2.313453674E1
1.697667454E1,-3.763988113E1,1.148072052E1,2.117948151E1
1.702667454E1,-3.952308655E1,1.144732666E1,1.738724518E1
1.707667454E1,-4.219941711E1,6.997055054E0,1.489796448E1
1.712667454E1,-4.274110794E1,2.007820129E0,1.313375854E1
1.717667454E1,-4.399524689E1,1.983787537E0,1.074545288E1
1.722667454E1,-4.394780350E1,3.242317200E0,1.003199768E1
1.727667454E1,-4.351847458E1,-4.477996826E-1,7.562339783E0
1.732667454E1,-4.542900848E1,-1.601211548E0,5.880386353E0
1.737667454E1,-4.378170395E1,-2.456970215E0,5.346252441E0
1.742667454E1,-4.351016235E1,-2.890823364E0,3.675910950E0
1.747667454E1,-4.197504425E1,-3.147994995E0,4.671821594E0
1.752667454E1,-4.382069016E1,-2.900817871E0,3.393524170E0
1.757667454E1,-4.382069016E1,-2.900817871E0,3.393524170E0
1.762667454E1,-4.443249893E1,-3.098251343E0,4.508827209E0
1.767667454E1,-4.386804581E1,-3.994277954E0,3.405914307E0
1.772667454E1,-4.461970901E1,-2.895690918E0,3.099250793E-1
1.777667454E1,-4.312091064E1,-3.600250244E0,-3.671760559E-1
1.782667454E1,-4.400960159E1,-3.356750488E0,1.859039307E0
1.787667454E1,-4.357353592E1,-3.963058472E0,2.009986877E0
1.792667454E1,-4.514402008E1,-1.887695312E0,4.907569885E0
1.797667454E1,-4.516583252E1,-2.684677124E0,6.175170898E0
1.802667454E1,-4.347797394E1,3.244018555E-1,8.252784729E0
1.807667454E1,-4.283181381E1,-1.844329834E-1,1.357811737E1
1.812667454E1,-4.067139435E1,2.995849609E0,1.607754517E1
1.817667454E1,-4.124254990E1,6.828338623E0,1.910354614E1
1.822667454E1,-3.799242401E1,1.037017822E1,2.146892548E1
1.827667454E1,-3.756956100E1,1.303927612E1,2.144150543E1
1.832667454E1,-3.574227524E1,1.640471649E1,2.057986450E1
1.837667454E1,-3.573927307E1,1.998901367E1,2.067768097E1
1.842667454E1,-3.352346420E1,2.132455444E1,2.138150787E1
1.847667454E1,-3.407152939E1,2.285959625E1,2.135846710E1
1.852667454E1,-3.399035263E1,2.473411560E1,2.133722687E1
1.857667454E1,-3.364180756E1,2.584997559E1,2.062820435E1
1.862667454E1,-3.362151337E1,2.631860352E1,2.062290192E1
1.867667454E1,-3.335415649E1,2.555992126E1,1.993511963E1
1.872667454E1,-3.278252029E1,2.857298279E1,1.794744873E1
1.877667454E1,-3.343482590E1,2.760334778E1,1.837231445E1
1.882667454E1,-3.227121353E1,2.576525879E1,1.980283356E1
1.887667454E1,-3.421800613E1,2.725711060E1,1.836917877E1
1.892667454E1,-3.388050461E1,2.772687531E1,1.934555054E1
1.897667454E1,-3.480924606E1,2.802349091E1,1.737596130E1
1.902667454E1,-3.453948212E1,2.676609039E1,1.907111359E1
1.907667454E1,-3.381686020E1,2.929428864E1,1.890827179E1
1.912667454E1,-3.343082047E1,2.759803772E1,1.879188538E1
1.917667454E1,-3.370218277E1,2.836202240E1,1.906008911E1
1.922667454E1,-3.420046997E1,2.756421661E1,1.878521729E1
1.927667454E1,-3.272840118E1,2.982266998E1,1.793328857E1
1.932667454E1,-3.257999039E1,2.950639343E1,1.877732086E1
1.937667454E1,-3.352252960E1,2.899540710E1,1.891448212E1
1.942667454E1,-3.340384674E1,2.805782318E1,1.948587799E1
1.947667454E1,-3.478637314E1,2.832351685E1,1.835144806E1
1.952667454E1,-3.257331467E1,2.949754333E1,1.947662354E1
1.957667454E1,-3.280032349E1,2.777069092E1,1.963462067E1
1.962667454E1,-3.293520355E1,2.839938354E1,1.878704071E1
1.967667454E1,-3.212238312E1,2.920187378E1,1.976389313E1
1.972667454E1,-3.296920776E1,2.728822327E1,2.019803619E1
1.977667454E1,-3.265867615E1,2.729821777E1,2.048042297E1
1.982667454E1,-3.265867615E1,2.729821777E1,2.048042297E1
1.987667454E1,-3.336050034E1,2.915660095E1,1.905390930E1
1.992667454E1,-3.336050034E1,2.915660095E1,1.905390930E1
1.997667454E1,-3.239117432E1,2.979726410E1,2.101287842E1
2.002667454E1,-3.279783630E1,2.743704224E1,2.131648254E1
2.007667454E1,-3.288817978E1,2.590502930E1,1.895655823E1
2.012667454E1,-3.380350876E1,2.927659607E1,2.030687714E1
2.017667454E1,-3.300303268E1,2.650717926E1,2.020688629E1
2.022667454E1,-3.218335724E1,2.763092804E1,2.048088837E1
2.027667454E1,-3.369969177E1,2.802837372E1,2.074195099E1
2.032667454E1,-3.245882416E1,2.823516083E1,2.103057861E1
2.037667454E1,-3.279338074E1,2.825702667E1,1.823071289E1
2.042667454E1,-3.489469910E1,2.565910339E1,1.908083344E1
2.047667454E1,-3.515930176E1,2.657929993E1,1.934725952E1
2.052667454E1,-3.736790085E1,2.622526550E1,1.513631439E1
2.057667454E1,-3.874784088E1,2.632235718E1,1.498267365E1
2.062667454E1,-3.964551163E1,2.723849487E1,1.342558289E1
2.067667454E1,-3.781864929E1,2.685104370E1,1.344691467E1
2.072667454E1,-3.824109268E1,2.793483734E1,1.259135437E1
