"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.095288367E2,3.817411423E1,8.277969360E0,-2.975555420E0
3.095788367E2,3.678856659E1,7.886970520E0,-1.585426331E0
3.096288367E2,3.732361603E1,9.957458496E0,-3.142894745E0
3.096788367E2,3.944605637E1,9.104286194E0,-2.274425507E0
3.097288367E2,3.725863647E1,8.391822815E0,-2.845474243E0
3.097788367E2,3.868308258E1,9.061607361E0,-1.581794739E0
3.098288367E2,3.820393372E1,9.064323425E0,-3.403984070E0
3.098788367E2,3.761919403E1,9.491744995E0,-2.295753479E0
3.099288367E2,3.864258194E1,8.289413452E0,-2.272251129E0
3.099788367E2,3.694810486E1,8.381835938E0,-3.127864838E0
3.100288367E2,3.792037582E1,9.514122009E0,-2.992385864E0
3.100788367E2,3.872770691E1,7.065971375E0,-3.795215607E0
3.101288367E2,3.760584259E1,9.509445190E0,-3.694355011E0
3.101788367E2,3.811623383E1,1.045638275E1,-2.861808777E0
3.102288367E2,3.797058105E1,1.093417358E1,-4.127197266E0
3.102788367E2,3.728578949E1,9.181716919E0,-3.553623199E0
3.103288367E2,3.809353638E1,1.048647308E1,-5.239433289E0
3.103788367E2,3.809353638E1,1.048647308E1,-5.239433289E0
3.104288367E2,3.723190308E1,1.135481262E1,-3.020301819E0
3.104788367E2,3.848367310E1,8.949981689E0,-5.637302399E0
3.105288367E2,3.848367310E1,8.949981689E0,-5.637302399E0
3.105788367E2,3.696457672E1,9.185890198E0,-4.954895020E0
3.106288367E2,3.809620667E1,1.048293304E1,-4.959709167E0
3.106788367E2,3.986251831E1,1.227742004E1,-5.104354858E0
3.107288367E2,3.817053223E1,1.203618622E1,-4.278110504E0
3.107788367E2,3.952768707E1,1.180411530E1,-5.801013947E0
3.108288367E2,3.863650513E1,1.238128662E1,-5.256668091E0
3.108788367E2,3.872421265E1,1.098923492E1,-5.798839569E0
3.109288367E2,3.895071411E1,8.798133850E0,-4.372791290E0
3.109788367E2,3.923870087E1,1.209593201E1,-5.247787476E0
3.110288367E2,3.706605148E1,1.152904510E1,-4.981445312E0
3.110788367E2,3.830986786E1,1.222747040E1,-6.516304016E0
3.111288367E2,3.858666229E1,1.162147522E1,-6.926136017E0
3.111788367E2,3.702555084E1,1.075684357E1,-5.671894073E0
3.112288367E2,3.768453217E1,1.171762848E1,-5.397453308E0
3.112788367E2,3.800200653E1,1.221394348E1,-6.518974304E0
3.113288367E2,3.644641876E1,1.167235565E1,-6.107433319E0
3.113788367E2,3.702288055E1,1.076038361E1,-5.951618195E0
3.114288367E2,3.621315002E1,1.370725250E1,-7.531715393E0
3.114788367E2,3.740257645E1,1.266082001E1,-6.949207306E0
3.115288367E2,3.722034454E1,1.219604492E1,-7.784389496E0
3.115788367E2,3.720271683E1,1.172387695E1,-7.499359131E0
3.116288367E2,3.463735962E1,1.286208344E1,-7.815933228E0
3.116788367E2,3.695583344E1,1.328129578E1,-8.219028473E0
3.117288367E2,3.733920288E1,1.158859253E1,-8.615135193E0
3.117788367E2,3.513682556E1,1.040041351E1,-8.621433258E0
3.118288367E2,3.559755325E1,1.091765594E1,-1.086050034E1
3.118788367E2,3.621718597E1,1.077434540E1,-9.734512329E0
3.119288367E2,3.616983032E1,9.680877686E0,-9.722122192E0
3.119788367E2,3.634539032E1,1.015450287E1,-9.586235046E0
3.120288367E2,3.716648865E1,1.144154358E1,-9.873439789E0
3.120788367E2,3.688936615E1,8.459716797E0,-9.281703949E0
3.121288367E2,3.646407318E1,9.216926575E0,-9.014839172E0
3.121788367E2,3.717016602E1,7.848403931E0,-9.271953583E0
3.122288367E2,3.704214478E1,8.798370361E0,-1.082237244E1
3.122788367E2,3.749280167E1,8.007530212E0,-8.431892395E0
3.123288367E2,3.680878448E1,1.066820526E1,-1.154558182E1
3.123788367E2,3.598732758E1,8.720932007E0,-8.454093933E0
3.124288367E2,3.640318680E1,7.811042786E0,-8.998908997E0
3.124788367E2,3.790599060E1,7.101181030E0,-9.256431580E0
3.125288367E2,3.790599060E1,7.101181030E0,-9.256431580E0
3.125788367E2,3.626403046E1,7.949867249E0,-8.162853241E0
3.126288367E2,3.626403046E1,7.949867249E0,-8.162853241E0
3.126788367E2,3.829185104E1,5.074821472E0,-7.970676422E0
3.127288367E2,3.836351013E1,6.631607056E0,-7.568794250E0
3.127788367E2,3.805021667E1,6.460090637E0,-7.429832458E0
3.128288367E2,3.864688873E1,5.851692200E0,-6.578254700E0
3.128788367E2,3.833884811E1,5.508041382E0,-5.178787231E0
3.129288367E2,3.682402802E1,6.233833313E0,-6.180004120E0
3.129788367E2,3.876556778E1,4.914123535E0,-6.006858826E0
3.130288367E2,3.884255981E1,6.463829041E0,-5.045539856E0
3.130788367E2,4.005370331E1,6.049308777E0,-5.029548645E0
3.131288367E2,3.868720627E1,6.293769836E0,-4.485668182E0
3.131788367E2,3.770140839E1,4.849067688E0,-4.617603302E0
3.132288367E2,3.943210602E1,5.038986206E0,-1.387912750E0
3.132788367E2,3.961861801E1,5.993614197E0,-2.236354828E0
3.133288367E2,3.934674072E1,2.839645386E0,-3.841094971E-1
3.133788367E2,3.896613312E1,4.693878174E0,-4.093551636E-1
3.134288367E2,3.720281982E1,6.483673096E0,-1.668930054E-1
3.134788367E2,3.901615906E1,5.783805847E0,-1.420211792E-1
3.135288367E2,3.833260727E1,3.864524841E0,1.272476196E0
3.135788367E2,3.864714050E1,3.869201660E0,1.974449158E0
3.136288367E2,3.900930023E1,5.462532043E0,5.608177185E-1
3.136788367E2,3.836376190E1,4.649116516E0,9.839019775E-1
3.137288367E2,3.838245392E1,4.624336243E0,2.941940308E0
3.137788367E2,3.854848480E1,4.780227661E0,3.500946045E0
3.138288367E2,3.764662933E1,5.371551514E0,2.926422119E0
3.138788367E2,3.799498749E1,6.157287598E0,3.619537354E0
3.139288367E2,3.777883911E1,4.746406555E0,3.494270325E0
3.139788367E2,3.838467407E1,3.795494080E0,6.727020264E0
3.140288367E2,3.783286285E1,5.831016541E0,4.181182861E0
3.140788367E2,3.754102707E1,5.796249390E0,5.856834412E0
3.141288367E2,3.674850464E1,5.462394714E0,4.874679565E0
3.141788367E2,3.614088440E1,5.589775085E0,5.007431030E0
3.142288367E2,3.692655182E1,5.602363586E0,6.692428589E0
3.142788367E2,3.582616425E1,5.254974365E0,5.707595825E0
3.143288367E2,3.581948853E1,5.263824463E0,5.008300781E0
3.143788367E2,3.309877777E1,6.231987000E0,5.251602173E0
3.144288367E2,3.441907501E1,4.562171936E0,6.262100220E0
3.144788367E2,3.418153381E1,6.107200623E0,6.521453857E0
3.145288367E2,3.508366394E1,6.011047363E0,4.992774963E0
3.145788367E2,3.435718536E1,6.745887756E0,5.956268311E0
3.146288367E2,3.373309708E1,6.069206238E0,7.916053772E0
3.146788367E2,3.373309708E1,6.069206238E0,7.916053772E0
3.147288367E2,3.372660065E1,6.408172607E0,5.814613342E0
3.147788367E2,3.336871338E1,5.304718018E0,5.544609070E0
3.148288367E2,3.315957260E1,7.472816467E0,5.936744690E0
3.148788367E2,3.315957260E1,7.472816467E0,5.936744690E0
3.149288367E2,3.182256126E1,4.915794373E0,6.234100342E0
3.149788367E2,3.336720276E1,4.976364136E0,6.806892395E0
3.150288367E2,3.358086014E1,6.720909119E0,5.250297546E0
3.150788367E2,3.284503555E1,7.468139648E0,5.234771729E0
3.151288367E2,3.292045593E1,5.596832275E0,5.537063599E0
3.151788367E2,3.278139114E1,5.900726318E0,5.672050476E0
3.152288367E2,3.155137634E1,6.009895325E0,5.100158691E0
3.152788367E2,3.156223679E1,6.325851440E0,4.816894531E0
3.153288367E2,3.075876236E1,5.510978699E0,4.819076538E0
3.153788367E2,2.984737587E1,5.784576416E0,4.667671204E0
3.154288367E2,2.955714035E1,6.243217468E0,4.379966736E0
3.154788367E2,2.876034164E1,5.419494629E0,5.081443787E0
3.155288367E2,3.015541649E1,6.128234863E0,3.268196106E0
3.155788367E2,2.910060120E1,6.050788879E0,5.636466980E0
3.156288367E2,2.813527679E1,5.404823303E0,4.097076416E0
3.156788367E2,2.852440643E1,7.457939148E0,3.377441406E0
3.157288367E2,2.782198715E1,5.233314514E0,4.236038208E0
3.157788367E2,2.766662979E1,5.063262939E0,4.795913696E0
3.158288367E2,2.703880692E1,4.887069702E0,4.232902527E0
3.158788367E2,2.572126579E1,6.718406677E0,2.801048279E0
3.159288367E2,2.488111496E1,4.795898438E0,3.934501648E0
3.159788367E2,2.412927055E1,5.564361572E0,2.240653992E0
3.160288367E2,2.344332123E1,4.143814087E0,1.272216797E0
3.160788367E2,2.196715546E1,1.725608826E0,2.405639648E0
3.161288367E2,2.054962540E1,4.469734192E0,2.360427856E0
3.161788367E2,1.797983932E1,1.860366821E0,2.507247925E0
3.162288367E2,1.772319031E1,-3.227081299E-1,1.691528320E0
3.162788367E2,1.556024933E1,-2.417297363E-1,1.326103210E-1
3.163288367E2,1.597735500E1,-1.318450928E0,4.287300110E-1
3.163788367E2,1.586902428E1,-3.982879639E0,1.158119202E0
3.164288367E2,1.500884914E1,-5.878814697E0,1.936607361E-1
3.164788367E2,1.426625919E1,-5.287811279E0,1.799049377E-1
3.165288367E2,1.532356453E1,-5.544021606E0,-5.065078735E-1
3.165788367E2,1.435111427E1,-7.006439209E0,7.601509094E-1
3.166288367E2,1.409722519E1,-9.027999878E0,-4.769134521E-1
3.166788367E2,1.275502396E1,-8.320220947E0,4.812431335E-1
3.167288367E2,1.396501541E1,-8.402847290E0,-1.044769287E0
3.167788367E2,1.344625473E1,-9.999404907E0,8.780288696E-2
3.168288367E2,1.344625473E1,-9.999404907E0,8.780288696E-2
3.168788367E2,1.371085453E1,-1.091960144E1,-1.786231995E-1
3.169288367E2,1.324906445E1,-1.093989563E1,-1.826248169E-1
3.169788367E2,1.386594009E1,-1.124473572E1,1.364707947E0
3.170288367E2,1.248484516E1,-1.081573486E1,-3.309326172E-1
3.170788367E2,1.307759857E1,-1.125376892E1,-6.000061035E-1
3.171288367E2,1.372438431E1,-1.060717773E1,-1.821632385E-1
3.171788367E2,1.320162010E1,-1.219841003E1,5.308341980E-1
3.172288367E2,1.474519444E1,-1.164089966E1,-1.139450073E0
3.172788367E2,1.390522385E1,-1.323327637E1,-1.408145905E0
3.173288367E2,1.523353481E1,-1.491371155E1,4.415206909E-1
3.173788367E2,1.472171974E1,-1.602394104E1,1.701850891E-1
3.174288367E2,1.475545502E1,-1.540794373E1,8.624038696E-1
3.174788367E2,1.567360497E1,-1.552534485E1,1.012046814E0
3.175288367E2,1.466341496E1,-1.759843445E1,1.166908264E0
3.175788367E2,1.602038956E1,-1.816062927E1,1.046142578E0
3.176288367E2,1.554079437E1,-1.898321533E1,2.729309082E0
3.176788367E2,1.783372498E1,-1.886050415E1,1.071014404E0
3.177288367E2,1.564594460E1,-2.023320007E1,3.304244995E0
3.177788367E2,1.727594948E1,-1.797329712E1,2.873229980E0
3.178288367E2,1.641844559E1,-1.987278748E1,2.188491821E0
3.178788367E2,1.713688469E1,-1.766940308E1,3.008216858E0
3.179288367E2,2.029357529E1,-1.940893555E1,3.616928101E0
3.179788367E2,1.805345917E1,-2.120780945E1,2.498832703E0
3.180288367E2,1.986542892E1,-1.897830200E1,5.006210327E0
3.180788367E2,1.893909073E1,-1.918040466E1,5.419555664E0
3.181288367E2,1.966530037E1,-2.041044617E1,6.559272766E0
3.181788367E2,1.903328896E1,-2.091143799E1,6.978820801E0
3.182288367E2,1.995046616E1,-2.036682129E1,4.184326172E0
3.182788367E2,2.009778023E1,-1.725856018E1,5.407661438E0
3.183288367E2,2.007062912E1,-1.804846191E1,6.115814209E0
3.183788367E2,1.907548523E1,-1.948075867E1,5.004844666E0
3.184288367E2,2.002746010E1,-1.881712341E1,5.145637512E0
3.184788367E2,1.907147980E1,-1.947544861E1,4.585273743E0
3.185288367E2,1.891193962E1,-1.997030640E1,6.127708435E0
3.185788367E2,1.972226906E1,-1.883419800E1,5.422691345E0
3.186288367E2,1.890927124E1,-1.996676636E1,5.847984314E0
3.186788367E2,1.940060997E1,-1.965530396E1,7.526771545E0
3.187288367E2,1.882842064E1,-1.825347900E1,5.687316895E0
3.187788367E2,1.943871117E1,-1.838438416E1,5.834289551E0
3.188288367E2,1.905109596E1,-2.010914612E1,5.291648865E0
3.188788367E2,2.037457466E1,-1.786454773E1,4.997825623E0
3.189288367E2,1.993308067E1,-1.741621399E1,4.988510132E0
3.189788367E2,1.993308067E1,-1.741621399E1,4.988510132E0
3.190288367E2,1.962121582E1,-1.742443848E1,4.566268921E0
3.190788367E2,2.044204521E1,-1.663256836E1,6.382270813E0
3.191288367E2,2.056375504E1,-1.691345215E1,4.429107666E0
3.191788367E2,1.786825562E1,-1.923661804E1,6.109512329E0
3.192288367E2,1.802779579E1,-1.874176025E1,4.567077637E0
3.192788367E2,2.063080597E1,-1.943434143E1,6.696517944E0
3.193288367E2,1.858420563E1,-1.669958496E1,5.247367859E0
3.193788367E2,1.730531883E1,-1.801223755E1,5.950149536E0
3.194288367E2,1.682207870E1,-1.816928101E1,4.409454346E0
3.194788367E2,1.781455421E1,-1.673341370E1,5.240692139E0
3.195288367E2,1.731626892E1,-1.753121948E1,4.965820312E0
3.195788367E2,1.721111870E1,-1.628121948E1,4.390884399E0
3.196288367E2,1.716127396E1,-1.704103088E1,2.721420288E0
3.196788367E2,1.685341454E1,-1.705456543E1,2.718750000E0
3.197288367E2,1.715041351E1,-1.735699463E1,3.004676819E0
3.197788367E2,1.691020393E1,-1.580842590E1,2.984306335E0
3.198288367E2,1.741092110E1,-1.843693542E1,3.019737244E0
3.198788367E2,1.681967926E1,-1.767054749E1,2.026527405E0
3.199288367E2,1.655107498E1,-1.674505615E1,1.873374939E0
3.199788367E2,1.617975044E1,-1.799588013E1,9.058456421E-1
3.200288367E2,1.680365944E1,-1.764930725E1,3.482055664E-1
3.200788367E2,1.459594440E1,-1.883041382E1,-2.175331116E-1
3.201288367E2,1.775821495E1,-1.715425110E1,1.469779968E0
3.201788367E2,1.745978928E1,-1.701512146E1,1.745063782E0
3.202288367E2,1.870084381E1,-1.647821045E1,6.315574646E-1
3.202788367E2,1.851852036E1,-1.710803223E1,4.974403381E-1
3.203288367E2,1.819321442E1,-1.726362610E1,-6.223411560E-1
3.203788367E2,1.696987534E1,-1.716329956E1,-4.949302673E-1
3.204288367E2,1.677001381E1,-1.810025024E1,-1.045085907E0
3.204788367E2,1.698082542E1,-1.668228149E1,-1.479255676E0
3.205288367E2,1.841864967E1,-1.895776367E1,-1.439357758E0
3.205788367E2,1.784752464E1,-1.805290222E1,-1.035739899E0
3.206288367E2,1.865785408E1,-1.691674805E1,-1.740753174E0
3.206788367E2,1.850231934E1,-1.741691589E1,2.212600708E-1
3.207288367E2,1.800003052E1,-1.820941162E1,-4.731941223E-1
3.207788367E2,1.952598000E1,-1.812406921E1,-1.858444214E0
3.208288367E2,1.874003983E1,-1.863183594E1,-1.440227509E0
3.208788367E2,1.995937538E1,-1.872685242E1,-1.987216949E0
3.209288367E2,1.847294998E1,-1.737797546E1,-2.855659485E0
3.209788367E2,2.030916023E1,-1.777781677E1,-1.855312347E0
3.210288367E2,1.945465469E1,-1.609301758E1,-2.442230225E0
3.210788367E2,1.945465469E1,-1.609301758E1,-2.442230225E0
3.211288367E2,2.128828430E1,-1.632426453E1,-2.422668457E0
3.211788367E2,2.126264954E1,-1.678581238E1,-2.976802826E0
3.212288367E2,2.198788452E1,-1.735380554E1,-4.781223297E0
3.212788367E2,2.198788452E1,-1.735380554E1,-4.781223297E0
3.213288367E2,2.346111107E1,-1.542726135E1,-4.091148376E0
3.213788367E2,2.377173042E1,-1.525219727E1,-4.509830475E0
3.214288367E2,2.228913116E1,-1.423876953E1,-3.556549072E0
3.214788367E2,2.555032539E1,-1.297846985E1,-5.498943329E0
3.215288367E2,2.677518082E1,-1.275044250E1,-6.888633728E0
3.215788367E2,2.650381660E1,-1.198645020E1,-6.620433807E0
3.216288367E2,2.784440994E1,-1.318762207E1,-5.615242004E0
3.216788367E2,2.824564552E1,-1.098541260E1,-5.777210236E0
3.217288367E2,2.917884064E1,-1.046203613E1,-6.893386841E0
3.217788367E2,3.045896912E1,-9.316223145E0,-6.755241394E0
3.218288367E2,3.000946617E1,-8.857269287E0,-7.603713989E0
3.218788367E2,3.019446182E1,-8.230957031E0,-7.189880371E0
3.219288367E2,2.876349258E1,-5.634185791E0,-7.932621002E0
3.219788367E2,2.945614624E1,-7.150070190E0,-8.887264252E0
3.220288367E2,3.056730080E1,-6.651794434E0,-7.484630585E0
3.220788367E2,3.177159119E1,-7.387573242E0,-6.765800476E0
3.221288367E2,3.115729523E1,-7.251342773E0,-7.332347870E0
3.221788367E2,3.014494705E1,-5.402938843E0,-9.041252136E0
3.222288367E2,3.053766060E1,-7.108032227E0,-8.458339691E0
3.222788367E2,3.153298569E1,-5.345596313E0,-8.749519348E0
3.223288367E2,3.089260483E1,-6.496200562E0,-6.364849091E0
3.223788367E2,3.185277176E1,-5.513046265E0,-6.787040710E0
3.224288367E2,3.215377426E1,-5.820770264E0,-6.081531525E0
3.224788367E2,3.277091980E1,-5.630447388E0,-6.637397766E0
3.225288367E2,3.101188660E1,-3.350769043E0,-8.078567505E0
3.225788367E2,3.277510834E1,-5.305633545E0,-7.619956970E0
3.226288367E2,3.312346649E1,-4.519897461E0,-6.926837921E0
3.226788367E2,3.207978058E1,-3.786193848E0,-6.945034027E0
3.227288367E2,3.323662567E1,-5.780502319E0,-5.512744904E0
3.227788367E2,3.161380768E1,-4.131301880E0,-5.966480255E0
3.228288367E2,3.135597229E1,-3.054885864E0,-5.701820374E0
3.228788367E2,3.211209106E1,-3.333480835E0,-5.691604614E0
3.229288367E2,3.287907028E1,-3.296127319E0,-5.964649200E0
3.229788367E2,3.371895218E1,-1.868804932E0,-4.994884491E0
3.230288367E2,3.288841629E1,-3.308517456E0,-4.985630035E0
3.230788367E2,3.341233826E1,-2.049163818E0,-4.156623840E0
3.231288367E2,3.464110565E1,-1.991500854E0,-4.425666809E0
3.231788367E2,3.309735107E1,-2.879135132E0,-1.353248596E0
3.232288367E2,3.477848053E1,-2.953842163E0,-1.896232605E0
3.232788367E2,3.477848053E1,-2.953842163E0,-1.896232605E0
3.233288367E2,3.392396927E1,-1.269058228E0,-2.483150482E0
3.233788367E2,3.502150726E1,-1.248245239E0,-3.759040833E-1
3.234288367E2,3.393046570E1,-1.608032227E0,-3.817100525E-1
3.234788367E2,3.566802216E1,-1.096847534E0,2.145141602E0
3.235288367E2,3.554916000E1,-4.893798828E-1,2.975891113E0
3.235788367E2,3.568537903E1,-1.119857788E0,3.963325500E0
3.236288367E2,3.555298615E1,-8.248138428E-1,4.797615051E0
3.236788367E2,3.552850723E1,-1.618255615E0,5.785476685E0
3.237288367E2,3.553090668E1,-2.116973877E0,8.168411255E0
3.237788367E2,3.607272339E1,1.097259521E-1,6.609176636E0
3.238288367E2,3.730237579E1,-6.596679688E-1,9.985343933E0
3.238788367E2,3.586413193E1,-2.137069702E0,1.082842255E1
3.239288367E2,3.599794769E1,-2.268814087E0,9.432922363E0
3.239788367E2,3.731572723E1,-6.773681641E-1,1.138394165E1
3.240288367E2,3.682011414E1,-1.478713989E0,1.138878632E1
3.240788367E2,3.665113831E1,-2.126266479E0,1.265327454E1
3.241288367E2,3.683346176E1,-1.496414185E0,1.278739166E1
3.241788367E2,3.610030746E1,-7.527313232E-1,1.305158997E1
3.242288367E2,3.604351807E1,-1.998886108E0,1.278602600E1
3.242788367E2,3.915576172E1,-1.412643433E0,1.420601654E1
3.243288367E2,3.745042419E1,-1.636199951E0,1.363365936E1
3.243788367E2,3.846328735E1,4.333419800E-1,1.375852203E1
3.244288367E2,3.822693253E1,-1.281097412E0,1.293749237E1
3.244788367E2,3.759883881E1,-1.952484131E0,1.447769928E1
3.245288367E2,3.915175629E1,-1.407333374E0,1.378643799E1
3.245788367E2,3.855748749E1,-1.297653198E0,1.531778717E1
3.246288367E2,3.822942352E1,-1.614761353E0,1.461936188E1
3.246788367E2,3.755697250E1,2.046813965E-1,1.626976013E1
3.247288367E2,3.943647385E1,-2.189010620E0,1.491683197E1
3.247788367E2,3.888964844E1,-8.208160400E-1,1.573472595E1
3.248288367E2,3.890317535E1,-5.083923340E-1,1.573118591E1
3.248788367E2,3.918112946E1,-1.446273804E0,1.686334991E1
3.249288367E2,3.921913528E1,-3.404235840E-1,1.587194824E1
3.249788367E2,4.118764877E1,-1.200347900E0,1.673908234E1
3.250288367E2,3.925278091E1,1.105041504E-1,1.726523590E1
3.250788367E2,3.920560455E1,-6.528320312E-1,1.587548828E1
3.251288367E2,3.991695404E1,-2.193496704E0,1.687887573E1
3.251788367E2,4.092028809E1,-4.416809082E-1,1.742686462E1
3.252288367E2,4.013310242E1,-7.826232910E-1,1.700414276E1
3.252788367E2,3.968484497E1,-4.904937744E-1,1.699659729E1
3.253288367E2,3.853300476E1,-2.091094971E0,1.630565643E1
3.253788367E2,3.853300476E1,-2.091094971E0,1.630565643E1
3.254288367E2,3.997125244E1,-6.137084961E-1,1.546257782E1
3.254788367E2,3.961719513E1,-2.052597046E0,1.701429749E1
3.255288367E2,3.929820251E1,-2.877273560E0,1.939810181E1
3.255788367E2,3.999795151E1,-6.491088867E-1,1.825978088E1
3.256288367E2,4.021795654E1,-2.501251221E0,1.758438873E1
3.256788367E2,3.933630371E1,-1.606353760E0,1.770561981E1
3.257288367E2,4.088406372E1,-7.240142822E-1,1.505278015E1
3.257788367E2,3.948899078E1,-1.432739258E0,1.686602020E1
3.258288367E2,3.971599579E1,2.940750122E-1,1.670803070E1
3.258788367E2,3.876250839E1,-6.979064941E-1,1.782952118E1
3.259288367E2,3.961434174E1,-2.379180908E0,1.813672638E1
3.259788367E2,3.997098160E1,-1.108886719E0,1.756578827E1
3.260288367E2,4.183843994E1,-5.590667725E-1,1.757649994E1
3.260788367E2,4.164257812E1,-1.501327515E0,1.744593048E1
3.261288367E2,3.998860550E1,-6.367187500E-1,1.728076172E1
3.261788367E2,3.892605591E1,-2.083740234E-1,1.670666504E1
3.262288367E2,4.094743729E1,3.481979370E-1,1.671871185E1
3.262788367E2,4.141981506E1,1.892852783E-1,1.854266357E1
3.263288367E2,4.046098709E1,-7.956390381E-1,1.910471344E1
3.263788367E2,4.141020203E1,-2.935028076E-1,1.966685486E1
3.264288367E2,4.223397064E1,9.899978638E-1,1.965937042E1
3.264788367E2,4.292262268E1,-5.205688477E-1,1.828514099E1
3.265288367E2,4.106184387E1,-1.079238892E0,1.897373199E1
3.265788367E2,4.198666763E1,-1.205474854E0,1.982267761E1
3.266288367E2,4.373784256E1,-2.168121338E-1,2.164492035E1
3.266788367E2,4.342758179E1,2.683715820E-1,1.925932312E1
3.267288367E2,4.300362396E1,1.023826599E0,1.966604614E1
3.267788367E2,4.449814606E1,-1.705932617E-1,2.067257690E1
3.268288367E2,4.470762253E1,1.249137878E0,2.009854126E1
3.268788367E2,4.390814972E1,4.289398193E-1,2.052029419E1
3.269288367E2,4.414450836E1,2.143409729E0,2.134132385E1
3.269788367E2,4.439014435E1,7.528228760E-1,2.122006226E1
3.270288367E2,4.500853729E1,7.763442993E-1,2.150511932E1
3.270788367E2,4.445628357E1,1.986564636E0,2.246463776E1
3.271288367E2,4.593618393E1,3.904273987E0,2.385401154E1
3.271788367E2,4.657362366E1,4.563255310E0,2.329283142E1
3.272288367E2,4.751331329E1,4.747665405E0,2.427809906E1
3.272788367E2,4.550278473E1,4.507049561E0,2.398278809E1
3.273288367E2,4.671936035E1,4.250526428E0,2.385714722E1
3.273788367E2,4.658697510E1,4.545555115E0,2.469143677E1
3.274288367E2,4.807909775E1,3.849853516E0,2.331503296E1
3.274788367E2,4.914073563E1,7.176162720E0,2.286629486E1
3.275288367E2,4.914073563E1,7.176162720E0,2.286629486E1
3.275788367E2,4.831678772E1,5.562538147E0,2.427592468E1
3.276288367E2,4.848834229E1,6.041473389E0,2.399222565E1
3.276788367E2,4.933632278E1,7.623237610E0,2.510008240E1
3.277288367E2,4.846528625E1,5.411323547E0,2.441889191E1
3.277788367E2,4.913912964E1,6.682754517E0,2.482964325E1
3.278288367E2,4.867200470E1,6.669540405E0,2.426620483E1
3.278788367E2,4.861370087E1,5.095054626E0,2.526291656E1
3.279288367E2,5.043012238E1,8.144538879E0,2.468453217E1
3.279788367E2,4.880151367E1,8.975524902E0,2.717671204E1
3.280288367E2,5.034900284E1,9.362663269E0,2.662707520E1
3.280788367E2,5.169511795E1,8.484527588E0,2.678957367E1
3.281288367E2,5.055820847E1,1.028722382E1,2.815625000E1
3.281788367E2,5.113348770E1,1.263473511E1,2.939245605E1
3.282288367E2,5.195058441E1,1.392709351E1,2.868566895E1
3.282788367E2,5.286906433E1,1.739753723E1,2.865340424E1
3.283288367E2,5.352928543E1,1.819149017E1,2.976876831E1
3.283788367E2,5.170233154E1,1.841388702E1,3.044850922E1
3.284288367E2,5.433534241E1,1.883776855E1,3.074739075E1
3.284788367E2,5.501043320E1,1.994235992E1,3.199907684E1
3.285288367E2,5.487855530E1,2.415534973E1,3.124932098E1
3.285788367E2,5.488122559E1,2.415180969E1,3.152903748E1
3.286288367E2,5.283043671E1,2.656177521E1,3.106244659E1
3.286788367E2,5.354745483E1,2.860186768E1,3.244337463E1
3.287288367E2,5.378763199E1,2.998089600E1,3.508612061E1
3.287788367E2,5.350043106E1,3.109622955E1,3.227385712E1
3.288288367E2,5.355445480E1,3.218084717E1,3.296076965E1
3.288788367E2,5.227848434E1,3.428742981E1,3.446243286E1
3.289288367E2,5.242030716E1,3.414507294E1,3.390610504E1
3.289788367E2,5.221483994E1,3.272002411E1,3.489971161E1
3.290288367E2,5.294298172E1,3.557125854E1,3.389418030E1
3.290788367E2,5.239081955E1,3.694654846E1,3.415262604E1
3.291288367E2,5.041144943E1,3.749051666E1,3.356874847E1
3.291788367E2,5.205847931E1,3.613957214E1,3.513782501E1
3.292288367E2,5.208963013E1,3.692416382E1,3.484925079E1
3.292788367E2,4.988215637E1,3.916584015E1,3.480268097E1
3.293288367E2,5.056000900E1,4.043196106E1,3.563301849E1
3.293788367E2,4.851441193E1,3.957712555E1,3.450563812E1
3.294288367E2,4.762338257E1,4.341201019E1,3.627021790E1
3.294788367E2,4.842937469E1,4.096562958E1,3.532753754E1
3.295288367E2,4.654605103E1,4.369477844E1,3.485873413E1
3.295788367E2,4.710406494E1,4.623036194E1,3.357568359E1
3.296288367E2,4.621956253E1,4.679868317E1,3.481932831E1
3.296788367E2,4.621956253E1,4.679868317E1,3.481932831E1
3.297288367E2,4.369755173E1,4.903567505E1,3.407078552E1
3.297788367E2,4.401351166E1,4.920364380E1,3.421154785E1
3.298288367E2,4.174257278E1,5.020803070E1,3.320011139E1
3.298788367E2,4.009126282E1,5.106910706E1,3.331466675E1
3.299288367E2,3.824838257E1,5.147779846E1,3.161502075E1
3.299788367E2,3.692095566E1,5.233115387E1,3.341056061E1
3.300288367E2,3.425411987E1,5.112622070E1,3.312053680E1
3.300788367E2,3.342249298E1,5.311105347E1,3.350909424E1
3.301288367E2,3.088146210E1,5.178499603E1,3.098441315E1
3.301788367E2,2.985816193E1,5.315238190E1,3.025984192E1
3.302288367E2,2.782849503E1,5.211124420E1,3.151184845E1
3.302788367E2,2.628279114E1,5.254763031E1,2.869599152E1
3.303288367E2,2.632729721E1,5.331452179E1,2.980601501E1
3.303788367E2,2.486920547E1,5.219378662E1,2.714905548E1
3.304288367E2,2.389702606E1,5.122655487E1,2.631250000E1
3.304788367E2,2.117882919E1,4.893346405E1,2.561528778E1
3.305288367E2,2.191480446E1,5.144395447E1,2.685104370E1
3.305788367E2,2.195515442E1,4.895844269E1,2.632125854E1
