"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.939600366E0,3.366034944E-4,-1.055656001E-3,-3.262370592E-4
3.989600366E0,-2.729734406E-4,-4.460792989E-4,5.436551291E-4
4.039600366E0,-2.729734406E-4,-4.460792989E-4,7.017282769E-5
4.089600366E0,-2.729734406E-4,-6.534075364E-4,7.041415665E-5
4.139600366E0,-2.729734406E-4,-1.511342824E-3,1.528499415E-4
4.189600366E0,-2.729734406E-4,-8.964468725E-4,7.044884842E-5
4.239600366E0,-2.729734406E-4,4.578847438E-5,-3.262370592E-4
4.289600366E0,-2.729734406E-4,-4.460792989E-4,-3.262370592E-4
4.339600366E0,1.239939593E-4,-9.500104934E-4,5.746615352E-4
4.389600366E0,-2.729734406E-4,-1.269307570E-3,-3.262370592E-4
4.439600366E0,-2.729734406E-4,-1.356501132E-3,-3.262370592E-4
4.489600366E0,-2.729734406E-4,-8.602840826E-4,9.939337615E-4
4.539600366E0,-2.729734406E-4,-9.731608443E-4,8.805274265E-4
4.589600366E0,3.898115829E-4,-8.430921007E-4,-5.920092808E-4
4.639600366E0,-1.416341402E-4,-9.787110612E-4,1.004434191E-3
4.689600366E0,1.230058260E-4,-1.393408747E-3,1.829365501E-4
4.739600366E0,2.418439835E-4,-1.215167809E-3,-1.391500584E-3
4.789600366E0,-2.729734406E-4,-3.203761298E-4,1.064347918E-3
4.839600366E0,-2.729734406E-4,-1.567073050E-3,1.748559764E-3
4.889600366E0,-2.729734406E-4,-2.044936176E-3,-6.263403920E-4
4.939600366E0,-2.729734406E-4,-1.754708472E-3,-3.660694929E-4
4.989600366E0,-2.729734406E-4,-1.907763304E-3,1.091156504E-3
5.039600366E0,-2.729734406E-4,-1.030887244E-3,7.710636128E-4
5.089600366E0,-2.729734406E-4,-1.907746308E-3,-1.546577550E-6
5.139600366E0,1.877844334E-4,-1.042714459E-3,1.207654830E-3
5.189600366E0,6.269337609E-5,-7.179123349E-4,8.000748930E-4
5.239600366E0,2.596583217E-4,1.911745407E-3,-3.873038804E-4
5.289600366E0,1.233764924E-4,-1.611983404E-3,-1.044127974E-3
5.339600366E0,7.432410493E-4,-1.685420517E-3,1.135569997E-3
5.389600366E0,3.662868403E-5,-2.179905074E-3,3.800661652E-4
5.439600366E0,-2.729734406E-4,-1.945350203E-3,1.077703200E-4
5.489600366E0,4.946687259E-4,-1.981363632E-3,4.414051073E-4
5.539600366E0,-1.369926613E-4,-1.003998099E-3,2.063947031E-4
5.589600366E0,4.091979936E-4,-6.298720837E-5,-7.225411246E-4
5.639600366E0,1.370985992E-4,-4.326890921E-4,-2.036771039E-4
5.689600366E0,-2.729734406E-4,1.133483369E-3,3.422116861E-4
5.739600366E0,1.261525322E-4,3.587864339E-4,-1.901203068E-4
5.789600366E0,-2.729734406E-4,2.053632401E-3,1.135598402E-3
5.839600366E0,1.235704403E-4,6.036844570E-4,9.930555243E-4
5.889600366E0,-2.729734406E-4,-6.347744493E-4,-9.112189291E-4
5.939600366E0,-1.155054197E-4,-9.250082076E-5,-3.262370592E-4
5.989600366E0,-3.366032615E-5,-7.178237429E-4,1.325663878E-3
6.039600366E0,-2.729734406E-4,-2.188400831E-4,5.699185422E-4
6.089600366E0,-2.729734406E-4,-6.734270137E-4,-3.262370592E-4
6.139600366E0,-9.292666800E-5,-4.915683530E-5,-5.062838318E-4
6.189600366E0,3.395248204E-4,-1.238301164E-3,-1.334846136E-3
6.239600366E0,-2.729734406E-4,-8.424504194E-4,3.651483916E-3
6.289600366E0,-2.729734406E-4,-1.307665720E-3,2.743536374E-3
6.339600366E0,1.238305122E-4,-4.460792989E-4,-2.593171783E-3
6.389600366E0,-2.729734406E-4,-4.938291386E-5,-8.247798542E-4
6.439600366E0,-2.729734406E-4,-4.460792989E-4,3.266307060E-3
6.489600366E0,-2.729734406E-4,-9.340216639E-4,1.009640750E-3
6.539600366E0,1.233383082E-4,-1.511342824E-3,5.261953338E-4
6.589600366E0,1.238067634E-4,-1.511342824E-3,2.201070078E-3
6.639600366E0,-2.729734406E-4,-4.460792989E-4,-5.323463120E-4
6.689600366E0,-2.729734406E-4,6.497325376E-5,-2.298880368E-3
6.739600366E0,1.235944219E-4,-6.966635119E-4,5.714989384E-4
6.789600366E0,6.462740712E-4,-1.511342824E-3,2.723537385E-3
6.839600366E0,5.298925098E-4,-1.511342824E-3,4.864213988E-4
6.889600366E0,2.572776284E-4,-1.508962014E-3,-8.564878954E-4
6.939600366E0,1.400941983E-6,-4.460792989E-4,3.448118805E-4
6.989600366E0,-1.505194232E-4,-4.460792989E-4,7.390264655E-4
7.039600366E0,-2.729734406E-4,-4.460792989E-4,7.390264655E-4
7.089600366E0,-2.729734406E-4,-4.460792989E-4,2.322643995E-4
7.139600366E0,-2.729734406E-4,-4.460792989E-4,3.421672154E-4
7.189600366E0,-2.729734406E-4,-4.460792989E-4,7.018338074E-4
7.239600366E0,-2.729734406E-4,-4.460792989E-4,-3.262370592E-4
7.289600366E0,-2.729734406E-4,-4.460792989E-4,2.063947031E-4
7.339600366E0,-2.729734406E-4,-8.428227156E-4,7.390264655E-4
7.389600366E0,-2.729734406E-4,-9.183672955E-4,2.063947031E-4
7.439600366E0,-2.729734406E-4,-8.424490225E-4,-3.262370592E-4
7.489600366E0,-2.729734406E-4,-4.460792989E-4,-3.262370592E-4
7.539600366E0,-2.729734406E-4,-4.460792989E-4,4.142812104E-4
7.589600366E0,-2.729734406E-4,-5.297407042E-4,2.063947031E-4
7.639600366E0,1.236435492E-4,-7.590062451E-4,4.260995192E-4
7.689600366E0,2.187066711E-4,-8.831273299E-4,7.390264655E-4
7.739600366E0,-6.976542063E-4,5.172463134E-4,7.390264655E-4
7.789600366E0,2.596583217E-4,-6.423606537E-4,4.828919191E-5
7.839600366E0,1.066420227E-4,-1.907790545E-3,-3.430695506E-4
7.889600366E0,2.596583217E-4,-4.248474725E-3,-1.754348050E-3
7.939600366E0,-6.641305517E-4,2.064873464E-3,8.418683428E-4
7.989600366E0,-2.783122472E-4,7.658728864E-4,8.857151261E-4
8.039600366E0,1.296410337E-4,-7.391339168E-3,-1.002078061E-3
8.089600366E0,-6.575384177E-4,3.258797340E-3,2.003797563E-4
8.139600366E0,3.957517911E-4,-3.127101809E-3,-7.760074222E-4
8.189600366E0,-3.104889765E-5,2.096040640E-3,2.658386715E-3
8.239600366E0,-5.150400102E-4,1.123949420E-3,1.919297967E-3
8.289600366E0,-1.071912702E-4,-3.401292488E-4,-2.202871256E-4
8.339600366E0,-4.385341890E-4,7.008328103E-4,8.626310155E-4
8.389600366E0,6.145993248E-4,-2.659202321E-3,1.646550372E-4
8.439600366E0,-1.119146124E-3,1.631721854E-3,5.199353327E-4
8.489600366E0,6.033773534E-4,-2.031840617E-3,3.425860777E-4
8.539600366E0,-2.729734406E-4,1.204217784E-3,7.390264655E-4
8.589600366E0,-2.811332233E-4,-1.300812932E-3,-1.238669502E-4
8.639600366E0,-2.647517249E-4,4.165631253E-4,1.686711796E-3
8.689600366E0,-4.262421280E-4,-1.077288762E-4,1.804289990E-3
8.739600366E0,-6.120791659E-5,-1.723108464E-3,4.389119567E-4
8.789600366E0,-2.729734406E-4,3.513786942E-4,2.946700552E-4
8.839600366E0,-2.729734406E-4,2.945112064E-4,2.128963126E-3
8.889600366E0,-9.054860566E-4,-1.188959810E-3,8.616475970E-4
8.939600366E0,5.843797699E-4,-9.847010951E-4,-1.382655348E-3
8.989600366E0,3.957999870E-4,-1.348108286E-3,-1.786419889E-4
9.039600366E0,7.922903169E-4,-4.186681472E-3,-1.391500584E-3
9.089600366E0,-1.393514685E-5,-3.149256110E-3,-2.715802751E-3
9.139600366E0,-1.356259454E-4,-1.114881132E-3,-2.062657382E-3
9.189600366E0,1.236703247E-4,-1.655372791E-3,3.423825838E-4
9.239600366E0,-2.628988586E-4,6.283922121E-4,8.547704201E-4
9.289600366E0,3.960919566E-4,-1.295331400E-3,-2.233398845E-4
9.339600366E0,2.596583217E-4,-1.760684419E-3,-1.391500584E-3
9.389600366E0,2.132146619E-5,-2.576606348E-3,-4.060167121E-4
9.439600366E0,-1.703328453E-4,2.427098341E-3,1.701649395E-3
9.489600366E0,-2.729734406E-4,4.759235308E-4,1.804289990E-3
9.539600366E0,-2.729734406E-4,4.514864646E-3,2.686866559E-3
9.589600366E0,-2.729734406E-4,6.981939077E-4,8.180359146E-4
9.639600366E0,2.596583217E-4,-4.799088929E-4,-3.262370592E-4
9.689600366E0,7.922903169E-4,-2.566409297E-3,-1.381303533E-3
9.739600366E0,2.596583217E-4,-1.710740849E-3,-9.952363325E-4
9.789600366E0,-2.729734406E-4,-1.495982520E-3,-3.108768724E-4
9.839600366E0,-2.729734406E-4,1.122425310E-4,1.749328920E-3
9.889600366E0,-2.729734406E-4,6.191846915E-4,2.201006748E-3
9.939600366E0,-2.729734406E-4,-3.572870046E-4,6.913559046E-4
9.989600366E0,9.180768393E-5,-5.067042075E-4,-2.946915338E-4
1.003960037E1,6.880571600E-4,-9.061807068E-4,-8.905715076E-4
1.008960037E1,1.233764924E-4,-1.218897058E-3,-6.186828250E-4
1.013960037E1,-2.729734406E-4,-5.821591476E-4,1.135578379E-3
1.018960037E1,-2.729734406E-4,-7.265587337E-4,1.135777566E-3
1.023960037E1,-1.459971536E-4,-1.761950552E-4,2.063947031E-4
1.028960037E1,7.922903169E-4,-1.381161390E-3,-3.262370592E-4
1.033960037E1,-1.333002001E-4,-1.775066252E-3,-7.226750022E-4
1.038960037E1,3.806466702E-4,2.560316119E-3,2.113773022E-3
1.043960037E1,-6.697862409E-4,2.995847724E-3,2.322063781E-3
1.048960037E1,-1.514933538E-3,-4.028290277E-4,1.381631475E-3
1.053960037E1,-2.729734406E-4,-2.309930976E-3,-1.176841441E-3
1.058960037E1,1.232591458E-4,-1.083724317E-3,-5.283234641E-4
1.063960037E1,1.236977987E-4,-3.038347233E-3,1.021965872E-4
1.068960037E1,-2.729734406E-4,-1.464747591E-3,-4.548180150E-4
1.073960037E1,1.235320233E-4,-1.412221696E-3,-1.106692827E-3
1.078960037E1,1.854435541E-4,1.233769581E-5,1.593759516E-3
1.083960037E1,-7.520033978E-5,-2.471818589E-4,5.412534229E-4
1.088960037E1,-7.405574434E-5,-1.041776733E-3,-2.534508239E-4
