"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.026334845E0,-5.798361301E-1,-1.092087030E0,9.764169693E0
9.076334845E0,-6.140829921E-1,-1.066791415E0,9.750661850E0
9.126334845E0,-5.810725689E-1,-1.052319527E0,9.755256653E0
9.176334845E0,-5.705453157E-1,-1.044030190E0,9.766365051E0
9.226334845E0,-6.280483603E-1,-1.085432768E0,9.743109703E0
9.276334845E0,-6.214090586E-1,-1.120308638E0,9.730991364E0
9.326334845E0,-6.204122305E-1,-1.116436481E0,9.756874084E0
9.376334845E0,-6.259597540E-1,-1.075917482E0,9.753111839E0
9.426334845E0,-6.015618443E-1,-1.021554708E0,9.725547791E0
9.476334845E0,-5.543388128E-1,-1.023801923E0,9.756725311E0
9.526334845E0,-5.707945824E-1,-1.081671953E0,9.771312714E0
9.576334845E0,-6.331487894E-1,-1.122663021E0,9.750944138E0
9.626334845E0,-6.499789953E-1,-1.126955867E0,9.744867325E0
9.676334845E0,-6.223434210E-1,-1.077701092E0,9.751344681E0
9.726334845E0,-5.674189329E-1,-1.049636364E0,9.762608528E0
9.776334845E0,-5.668087006E-1,-1.030025601E0,9.764053345E0
9.826334845E0,-6.072337627E-1,-1.073957443E0,9.758447647E0
9.876334845E0,-6.173319221E-1,-1.100793600E0,9.760066986E0
9.926334845E0,-6.091853380E-1,-1.099642992E0,9.757069588E0
9.976334845E0,-6.139224172E-1,-1.075264215E0,9.749240875E0
1.002633485E1,-5.990189314E-1,-1.061785817E0,9.764489174E0
1.007633484E1,-5.973937511E-1,-1.055011392E0,9.754846573E0
1.012633484E1,-5.983238220E-1,-1.073825836E0,9.756614685E0
1.017633485E1,-5.932287574E-1,-1.096367002E0,9.773258209E0
1.022633484E1,-5.968027115E-1,-1.092413783E0,9.753675461E0
1.027633485E1,-6.049177647E-1,-1.077801228E0,9.753351212E0
1.032633484E1,-6.156044602E-1,-1.073417544E0,9.751417160E0
1.037633484E1,-6.004110575E-1,-1.079634905E0,9.770237923E0
1.042633485E1,-5.886194706E-1,-1.072755456E0,9.756694794E0
1.047633484E1,-6.085175872E-1,-1.055986166E0,9.758213043E0
1.052633485E1,-6.215758324E-1,-1.079057455E0,9.757592201E0
1.057633484E1,-5.788904428E-1,-1.073959827E0,9.773008347E0
1.062633484E1,-5.635859966E-1,-1.059596539E0,9.784593582E0
1.067633485E1,-6.027770042E-1,-1.079136610E0,9.726397514E0
1.072633484E1,-6.306937933E-1,-1.069877625E0,9.756072998E0
1.077633485E1,-6.146440506E-1,-1.070119381E0,9.785728455E0
1.082633484E1,-5.651967525E-1,-1.087729454E0,9.757851601E0
1.087633484E1,-5.890346169E-1,-1.080291271E0,9.767381668E0
1.092633485E1,-6.067001820E-1,-1.073949695E0,9.769206047E0
1.097633484E1,-6.074600220E-1,-1.079820156E0,9.759728432E0
1.102633485E1,-6.095343828E-1,-1.077801228E0,9.747334480E0
1.107633484E1,-6.020056009E-1,-1.075396061E0,9.758428574E0
1.112633484E1,-5.978156328E-1,-1.074208021E0,9.754729271E0
1.117633485E1,-5.991857052E-1,-1.072543144E0,9.765216827E0
1.122633484E1,-6.066011190E-1,-1.078110695E0,9.767049789E0
1.127633485E1,-6.028764248E-1,-1.081913710E0,9.757854462E0
1.132633484E1,-6.006748676E-1,-1.080698371E0,9.757208824E0
1.137633484E1,-5.964484215E-1,-1.069243193E0,9.759432793E0
1.142633485E1,-6.004608870E-1,-1.069805145E0,9.755754471E0
1.147633484E1,-6.116045713E-1,-1.074567199E0,9.759828568E0
1.152633485E1,-6.048153639E-1,-1.082559943E0,9.759204865E0
1.157633484E1,-5.950077176E-1,-1.087423682E0,9.759497643E0
1.162633484E1,-5.990502834E-1,-1.077343106E0,9.751371384E0
1.167633485E1,-6.049299836E-1,-1.067589998E0,9.768245697E0
1.172633484E1,-6.058724523E-1,-1.070741653E0,9.762105942E0
1.177633485E1,-5.999668837E-1,-1.076989651E0,9.759492874E0
1.182633484E1,-5.991703272E-1,-1.079214573E0,9.757280350E0
1.187633484E1,-6.013702154E-1,-1.078479052E0,9.761576653E0
1.192633485E1,-6.061608195E-1,-1.075471401E0,9.763002396E0
1.197633484E1,-6.030352116E-1,-1.074610114E0,9.756059647E0
1.202633485E1,-6.005142927E-1,-1.080316186E0,9.753762245E0
1.207633484E1,-6.054103971E-1,-1.080501080E0,9.759026527E0
1.212633484E1,-6.050078869E-1,-1.072787046E0,9.756607056E0
1.217633485E1,-6.026486158E-1,-1.074793935E0,9.758722305E0
1.222633484E1,-6.052896976E-1,-1.080812454E0,9.755988121E0
1.227633485E1,-6.020081043E-1,-1.080502391E0,9.762128830E0
1.232633485E1,-6.016018391E-1,-1.078248858E0,9.758350372E0
1.237633484E1,-6.082785726E-1,-1.073967338E0,9.761358261E0
1.242633485E1,-6.053370237E-1,-1.075645328E0,9.768121719E0
1.247633484E1,-6.034575701E-1,-1.076603413E0,9.760210037E0
1.252633485E1,-5.940660238E-1,-1.078903437E0,9.757249832E0
1.257633485E1,-6.001492739E-1,-1.078293562E0,9.757817268E0
1.262633484E1,-6.084349751E-1,-1.073557138E0,9.761993408E0
1.267633485E1,-6.073052883E-1,-1.075592518E0,9.761537552E0
1.272633484E1,-5.960783958E-1,-1.074671030E0,9.757530212E0
1.277633485E1,-5.912840366E-1,-1.078106165E0,9.762563705E0
1.282633485E1,-6.054847240E-1,-1.074780941E0,9.756656647E0
1.287633484E1,-6.103092432E-1,-1.080673814E0,9.756469727E0
1.292633485E1,-6.013702154E-1,-1.079517245E0,9.751440048E0
1.297633484E1,-5.927752256E-1,-1.074405193E0,9.769459724E0
1.302633485E1,-5.997192860E-1,-1.070550203E0,9.760374069E0
1.307633485E1,-6.082644463E-1,-1.073713899E0,9.755752563E0
1.312633484E1,-6.058365107E-1,-1.082232356E0,9.757677078E0
1.317633485E1,-5.958678722E-1,-1.082285762E0,9.757986069E0
1.322633484E1,-5.918260813E-1,-1.072789431E0,9.759849548E0
1.327633485E1,-5.984566212E-1,-1.067021489E0,9.760766983E0
1.332633485E1,-6.023515463E-1,-1.074792385E0,9.760500908E0
1.337633484E1,-6.098451614E-1,-1.079041004E0,9.754461288E0
1.342633485E1,-6.068177819E-1,-1.083415985E0,9.760496140E0
1.347633484E1,-6.019239426E-1,-1.077112436E0,9.759111404E0
1.352633485E1,-5.965940952E-1,-1.069162846E0,9.755386353E0
1.357633485E1,-5.983597636E-1,-1.075004339E0,9.758955002E0
1.362633484E1,-6.066887379E-1,-1.081548333E0,9.756746292E0
1.367633485E1,-6.070443392E-1,-1.080908298E0,9.748341560E0
1.372633484E1,-6.039971113E-1,-1.077965498E0,9.755556107E0
1.377633485E1,-5.957990289E-1,-1.070789456E0,9.764936447E0
1.382633485E1,-5.991500616E-1,-1.071440220E0,9.760212898E0
1.387633484E1,-6.062314510E-1,-1.082416415E0,9.757228851E0
1.392633485E1,-6.066573858E-1,-1.085416079E0,9.762760162E0
1.397633484E1,-5.967432261E-1,-1.076393843E0,9.756715775E0
1.402633485E1,-5.950473547E-1,-1.066496372E0,9.762118340E0
1.407633485E1,-6.000502110E-1,-1.073405981E0,9.758641243E0
1.412633484E1,-6.186064482E-1,-1.081111550E0,9.762375832E0
1.417633485E1,-6.142036319E-1,-1.089894772E0,9.751480103E0
1.422633484E1,-5.965988636E-1,-1.063269377E0,9.770816803E0
1.427633485E1,-5.961501598E-1,-1.063913345E0,9.756059647E0
1.432633485E1,-5.948610306E-1,-1.068234205E0,9.760265350E0
1.437633484E1,-6.337324381E-1,-1.107508183E0,9.736682892E0
1.442633485E1,-6.026257277E-1,-1.106231093E0,9.751355171E0
1.447633484E1,-5.792492032E-1,-1.078351259E0,9.773050308E0
1.452633485E1,-5.857801437E-1,-1.036385775E0,9.767267227E0
1.457633485E1,-6.284812093E-1,-1.047883749E0,9.755217552E0
1.462633484E1,-6.213514805E-1,-1.095617175E0,9.761810303E0
1.467633485E1,-5.794733763E-1,-1.124778509E0,9.764408112E0
1.472633484E1,-5.855153799E-1,-1.115038633E0,9.759367943E0
1.477633485E1,-6.143058538E-1,-1.042593002E0,9.768639565E0
1.482633485E1,-5.995085239E-1,-1.054562092E0,9.764412880E0
1.487633484E1,-6.013185978E-1,-1.083352566E0,9.758876801E0
1.492633485E1,-6.079770327E-1,-1.091973782E0,9.750293732E0
1.497633484E1,-6.037551165E-1,-1.084323168E0,9.776797295E0
1.502633485E1,-5.947521925E-1,-1.056546688E0,9.772749901E0
1.507633485E1,-6.013648510E-1,-1.050024033E0,9.728490829E0
1.512633484E1,-5.773984194E-1,-1.104780674E0,9.791978836E0
1.517633485E1,-5.900840759E-1,-1.105534315E0,9.768699646E0
1.522633484E1,-5.895063877E-1,-1.078188062E0,9.743081093E0
1.527633485E1,-6.452438831E-1,-1.006504178E0,9.756731987E0
1.532633485E1,-5.945042372E-1,-1.023094177E0,9.797315598E0
1.537633484E1,-5.382824540E-1,-1.083670616E0,9.810747147E0
1.542633485E1,-5.511606932E-1,-1.132876396E0,9.774780273E0
1.547633484E1,-5.887392759E-1,-1.099849224E0,9.741292953E0
1.552633485E1,-6.014641523E-1,-1.065001726E0,9.769916534E0
1.557633485E1,-6.172746420E-1,-1.053014040E0,9.756672859E0
1.562633484E1,-6.249162555E-1,-1.102449656E0,9.739523888E0
1.567633485E1,-5.749454498E-1,-1.049034357E0,9.826541901E0
1.572633484E1,-5.546559095E-1,-1.077627897E0,9.787239075E0
1.577633485E1,-5.938676596E-1,-1.087478757E0,9.736509323E0
1.582633485E1,-6.185121536E-1,-1.082568765E0,9.761208534E0
1.587633484E1,-6.064010859E-1,-1.074438095E0,9.753582001E0
1.592633485E1,-5.911237001E-1,-1.082479239E0,9.754998207E0
1.597633484E1,-5.656583309E-1,-1.068569899E0,9.778372765E0
1.602633484E1,-5.224212408E-1,-1.053784847E0,9.819461823E0
1.607633484E1,-6.223903894E-1,-1.044335604E0,9.780586243E0
1.612633485E1,-5.974324942E-1,-1.093641281E0,9.788639069E0
1.617633484E1,-5.847719312E-1,-1.095827818E0,9.766595840E0
1.622633484E1,-5.687968731E-1,-1.065919161E0,9.766002655E0
1.627633484E1,-5.700809956E-1,-1.058247328E0,9.735015869E0
1.632633484E1,-6.035963297E-1,-1.045405388E0,9.753656387E0
1.637633485E1,-6.089898348E-1,-1.098863125E0,9.787367821E0
1.642633484E1,-5.521222353E-1,-1.150961161E0,9.783129692E0
1.647633484E1,-5.756062269E-1,-1.422040224E0,1.037857914E1
1.652633484E1,-6.115374565E-1,-9.420603514E-1,9.726121902E0
1.657633484E1,-5.815281868E-1,-1.104895115E0,9.778743744E0
1.662633485E1,-5.678550005E-1,-1.149378300E0,9.770130157E0
1.667633484E1,-5.454335213E-1,-1.110226393E0,9.817745209E0
1.672633484E1,-6.211024523E-1,-1.044575810E0,9.638849258E0
1.677633484E1,-5.833079815E-1,-1.059129953E0,9.752771378E0
1.682633484E1,-5.685280561E-1,-1.020030737E0,9.746067047E0
1.687633485E1,-5.667265058E-1,-1.099658966E0,9.755566597E0
1.692633484E1,-6.165632010E-1,-1.131404400E0,9.764418602E0
1.697633484E1,-6.413627267E-1,-1.072507620E0,9.753788948E0
1.702633484E1,-5.969988108E-1,-1.041465998E0,9.711175919E0
1.707633484E1,-6.104109287E-1,-1.090468884E0,9.763240814E0
1.712633485E1,-5.755117536E-1,-1.114497423E0,9.747230530E0
1.717633484E1,-5.719430447E-1,-1.074142933E0,9.805524826E0
1.722633484E1,-5.693323612E-1,-1.066655636E0,9.842359543E0
1.727633484E1,-6.195850968E-1,-1.066864133E0,9.736262321E0
1.732633484E1,-6.057373285E-1,-1.085525990E0,9.768669128E0
1.737633485E1,-5.635210276E-1,-1.082325459E0,9.762327194E0
1.742633484E1,-5.641829967E-1,-1.080717802E0,9.763603210E0
1.747633484E1,-6.112926602E-1,-1.065147400E0,9.757781982E0
1.752633484E1,-6.165791750E-1,-1.078488588E0,9.758791924E0
1.757633484E1,-6.024042368E-1,-1.093306184E0,9.753306389E0
1.762633485E1,-5.839818120E-1,-1.086384058E0,9.759155273E0
1.767633484E1,-5.835430026E-1,-1.067368269E0,9.762650490E0
1.772633484E1,-5.964059830E-1,-1.073634624E0,9.757438660E0
1.777633484E1,-5.872335434E-1,-1.088532686E0,9.755634308E0
1.782633484E1,-5.684757829E-1,-1.097443223E0,9.744890213E0
1.787633485E1,-6.232772470E-1,-1.071590662E0,9.754284859E0
1.792633484E1,-6.250023246E-1,-1.051344752E0,9.771138191E0
1.797633484E1,-6.127941608E-1,-1.061441183E0,9.748235703E0
1.802633484E1,-5.703865290E-1,-1.084246635E0,9.761150360E0
1.807633484E1,-5.688742399E-1,-1.071967840E0,9.766838074E0
1.812633485E1,-5.952589512E-1,-1.089974880E0,9.745481491E0
1.817633484E1,-6.112558842E-1,-1.103686690E0,9.755542755E0
1.822633484E1,-6.016710997E-1,-1.090903640E0,9.759860039E0
1.827633484E1,-5.963417292E-1,-1.074189186E0,9.754755974E0
1.832633484E1,-5.927737951E-1,-1.057193637E0,9.757464409E0
1.837633485E1,-5.935258865E-1,-1.067248344E0,9.763746262E0
1.842633484E1,-5.971194506E-1,-1.090199709E0,9.753028870E0
1.847633484E1,-5.969528556E-1,-1.096040487E0,9.761001587E0
1.852633484E1,-5.936055183E-1,-1.086397171E0,9.760492325E0
1.857633484E1,-5.908529162E-1,-1.070412159E0,9.758010864E0
1.862633485E1,-5.980613232E-1,-1.066516042E0,9.760094643E0
1.867633484E1,-5.977377892E-1,-1.073645949E0,9.758771896E0
1.872633484E1,-5.956166983E-1,-1.080947876E0,9.753917694E0
1.877633484E1,-5.925250053E-1,-1.084682226E0,9.759618759E0
1.882633484E1,-5.964009762E-1,-1.078105807E0,9.761489868E0
1.887633485E1,-5.904474854E-1,-1.078998923E0,9.758914948E0
1.892633484E1,-5.971498489E-1,-1.081741810E0,9.756014824E0
1.897633484E1,-6.029341221E-1,-1.081081152E0,9.759851456E0
1.902633484E1,-5.987443924E-1,-1.075690746E0,9.762313843E0
1.907633484E1,-5.924298763E-1,-1.068547249E0,9.754467010E0
1.912633485E1,-5.880060792E-1,-1.075478315E0,9.760786057E0
1.917633484E1,-5.910133123E-1,-1.084938526E0,9.763255119E0
1.922633484E1,-5.976609588E-1,-1.087264061E0,9.757207870E0
1.927633484E1,-6.004758477E-1,-1.075781226E0,9.757606506E0
1.932633484E1,-5.957278013E-1,-1.073316336E0,9.757539749E0
1.937633485E1,-5.874695778E-1,-1.071240544E0,9.761508942E0
1.942633484E1,-5.920009613E-1,-1.077055216E0,9.758510590E0
1.947633484E1,-5.948628783E-1,-1.086952209E0,9.756744385E0
1.952633484E1,-5.969528556E-1,-1.084682107E0,9.761810303E0
1.957633484E1,-5.983009934E-1,-1.078107238E0,9.753063202E0
1.962633485E1,-5.960146189E-1,-1.074057102E0,9.758708954E0
1.967633484E1,-5.916258693E-1,-1.079763174E0,9.765563011E0
1.972633484E1,-6.002407074E-1,-1.079787731E0,9.761508942E0
1.977633484E1,-5.994485617E-1,-1.078695297E0,9.767093658E0
