"Time (s)","Pressure (hPa)"
3.442218179E0,9.775275269E2
3.492218179E0,9.775275269E2
3.542218179E0,9.775276489E2
3.592218179E0,9.775276489E2
3.642218179E0,9.775277710E2
3.692218179E0,9.775279541E2
3.742218179E0,9.775279541E2
3.792218179E0,9.775280762E2
3.842218179E0,9.775280762E2
3.892218179E0,9.775283203E2
3.942218179E0,9.775286255E2
3.992218179E0,9.775289307E2
4.042218179E0,9.775289917E2
4.092218179E0,9.775289917E2
4.142218179E0,9.775290527E2
4.192218179E0,9.775291138E2
4.242218179E0,9.775291138E2
4.292218179E0,9.775291138E2
4.342218179E0,9.775291138E2
4.392218179E0,9.775291138E2
4.442218179E0,9.775292969E2
4.492218179E0,9.775293579E2
4.542218179E0,9.775294800E2
4.592218179E0,9.775295410E2
4.642218179E0,9.775296021E2
4.692218179E0,9.775296021E2
4.742218179E0,9.775296021E2
4.792218179E0,9.775296021E2
4.842218179E0,9.775297852E2
4.892218179E0,9.775300293E2
4.942218179E0,9.775301514E2
4.992218179E0,9.775303345E2
5.042218179E0,9.775303955E2
5.092218179E0,9.775305176E2
5.142218179E0,9.775306396E2
5.192218179E0,9.775307007E2
5.242218179E0,9.775307617E2
5.292218179E0,9.775309448E2
5.342218179E0,9.775309448E2
5.392218179E0,9.775309448E2
5.442218179E0,9.775310059E2
5.492218179E0,9.775310059E2
5.542218179E0,9.775310669E2
5.592218179E0,9.775310669E2
5.642218179E0,9.775311890E2
5.692218179E0,9.775311890E2
5.742218179E0,9.775311890E2
5.792218179E0,9.775311890E2
5.842218179E0,9.775312500E2
5.892218179E0,9.775312500E2
5.942218179E0,9.775312500E2
5.992218179E0,9.775312500E2
6.042218179E0,9.775313110E2
6.092218179E0,9.775313110E2
6.142218179E0,9.775313110E2
6.192218179E0,9.775313110E2
6.242218179E0,9.775313110E2
6.292218179E0,9.775313110E2
6.342218179E0,9.775313110E2
6.392218179E0,9.775314941E2
6.442218179E0,9.775314941E2
6.492218179E0,9.775314941E2
6.542218179E0,9.775314941E2
6.592218179E0,9.775315552E2
6.642218179E0,9.775315552E2
6.692218179E0,9.775315552E2
6.742218179E0,9.775316162E2
6.792218179E0,9.775316162E2
6.842218179E0,9.775316772E2
6.892218179E0,9.775317383E2
6.942218179E0,9.775317383E2
6.992218179E0,9.775317383E2
7.042218179E0,9.775317993E2
7.092218179E0,9.775317993E2
7.142218179E0,9.775317993E2
7.192218179E0,9.775318604E2
7.242218179E0,9.775320435E2
7.292218179E0,9.775320435E2
7.342218179E0,9.775320435E2
7.392218179E0,9.775321045E2
7.442218179E0,9.775321045E2
7.492218179E0,9.775321045E2
7.542218179E0,9.775321045E2
7.592218179E0,9.775321045E2
7.642218179E0,9.775321655E2
7.692218179E0,9.775321655E2
7.742218179E0,9.775321655E2
7.792218179E0,9.775321655E2
7.842218179E0,9.775321655E2
7.892218179E0,9.775321655E2
7.942218179E0,9.775321655E2
7.992218179E0,9.775321655E2
8.042218179E0,9.775321655E2
8.092218179E0,9.775321655E2
8.142218179E0,9.775321655E2
8.192218179E0,9.775321655E2
8.242218179E0,9.775321655E2
8.292218179E0,9.775321655E2
8.342218179E0,9.775321655E2
8.392218179E0,9.775321655E2
8.442218179E0,9.775322266E2
8.492218179E0,9.775322266E2
8.542218179E0,9.775322266E2
8.592218179E0,9.775322876E2
8.642218179E0,9.775322876E2
8.692218179E0,9.775322876E2
8.742218179E0,9.775322876E2
8.792218179E0,9.775322876E2
8.842218179E0,9.775322876E2
8.892218179E0,9.775322876E2
8.942218179E0,9.775322876E2
8.992218179E0,9.775322876E2
9.042218179E0,9.775322876E2
9.092218179E0,9.775322876E2
9.142218179E0,9.775322876E2
9.192218179E0,9.775322876E2
9.242218179E0,9.775322876E2
9.292218179E0,9.775322876E2
9.342218179E0,9.775322876E2
9.392218179E0,9.775322876E2
9.442218179E0,9.775322876E2
9.492218179E0,9.775322876E2
9.542218179E0,9.775322876E2
9.592218179E0,9.775322876E2
9.642218179E0,9.775322876E2
9.692218179E0,9.775322876E2
9.742218179E0,9.775322876E2
9.792218179E0,9.775322876E2
9.842218179E0,9.775322876E2
9.892218179E0,9.775322876E2
9.942218179E0,9.775322876E2
9.992218179E0,9.775322876E2
1.004221818E1,9.775322876E2
1.009221818E1,9.775322266E2
1.014221818E1,9.775322266E2
1.019221818E1,9.775321655E2
1.024221818E1,9.775321655E2
1.029221818E1,9.775321655E2
1.034221818E1,9.775321655E2
1.039221818E1,9.775321655E2
1.044221818E1,9.775321655E2
1.049221818E1,9.775321655E2
1.054221818E1,9.775321655E2
1.059221818E1,9.775321045E2
1.064221818E1,9.775319824E2
1.069221818E1,9.775318604E2
1.074221818E1,9.775317993E2
1.079221818E1,9.775316162E2
1.084221818E1,9.775315552E2
1.089221818E1,9.775315552E2
1.094221818E1,9.775315552E2
1.099221818E1,9.775315552E2
1.104221818E1,9.775314941E2
1.109221818E1,9.775314941E2
1.114221818E1,9.775314331E2
1.119221818E1,9.775314331E2
1.124221818E1,9.775314331E2
1.129221818E1,9.775314331E2
1.134221818E1,9.775314331E2
1.139221818E1,9.775313721E2
1.144221818E1,9.775313110E2
1.149221818E1,9.775313110E2
1.154221818E1,9.775313110E2
1.159221818E1,9.775312500E2
1.164221818E1,9.775312500E2
1.169221818E1,9.775312500E2
1.174221818E1,9.775312500E2
1.179221818E1,9.775312500E2
1.184221818E1,9.775312500E2
1.189221818E1,9.775311890E2
1.194221818E1,9.775311890E2
1.199221818E1,9.775311890E2
1.204221818E1,9.775311890E2
1.209221818E1,9.775310669E2
1.214221818E1,9.775310669E2
1.219221818E1,9.775310669E2
1.224221818E1,9.775310059E2
1.229221818E1,9.775310059E2
1.234221818E1,9.775310059E2
1.239221818E1,9.775309448E2
1.244221818E1,9.775309448E2
1.249221818E1,9.775308838E2
1.254221818E1,9.775307617E2
1.259221818E1,9.775306396E2
1.264221818E1,9.775305176E2
1.269221818E1,9.775303955E2
1.274221818E1,9.775303345E2
1.279221818E1,9.775303345E2
1.284221818E1,9.775299683E2
1.289221818E1,9.775296021E2
1.294221818E1,9.775291748E2
1.299221818E1,9.775288086E2
1.304221818E1,9.775284424E2
1.309221818E1,9.775280151E2
1.314221818E1,9.775275269E2
1.319221818E1,9.775270996E2
1.324221818E1,9.775265503E2
1.329221818E1,9.775261230E2
1.334221818E1,9.775256348E2
1.339221818E1,9.775251465E2
1.344221818E1,9.775244141E2
1.349221818E1,9.775241089E2
1.354221818E1,9.775237427E2
1.359221818E1,9.775233154E2
1.364221818E1,9.775230103E2
1.369221818E1,9.775227051E2
1.374221818E1,9.775222168E2
1.379221818E1,9.775218506E2
1.384221818E1,9.775213623E2
1.389221818E1,9.775208740E2
1.394221818E1,9.775203857E2
1.399221818E1,9.775197144E2
1.404221818E1,9.775192871E2
1.409221818E1,9.775188599E2
1.414221818E1,9.775184326E2
1.419221818E1,9.775178833E2
1.424221818E1,9.775174561E2
1.429221818E1,9.775172119E2
1.434221818E1,9.775165405E2
1.439221818E1,9.775158081E2
1.444221818E1,9.775153198E2
1.449221818E1,9.775150146E2
1.454221818E1,9.775145874E2
1.459221818E1,9.775139160E2
1.464221818E1,9.775132446E2
1.469221818E1,9.775126343E2
1.474221818E1,9.775120239E2
1.479221818E1,9.775114746E2
1.484221818E1,9.775109863E2
1.489221818E1,9.775103760E2
1.494221818E1,9.775096436E2
1.499221818E1,9.775090942E2
1.504221818E1,9.775085449E2
1.509221818E1,9.775079956E2
1.514221818E1,9.775075073E2
1.519221818E1,9.775069580E2
1.524221818E1,9.775063477E2
1.529221818E1,9.775057983E2
1.534221818E1,9.775053711E2
1.539221818E1,9.775049438E2
1.544221818E1,9.775046997E2
1.549221818E1,9.775043335E2
1.554221818E1,9.775041504E2
1.559221818E1,9.775037842E2
1.564221818E1,9.775034790E2
1.569221818E1,9.775032349E2
1.574221818E1,9.775029297E2
1.579221818E1,9.775026855E2
1.584221818E1,9.775025024E2
1.589221818E1,9.775022583E2
1.594221818E1,9.775020142E2
1.599221818E1,9.775015869E2
1.604221818E1,9.775011597E2
1.609221818E1,9.775007935E2
1.614221818E1,9.775004883E2
1.619221818E1,9.775001221E2
1.624221818E1,9.774996338E2
1.629221818E1,9.774993896E2
1.634221818E1,9.774989624E2
1.639221818E1,9.774984741E2
1.644221818E1,9.774981079E2
1.649221818E1,9.774976196E2
1.654221818E1,9.774971924E2
1.659221818E1,9.774969482E2
1.664221818E1,9.774965820E2
1.669221818E1,9.774962158E2
1.674221818E1,9.774958496E2
1.679221818E1,9.774955444E2
1.684221818E1,9.774952393E2
1.689221818E1,9.774948120E2
1.694221818E1,9.774942627E2
1.699221818E1,9.774937134E2
1.704221818E1,9.774932861E2
1.709221818E1,9.774928589E2
1.714221818E1,9.774926758E2
1.719221818E1,9.774924927E2
1.724221818E1,9.774920654E2
1.729221818E1,9.774915771E2
1.734221818E1,9.774911499E2
1.739221818E1,9.774907837E2
1.744221818E1,9.774904785E2
1.749221818E1,9.774901123E2
1.754221818E1,9.774899292E2
1.759221818E1,9.774898682E2
1.764221818E1,9.774896851E2
1.769221818E1,9.774893188E2
1.774221818E1,9.774893188E2
1.779221818E1,9.774893188E2
1.784221818E1,9.774892578E2
1.789221818E1,9.774891357E2
1.794221818E1,9.774891357E2
1.799221818E1,9.774891357E2
1.804221818E1,9.774890747E2
1.809221818E1,9.774890747E2
1.814221818E1,9.774890137E2
1.819221818E1,9.774889526E2
1.824221818E1,9.774889526E2
1.829221818E1,9.774888306E2
1.834221818E1,9.774887085E2
1.839221818E1,9.774886475E2
1.844221818E1,9.774885864E2
1.849221818E1,9.774885254E2
1.854221818E1,9.774885254E2
1.859221818E1,9.774885254E2
1.864221818E1,9.774883423E2
1.869221818E1,9.774882202E2
1.874221818E1,9.774882202E2
1.879221818E1,9.774881592E2
1.884221818E1,9.774881592E2
1.889221818E1,9.774879761E2
1.894221818E1,9.774879150E2
1.899221818E1,9.774879150E2
1.904221818E1,9.774879150E2
1.909221818E1,9.774877319E2
1.914221818E1,9.774876709E2
1.919221818E1,9.774875488E2
1.924221818E1,9.774874878E2
1.929221818E1,9.774874268E2
1.934221818E1,9.774871826E2
1.939221818E1,9.774871826E2
1.944221818E1,9.774866943E2
1.949221818E1,9.774863892E2
1.954221818E1,9.774861450E2
1.959221818E1,9.774858398E2
1.964221818E1,9.774853516E2
1.969221818E1,9.774849243E2
1.974221818E1,9.774845581E2
1.979221818E1,9.774841919E2
1.984221818E1,9.774840088E2
1.989221818E1,9.774837646E2
1.994221818E1,9.774835205E2
1.999221818E1,9.774832764E2
2.004221818E1,9.774830322E2
2.009221818E1,9.774827881E2
2.014221818E1,9.774825439E2
2.019221818E1,9.774821167E2
2.024221818E1,9.774817505E2
2.029221818E1,9.774813232E2
2.034221818E1,9.774809570E2
2.039221818E1,9.774805908E2
2.044221818E1,9.774802856E2
2.049221818E1,9.774799194E2
2.054221818E1,9.774796143E2
2.059221818E1,9.774793091E2
2.064221818E1,9.774790039E2
2.069221818E1,9.774785156E2
2.074221818E1,9.774780273E2
2.079221818E1,9.774776611E2
2.084221818E1,9.774772949E2
2.089221818E1,9.774770508E2
2.094221818E1,9.774768677E2
2.099221818E1,9.774767456E2
2.104221818E1,9.774763794E2
2.109221818E1,9.774760742E2
2.114221818E1,9.774758911E2
2.119221818E1,9.774755859E2
2.124221818E1,9.774752197E2
2.129221818E1,9.774748535E2
2.134221818E1,9.774744873E2
2.139221818E1,9.774739990E2
2.144221818E1,9.774733276E2
2.149221818E1,9.774728394E2
2.154221818E1,9.774721680E2
2.159221818E1,9.774716187E2
2.164221818E1,9.774711304E2
2.169221818E1,9.774707031E2
2.174221818E1,9.774702759E2
2.179221818E1,9.774699097E2
2.184221818E1,9.774691772E2
2.189221818E1,9.774682007E2
2.194221818E1,9.774674683E2
2.199221818E1,9.774667969E2
2.204221818E1,9.774660034E2
2.209221818E1,9.774653931E2
2.214221818E1,9.774647827E2
2.219221818E1,9.774641724E2
2.224221818E1,9.774635010E2
2.229221818E1,9.774625854E2
2.234221818E1,9.774618530E2
2.239221818E1,9.774612427E2
2.244221818E1,9.774605713E2
2.249221818E1,9.774597168E2
2.254221818E1,9.774589844E2
2.259221818E1,9.774585571E2
2.264221818E1,9.774580688E2
2.269221818E1,9.774575806E2
2.274221818E1,9.774570923E2
2.279221818E1,9.774565430E2
2.284221818E1,9.774559937E2
2.289221818E1,9.774552002E2
2.294221818E1,9.774544067E2
2.299221818E1,9.774538574E2
2.304221818E1,9.774534302E2
2.309221818E1,9.774530029E2
2.314221818E1,9.774524536E2
2.319221818E1,9.774519653E2
2.324221818E1,9.774515991E2
2.329221818E1,9.774513550E2
2.334221818E1,9.774509888E2
2.339221818E1,9.774505615E2
2.344221818E1,9.774501953E2
2.349221818E1,9.774498291E2
2.354221818E1,9.774494629E2
2.359221818E1,9.774490967E2
2.364221818E1,9.774486694E2
2.369221818E1,9.774481812E2
2.374221818E1,9.774477539E2
2.379221818E1,9.774474487E2
2.384221818E1,9.774470215E2
2.389221818E1,9.774464722E2
2.394221818E1,9.774461670E2
2.399221818E1,9.774457397E2
2.404221818E1,9.774453735E2
2.409221818E1,9.774450073E2
2.414221818E1,9.774446411E2
2.419221818E1,9.774442139E2
2.424221818E1,9.774437866E2
2.429221818E1,9.774434204E2
2.434221818E1,9.774431763E2
2.439221818E1,9.774427490E2
2.444221818E1,9.774422607E2
2.449221818E1,9.774418335E2
2.454221818E1,9.774415894E2
2.459221818E1,9.774412842E2
2.464221818E1,9.774409790E2
2.469221818E1,9.774406738E2
2.474221818E1,9.774403076E2
2.479221818E1,9.774400635E2
2.484221818E1,9.774398804E2
2.489221818E1,9.774396362E2
2.494221818E1,9.774392090E2
2.499221818E1,9.774391479E2
2.504221818E1,9.774389648E2
2.509221818E1,9.774387207E2
2.514221818E1,9.774384155E2
2.519221818E1,9.774381714E2
2.524221818E1,9.774377441E2
2.529221818E1,9.774375610E2
2.534221818E1,9.774375610E2
2.539221818E1,9.774373779E2
2.544221818E1,9.774373779E2
2.549221818E1,9.774373779E2
2.554221818E1,9.774373779E2
2.559221818E1,9.774373779E2
2.564221818E1,9.774373779E2
2.569221818E1,9.774373779E2
2.574221818E1,9.774373779E2
2.579221818E1,9.774373779E2
2.584221818E1,9.774373779E2
2.589221818E1,9.774373779E2
2.594221818E1,9.774373779E2
2.599221818E1,9.774373779E2
2.604221818E1,9.774373779E2
2.609221818E1,9.774373779E2
2.614221818E1,9.774373779E2
2.619221818E1,9.774373779E2
2.624221818E1,9.774373779E2
2.629221818E1,9.774373779E2
2.634221818E1,9.774373779E2
2.639221818E1,9.774373779E2
2.644221818E1,9.774373779E2
2.649221818E1,9.774373779E2
2.654221818E1,9.774373779E2
2.659221818E1,9.774373779E2
2.664221818E1,9.774373779E2
2.669221818E1,9.774373779E2
2.674221818E1,9.774373779E2
2.679221818E1,9.774373779E2
2.684221818E1,9.774373779E2
2.689221818E1,9.774374390E2
2.694221818E1,9.774385986E2
2.699221818E1,9.774391479E2
2.704221818E1,9.774393921E2
2.709221818E1,9.774402466E2
2.714221818E1,9.774407349E2
2.719221818E1,9.774412842E2
2.724221818E1,9.774414673E2
2.729221818E1,9.774418335E2
2.734221818E1,9.774421387E2
2.739221818E1,9.774421387E2
2.744221818E1,9.774421387E2
2.749221818E1,9.774421997E2
2.754221818E1,9.774422607E2
2.759221818E1,9.774422607E2
2.764221818E1,9.774423218E2
2.769221818E1,9.774425049E2
2.774221818E1,9.774426270E2
2.779221818E1,9.774426270E2
2.784221818E1,9.774427490E2
2.789221818E1,9.774428101E2
2.794221818E1,9.774428711E2
2.799221818E1,9.774428711E2
2.804221818E1,9.774428711E2
2.809221818E1,9.774429321E2
2.814221818E1,9.774429321E2
2.819221818E1,9.774429321E2
2.824221818E1,9.774429321E2
2.829221818E1,9.774429932E2
2.834221818E1,9.774429932E2
2.839221818E1,9.774430542E2
2.844221818E1,9.774439087E2
2.849221818E1,9.774447632E2
2.854221818E1,9.774449463E2
2.859221818E1,9.774449463E2
2.864221818E1,9.774452515E2
2.869221818E1,9.774456177E2
2.874221818E1,9.774458618E2
2.879221818E1,9.774459229E2
2.884221818E1,9.774461060E2
2.889221818E1,9.774464111E2
2.894221818E1,9.774464722E2
2.899221818E1,9.774466553E2
2.904221818E1,9.774468994E2
2.909221818E1,9.774472656E2
2.914221818E1,9.774474487E2
2.919221818E1,9.774474487E2
2.924221818E1,9.774475708E2
2.929221818E1,9.774476318E2
2.934221818E1,9.774478149E2
2.939221818E1,9.774478760E2
2.944221818E1,9.774481812E2
2.949221818E1,9.774483643E2
2.954221818E1,9.774484863E2
2.959221818E1,9.774484863E2
2.964221818E1,9.774486084E2
2.969221818E1,9.774486694E2
2.974221818E1,9.774487305E2
2.979221818E1,9.774487305E2
2.984221818E1,9.774487915E2
2.989221818E1,9.774488525E2
2.994221818E1,9.774488525E2
2.999221818E1,9.774489136E2
3.004221818E1,9.774490356E2
3.009221818E1,9.774490356E2
3.014221818E1,9.774492188E2
3.019221818E1,9.774493408E2
3.024221818E1,9.774495850E2
3.029221818E1,9.774498901E2
3.034221818E1,9.774500732E2
3.039221818E1,9.774501343E2
3.044221818E1,9.774501343E2
3.049221818E1,9.774502563E2
3.054221818E1,9.774503784E2
3.059221818E1,9.774503784E2
3.064221818E1,9.774505005E2
3.069221818E1,9.774506226E2
3.074221818E1,9.774508057E2
3.079221818E1,9.774508667E2
3.084221818E1,9.774508667E2
3.089221818E1,9.774508667E2
3.094221818E1,9.774509277E2
3.099221818E1,9.774509277E2
3.104221818E1,9.774509277E2
3.109221818E1,9.774509888E2
3.114221818E1,9.774511108E2
3.119221818E1,9.774512329E2
3.124221818E1,9.774512939E2
3.129221818E1,9.774514160E2
3.134221818E1,9.774515381E2
3.139221818E1,9.774517212E2
3.144221818E1,9.774519043E2
3.149221818E1,9.774523315E2
3.154221818E1,9.774525146E2
3.159221818E1,9.774528198E2
3.164221818E1,9.774530029E2
3.169221818E1,9.774536133E2
3.174221818E1,9.774540405E2
3.179221818E1,9.774543457E2
3.184221818E1,9.774544678E2
3.189221818E1,9.774545898E2
3.194221818E1,9.774547119E2
3.199221818E1,9.774547729E2
3.204221818E1,9.774548340E2
3.209221818E1,9.774548340E2
3.214221818E1,9.774548950E2
3.219221818E1,9.774550171E2
3.224221818E1,9.774550781E2
3.229221818E1,9.774550781E2
3.234221818E1,9.774551392E2
3.239221818E1,9.774552612E2
3.244221818E1,9.774552612E2
3.249221818E1,9.774554443E2
3.254221818E1,9.774555664E2
3.259221818E1,9.774556274E2
3.264221818E1,9.774556274E2
3.269221818E1,9.774556274E2
3.274221818E1,9.774556274E2
3.279221818E1,9.774556885E2
3.284221818E1,9.774558105E2
3.289221818E1,9.774558716E2
3.294221818E1,9.774559937E2
3.299221818E1,9.774561768E2
3.304221818E1,9.774562988E2
3.309221818E1,9.774564819E2
3.314221818E1,9.774565430E2
3.319221818E1,9.774566040E2
3.324221818E1,9.774567261E2
3.329221818E1,9.774567261E2
3.334221818E1,9.774567261E2
3.339221818E1,9.774567871E2
3.344221818E1,9.774568481E2
3.349221818E1,9.774572144E2
3.354221818E1,9.774573364E2
3.359221818E1,9.774573975E2
3.364221818E1,9.774575806E2
3.369221818E1,9.774575806E2
3.374221818E1,9.774575806E2
3.379221818E1,9.774577026E2
3.384221818E1,9.774577637E2
3.389221818E1,9.774578247E2
3.394221818E1,9.774580078E2
3.399221818E1,9.774580688E2
3.404221818E1,9.774581909E2
3.409221818E1,9.774583130E2
3.414221818E1,9.774588623E2
3.419221818E1,9.774591064E2
3.424221818E1,9.774594727E2
3.429221818E1,9.774597168E2
3.434221818E1,9.774600220E2
3.439221818E1,9.774602051E2
3.444221818E1,9.774603271E2
3.449221818E1,9.774603271E2
3.454221818E1,9.774603271E2
3.459221818E1,9.774603271E2
3.464221818E1,9.774603271E2
3.469221818E1,9.774603271E2
3.474221818E1,9.774603271E2
3.479221818E1,9.774603271E2
3.484221818E1,9.774603271E2
3.489221818E1,9.774603271E2
3.494221818E1,9.774603271E2
3.499221818E1,9.774603271E2
3.504221818E1,9.774603271E2
3.509221818E1,9.774603271E2
3.514221818E1,9.774603271E2
3.519221818E1,9.774603271E2
3.524221818E1,9.774603271E2
3.529221818E1,9.774603271E2
3.534221818E1,9.774603271E2
3.539221818E1,9.774603271E2
3.544221818E1,9.774603271E2
3.549221818E1,9.774603271E2
3.554221818E1,9.774603271E2
3.559221818E1,9.774603271E2
3.564221818E1,9.774603271E2
3.569221818E1,9.774603271E2
3.574221818E1,9.774603271E2
3.579221818E1,9.774603271E2
3.584221818E1,9.774603271E2
3.589221818E1,9.774603271E2
3.594221818E1,9.774603271E2
3.599221818E1,9.774603271E2
3.604221818E1,9.774603271E2
3.609221818E1,9.774603271E2
3.614221818E1,9.774602051E2
3.619221818E1,9.774600830E2
3.624221818E1,9.774600830E2
3.629221818E1,9.774600830E2
3.634221818E1,9.774600830E2
3.639221818E1,9.774600830E2
3.644221818E1,9.774600830E2
3.649221818E1,9.774600830E2
3.654221818E1,9.774600830E2
3.659221818E1,9.774600830E2
3.664221818E1,9.774600830E2
3.669221818E1,9.774600830E2
3.674221818E1,9.774600830E2
3.679221818E1,9.774600830E2
3.684221818E1,9.774600830E2
3.689221818E1,9.774600220E2
3.694221818E1,9.774600220E2
3.699221818E1,9.774600220E2
3.704221818E1,9.774599609E2
3.709221818E1,9.774599609E2
3.714221818E1,9.774599609E2
3.719221818E1,9.774598999E2
3.724221818E1,9.774598999E2
3.729221818E1,9.774598999E2
3.734221818E1,9.774598999E2
3.739221818E1,9.774598389E2
3.744221818E1,9.774598389E2
3.749221818E1,9.774597778E2
3.754221818E1,9.774597778E2
3.759221818E1,9.774597168E2
3.764221818E1,9.774597168E2
3.769221818E1,9.774597168E2
3.774221818E1,9.774596558E2
3.779221818E1,9.774596558E2
3.784221818E1,9.774596558E2
3.789221818E1,9.774596558E2
3.794221818E1,9.774596558E2
3.799221818E1,9.774597168E2
3.804221818E1,9.774597168E2
3.809221818E1,9.774597778E2
3.814221818E1,9.774597778E2
3.819221818E1,9.774598389E2
3.824221818E1,9.774598389E2
3.829221818E1,9.774598999E2
3.834221818E1,9.774598999E2
3.839221818E1,9.774598999E2
3.844221818E1,9.774599609E2
3.849221818E1,9.774600220E2
3.854221818E1,9.774600220E2
3.859221818E1,9.774600830E2
3.864221818E1,9.774600830E2
3.869221818E1,9.774600830E2
3.874221818E1,9.774600830E2
3.879221818E1,9.774600830E2
3.884221818E1,9.774600830E2
3.889221818E1,9.774600830E2
3.894221818E1,9.774600830E2
3.899221818E1,9.774600830E2
3.904221818E1,9.774601440E2
3.909221818E1,9.774601440E2
3.914221818E1,9.774602051E2
3.919221818E1,9.774603271E2
3.924221818E1,9.774603271E2
3.929221818E1,9.774603271E2
3.934221818E1,9.774606323E2
3.939221818E1,9.774612427E2
3.944221818E1,9.774619141E2
3.949221818E1,9.774626465E2
3.954221818E1,9.774634399E2
3.959221818E1,9.774641113E2
3.964221818E1,9.774649048E2
3.969221818E1,9.774656372E2
3.974221818E1,9.774664307E2
3.979221818E1,9.774669189E2
3.984221818E1,9.774672241E2
3.989221818E1,9.774678345E2
3.994221818E1,9.774681396E2
3.999221818E1,9.774682617E2
4.004221818E1,9.774684448E2
4.009221818E1,9.774685669E2
4.014221818E1,9.774688721E2
4.019221818E1,9.774691772E2
4.024221818E1,9.774695435E2
4.029221818E1,9.774698486E2
4.034221818E1,9.774701538E2
4.039221818E1,9.774704590E2
4.044221818E1,9.774708862E2
4.049221818E1,9.774713135E2
4.054221818E1,9.774716797E2
4.059221818E1,9.774721069E2
4.064221818E1,9.774726562E2
4.069221818E1,9.774730225E2
4.074221818E1,9.774733887E2
4.079221818E1,9.774737549E2
4.084221818E1,9.774744263E2
4.089221818E1,9.774752197E2
4.094221818E1,9.774757690E2
4.099221818E1,9.774763184E2
4.104221818E1,9.774771118E2
4.109221818E1,9.774777222E2
4.114221818E1,9.774783936E2
4.119221818E1,9.774787598E2
4.124221818E1,9.774790649E2
4.129221818E1,9.774794312E2
4.134221818E1,9.774799194E2
4.139221818E1,9.774804688E2
4.144221818E1,9.774808350E2
4.149221818E1,9.774813232E2
4.154221818E1,9.774820557E2
4.159221818E1,9.774825439E2
4.164221818E1,9.774830933E2
4.169221818E1,9.774837036E2
4.174221818E1,9.774843140E2
4.179221818E1,9.774845581E2
4.184221818E1,9.774846802E2
4.189221818E1,9.774848022E2
4.194221818E1,9.774848633E2
4.199221818E1,9.774849243E2
4.204221818E1,9.774850464E2
4.209221818E1,9.774850464E2
4.214221818E1,9.774851074E2
4.219221818E1,9.774851074E2
4.224221818E1,9.774851074E2
4.229221818E1,9.774851074E2
4.234221818E1,9.774851685E2
4.239221818E1,9.774851685E2
4.244221818E1,9.774852295E2
4.249221818E1,9.774852295E2
4.254221818E1,9.774852905E2
4.259221818E1,9.774853516E2
4.264221818E1,9.774854126E2
4.269221818E1,9.774854736E2
4.274221818E1,9.774854736E2
4.279221818E1,9.774857178E2
4.284221818E1,9.774857788E2
4.289221818E1,9.774857788E2
4.294221818E1,9.774857788E2
4.299221818E1,9.774857788E2
4.304221818E1,9.774857788E2
4.309221818E1,9.774857788E2
4.314221818E1,9.774857788E2
4.319221818E1,9.774857788E2
4.324221818E1,9.774857788E2
4.329221818E1,9.774857788E2
4.334221818E1,9.774857788E2
4.339221818E1,9.774857788E2
4.344221818E1,9.774857788E2
4.349221818E1,9.774857788E2
4.354221818E1,9.774857788E2
4.359221818E1,9.774857788E2
